"Chromosome","Frame","N","Min","Q1","Median","Mean","Q3","Max","SD","P95","P99","Q_1Kb","Q_5Kb","Q_10Kb"
"NC_072426.2","-1",2946886,3,15,36,53.5789182207931,72,10929,59.6558579807181,159,264,"Q100","Q100","Q100"
"NC_072426.2","-2",2952919,3,15,36,53.4632321441936,72,6360,58.8090590477429,159,264,"Q100","Q100","Q100"
"NC_072426.2","-3",2951400,3,15,36,53.4917916920783,72,9927,59.8385860344364,159,264,"Q100","Q100","Q100"
"NC_072427.2","1",2658817,3,15,39,57.6497611531745,78,4446,65.0832004808375,171,291,"Q100","Q100","Q100"
"NC_072427.2","2",2654825,3,15,39,57.7420048402437,78,10389,65.6924436784322,174,291,"Q100","Q100","Q100"
"NC_072427.2","3",2656328,3,15,39,57.7073847807952,78,8919,65.776344471862,171,291,"Q100","Q100","Q100"
"NC_072427.2","-1",2689915,3,15,36,56.9418163770974,75,8925,65.2328073040559,171,291,"Q100","Q100","Q100"
"NC_072427.2","-2",2695298,3,15,36,56.8213588998322,75,10389,65.1560183071427,171,291,"Q100","Q100","Q100"
"NC_072427.2","-3",2695226,3,15,36,56.8247297258189,75,10242,65.1420279358638,171,291,"Q100","Q100","Q100"
"NC_072428.2","1",2685164,3,15,36,54.4905711531959,72,4146,61.603817877071,165,273,"Q100","Q100","Q100"
"NC_072428.2","2",2682580,3,15,36,54.5468537750971,72,5151,61.0650147597192,165,273,"Q100","Q100","Q100"
"NC_072428.2","3",2683198,3,15,36,54.5331157074506,72,3840,61.6460876646937,165,273,"Q100","Q100","Q100"
"NC_072428.2","-1",2662390,3,15,36,54.9835775374757,75,3843,61.5694085397628,165,273,"Q100","Q100","Q100"
"NC_072428.2","-2",2663727,3,15,36,54.9565920231315,75,4128,61.4967810929296,165,273,"Q100","Q100","Q100"
"NC_072428.2","-3",2664016,3,15,36,54.9497559323968,75,4218,61.504105769025,165,273,"Q100","Q100","Q100"
"NC_072429.2","1",2664734,3,15,36,54.8027236489646,72,9435,62.3284208183261,165,276,"Q100","Q100","Q100"
"NC_072429.2","2",2664733,3,15,36,54.801397363263,72,9849,61.9212359590714,165,276,"Q100","Q100","Q100"
"NC_072429.2","3",2668982,3,15,36,54.7102989079732,72,3840,62.1109987123628,165,276,"Q100","Q100","Q100"
"NC_072429.2","-1",2609827,3,15,39,56.0255997811349,75,10521,63.3570646074989,168,276,"Q100","Q100","Q100"
"NC_072429.2","-2",2609223,3,15,39,56.0397792752862,75,9429,62.8590524296334,168,279,"Q100","Q100","Q100"
"NC_072429.2","-3",2615739,3,15,39,55.8924690116254,75,4458,61.9630415366354,168,279,"Q100","Q100","Q100"
"NC_072430.2","1",2543888,3,15,39,57.0923043781802,78,9714,66.7895857454339,168,288,"Q100","Q100","Q100"
"NC_072430.2","2",2539183,3,15,39,57.2035579948354,78,11640,66.9129751579591,168,291,"Q100","Q100","Q100"
"NC_072430.2","3",2543071,3,15,39,57.1114204046997,78,14907,67.4696416324962,168,291,"Q100","Q100","Q100"
"NC_072430.2","-1",2590649,3,15,36,56.0028409869496,75,9714,64.1856158877376,168,285,"Q100","Q100","Q100"
"NC_072430.2","-2",2590633,3,15,36,56.0016829863589,75,17169,64.6667128998323,168,285,"Q100","Q100","Q100"
"NC_072430.2","-3",2589237,3,15,36,56.0342900244358,75,11640,64.3925545259095,168,285,"Q100","Q100","Q100"
"NC_072431.2","1",2532724,3,15,36,55.1654526904629,75,37419,67.2986576548546,165,276,"Q100","Q100","Q100"
"NC_072431.2","2",2532364,3,15,36,55.174712640047,75,13104,63.6707912772297,165,276,"Q100","Q100","Q100"
"NC_072431.2","3",2534268,3,15,36,55.1298548535514,75,18990,64.2372140696495,165,276,"Q100","Q100","Q100"
"NC_072431.2","-1",2504163,3,15,36,55.8340922695528,75,9414,63.5156695624917,168,279,"Q100","Q100","Q100"
"NC_072431.2","-2",2506946,3,15,36,55.7689132514222,75,7596,62.6152533032841,168,279,"Q100","Q100","Q100"
"NC_072431.2","-3",2500300,3,15,36,55.9253597568292,75,11592,64.0047466544262,168,279,"Q100","Q100","Q100"
"NC_072432.2","1",2447198,3,15,36,54.6055766635965,72,5430,61.2514612417468,165,273,"Q100","Q100","Q100"
"NC_072432.2","2",2449311,3,15,36,54.555816717436,72,3918,61.1192792578642,165,273,"Q100","Q100","Q100"
"NC_072432.2","3",2449072,3,15,36,54.5614208157212,72,6216,60.8648040582746,165,273,"Q100","Q100","Q100"
"NC_072432.2","-1",2444795,3,15,36,54.6618980323504,75,4701,61.0563959836202,165,270,"Q100","Q100","Q100"
"NC_072432.2","-2",2447685,3,15,36,54.59356085444,72,7344,61.0386061868437,165,273,"Q100","Q100","Q100"
"NC_072432.2","-3",2445680,3,15,36,54.6414461417684,75,4716,60.5972033375705,165,270,"Q100","Q100","Q100"
"NC_072433.2","1",2404698,3,15,36,56.1279873813676,75,10254,62.8234600058623,168,282,"Q100","Q100","Q100"
"NC_072433.2","2",2404020,3,15,36,56.1447288292111,75,11895,63.2899865793796,168,282,"Q100","Q100","Q100"
"NC_072433.2","3",2405908,3,15,36,56.0976421376046,75,11868,62.9069184286828,168,282,"Q100","Q100","Q100"
"NC_072433.2","-1",2394981,3,15,39,56.3676442527101,75,11868,64.0501008758225,168,282,"Q100","Q100","Q100"
"NC_072433.2","-2",2399435,3,15,39,56.2578252797013,75,7638,63.3545863576017,168,282,"Q100","Q100","Q100"
"NC_072433.2","-3",2397064,3,15,39,56.3154609138513,75,9549,63.4107598319363,168,282,"Q100","Q100","Q100"
"NC_072434.2","1",1651925,3,15,39,56.1777477791062,75,6948,62.4810543569477,168,276,"Q100","Q100","Q100"
"NC_072434.2","2",1650525,3,15,39,56.2274446009603,78,4818,61.9578229031476,168,276,"Q100","Q100","Q100"
"NC_072434.2","3",1650663,3,15,39,56.2226287255484,78,7707,62.0167483988998,168,276,"Q100","Q100","Q100"
"NC_072434.2","-1",1675631,3,15,36,55.3322819880988,75,7638,62.3422821109046,165,276,"Q100","Q100","Q100"
"NC_072434.2","-2",1674385,3,15,36,55.375612538335,75,7707,62.3942111116557,165,276,"Q100","Q100","Q100"
"NC_072434.2","-3",1675968,3,15,36,55.3207089872838,75,4155,61.8937605690233,165,273,"Q100","Q100","Q100"
"NC_072435.2","1",2159985,3,18,42,59.8790473081989,81,4815,66.8625433188435,174,303,"Q100","Q100","Q100"
"NC_072435.2","2",2161449,3,18,42,59.8365864750915,81,5376,67.0843212535676,174,303,"Q100","Q100","Q100"
"NC_072435.2","3",2157801,3,18,42,59.943744117275,81,4494,67.6489083317496,174,303,"Q100","Q100","Q100"
"NC_072435.2","-1",2207476,3,18,39,58.5172916942245,78,21876,68.119249068549,171,303,"Q100","Q100","Q100"
"NC_072435.2","-2",2205833,3,18,39,58.5632792691015,78,5871,66.801897846917,171,300,"Q100","Q100","Q100"
"NC_072435.2","-3",2206610,3,18,39,58.542407131301,78,9639,66.7516077202935,171,300,"Q100","Q100","Q100"
"NC_072436.2","1",1992365,3,18,39,59.5603426079057,78,10380,68.6479005144559,177,306,"Q100","Q100","Q100"
"NC_072436.2","2",1996067,3,18,39,59.4431108775407,78,4554,67.7475524870412,177,306,"Q100","Q100","Q100"
"NC_072436.2","3",1994707,3,18,39,59.4857580587023,78,9297,68.9361330884414,177,306,"Q100","Q100","Q100"
"NC_072436.2","-1",2019125,3,18,39,58.7269837181947,78,5022,67.6946062134241,177,306,"Q100","Q100","Q100"
"NC_072436.2","-2",2013531,3,18,39,58.8976867006269,78,10380,68.2612112279333,177,306,"Q100","Q100","Q100"
"NC_072436.2","-3",2017395,3,18,39,58.7801243683066,78,9297,68.2255314676235,177,306,"Q100","Q100","Q100"
"NC_072437.2","1",2119395,3,15,36,53.5938189907969,75,18297,59.4907548179401,159,258,"Q100","Q100","Q100"
"NC_072437.2","2",2122669,3,15,36,53.5075642975895,75,11031,58.2664739513491,159,258,"Q100","Q100","Q100"
"NC_072437.2","3",2123027,3,15,36,53.4980209860732,75,11559,58.2277089506812,156,255,"Q100","Q100","Q100"
"NC_072437.2","-1",2169669,3,15,36,52.2767007317706,69,5010,57.2555165492946,156,255,"Q100","Q100","Q100"
"NC_072437.2","-2",2169606,3,15,36,52.2782611220655,69,11031,57.6441320237056,156,255,"Q100","Q100","Q100"
"NC_072437.2","-3",2167834,3,15,36,52.3222792889123,69,10818,57.8093223550118,156,255,"Q100","Q100","Q100"
"NC_072438.2","1",1916098,3,15,36,54.9153153961853,75,8601,61.5132062848776,162,273,"Q100","Q100","Q100"
"NC_072438.2","2",1917275,3,15,36,54.8799410621846,75,5850,61.2313327539822,162,273,"Q100","Q100","Q100"
"NC_072438.2","3",1913387,3,15,36,54.9970147178798,75,6681,61.5233009121496,162,273,"Q100","Q100","Q100"
"NC_072438.2","-1",1904130,3,15,36,55.2800922205942,75,6681,64.7080560253557,162,276,"Q100","Q100","Q100"
"NC_072438.2","-2",1905961,3,15,36,55.2248230682579,75,5850,64.2318985320229,162,276,"Q100","Q100","Q100"
"NC_072438.2","-3",1904491,3,15,36,55.269429994681,75,8601,65.114870748355,162,276,"Q100","Q100","Q100"
"NC_072439.2","1",1755643,3,15,39,57.3603876186673,78,11307,69.8221695971253,168,291,"Q100","Q100","Q100"
"NC_072439.2","2",1755211,3,15,39,57.3738228623225,78,10863,69.5425039106932,168,291,"Q100","Q100","Q100"
"NC_072439.2","3",1759482,3,15,39,57.228234787284,78,6048,68.8983093567112,168,291,"Q100","Q100","Q100"
"NC_072439.2","-1",1801098,3,15,36,55.8305650220032,75,10863,64.9304024393797,168,285,"Q100","Q100","Q100"
"NC_072439.2","-2",1798160,3,15,36,55.9270276282422,75,11307,65.0768438239692,168,288,"Q100","Q100","Q100"
"NC_072439.2","-3",1804043,3,15,36,55.732610586333,75,3840,64.0163071938802,168,285,"Q100","Q100","Q100"
"NC_072440.2","1",1716454,3,18,42,62.0737695271764,84,7665,71.3208148182468,186,318,"Q100","Q100","Q100"
"NC_072440.2","2",1719352,3,18,42,61.9625719457098,84,7023,71.3023318956153,186,315,"Q100","Q100","Q100"
"NC_072440.2","3",1719643,3,18,42,61.9513300144274,84,5016,70.4740227252928,183,315,"Q100","Q100","Q100"
"NC_072440.2","-1",1789388,3,18,39,59.4049820385518,78,6813,69.2030205215196,180,312,"Q100","Q100","Q100"
"NC_072440.2","-2",1786122,3,18,39,59.5203933437918,78,16650,70.1725019278468,180,312,"Q100","Q100","Q100"
"NC_072440.2","-3",1788254,3,18,39,59.4469057527622,78,5805,69.163372321265,180,312,"Q100","Q100","Q100"
"NC_072441.2","1",2421501,3,18,42,57.4304321988717,78,17973,61.551465006955,168,270,"Q100","Q100","Q100"
"NC_072441.2","2",2420132,3,18,42,57.4648163819164,78,11472,61.1251314867773,168,270,"Q100","Q100","Q100"
"NC_072441.2","3",2423473,3,18,42,57.3811014193267,78,11769,60.5370085271918,168,270,"Q100","Q100","Q100"
"NC_072441.2","-1",2603630,3,18,36,53.1786144728706,72,17973,60.6020746949855,156,264,"Q100","Q100","Q100"
"NC_072441.2","-2",2607587,3,18,36,53.0932494294533,72,11748,58.6780514043419,156,264,"Q100","Q100","Q100"
"NC_072441.2","-3",2606473,3,18,36,53.1164439455157,72,16368,59.7251136811913,156,264,"Q100","Q100","Q100"
"NC_072442.2","1",1108342,3,18,42,62.6995927249892,84,7881,69.3038753789831,183,315,"Q100","Q100","Q100"
"NC_072442.2","2",1109312,3,18,42,62.6420267697456,84,5667,68.9135885433199,183,315,"Q100","Q100","Q100"
"NC_072442.2","3",1110423,3,18,42,62.5764118718723,84,5784,69.1956653938133,183,315,"Q100","Q100","Q100"
"NC_072442.2","-1",1137291,3,18,39,61.0189986555771,78,5784,71.7877579924951,183,318,"Q100","Q100","Q100"
"NC_072442.2","-2",1138332,3,18,39,60.9601100557658,78,5667,71.8575767110148,180,318,"Q100","Q100","Q100"
"NC_072442.2","-3",1136360,3,18,39,61.0703984652751,81,7881,71.4847105029628,183,321,"Q100","Q100","Q100"
"NC_072443.2","1",1662596,3,15,36,53.4174772464267,69,14919,62.9630654339216,159,270,"Q100","Q100","Q100"
"NC_072443.2","2",1660023,3,15,36,53.5056128740385,72,10068,62.7444118113912,162,273,"Q100","Q100","Q100"
"NC_072443.2","3",1663203,3,15,36,53.3972990669209,69,4107,61.2574000163517,159,270,"Q100","Q100","Q100"
"NC_072443.2","-1",1609943,3,15,36,55.274500401567,75,12930,62.5637479861808,165,273,"Q100","Q100","Q100"
"NC_072443.2","-2",1608876,3,15,36,55.3147414716858,75,7623,62.6719508635358,165,273,"Q100","Q100","Q100"
"NC_072443.2","-3",1608551,3,15,36,55.3258274061563,75,12273,63.0225270827477,165,270,"Q100","Q100","Q100"
"NC_072444.2","1",1252658,3,18,42,61.3084457210188,81,7266,70.0307170549072,183,318,"Q100","Q100","Q100"
"NC_072444.2","2",1252905,3,18,42,61.2954892829065,81,4266,69.0968814420393,180,318,"Q100","Q100","Q100"
"NC_072444.2","3",1249001,3,18,42,61.4954599716093,81,7117,69.9712400057836,183,318,"Q100","Q100","Q100"
"NC_072444.2","-1",1284302,3,18,39,59.7150366502583,78,8406,69.6203986349934,180,318,"Q100","Q100","Q100"
"NC_072444.2","-2",1285768,3,18,39,59.6452587091917,78,7566,69.9879828287898,180,318,"Q100","Q100","Q100"
"NC_072444.2","-3",1279720,3,18,39,59.9406182602444,78,7128,70.079737900271,180,318,"Q100","Q100","Q100"
"NC_072445.2","1",1282198,3,18,39,57.9208538774823,78,8811,63.167042323059,168,282,"Q100","Q100","Q100"
"NC_072445.2","2",1282803,3,18,39,57.891889869294,78,8133,62.8733804662889,168,282,"Q100","Q100","Q100"
"NC_072445.2","3",1282965,3,18,39,57.8848433121714,78,6108,63.0191420235865,168,282,"Q100","Q100","Q100"
"NC_072445.2","-1",1323246,3,18,36,56.0194869283565,75,3840,62.7164414922888,165,276,"Q100","Q100","Q100"
"NC_072445.2","-2",1323101,3,18,36,56.0262648127392,75,8133,63.3952362392749,165,276,"Q100","Q100","Q100"
"NC_072445.2","-3",1321389,3,18,36,56.1030703297818,75,8811,63.4536215365556,165,276,"Q100","Q100","Q100"
"NC_072446.2","1",1226090,3,18,42,61.6320278282998,84,7935,67.4576548976859,177,300,"Q100","Q100","Q100"
"NC_072446.2","2",1227444,3,18,42,61.5613616588618,84,6765,66.666945484369,177,300,"Q100","Q100","Q100"
"NC_072446.2","3",1232612,3,18,42,61.2903127667101,84,4299,66.1835330735357,174,297,"Q100","Q100","Q100"
"NC_072446.2","-1",1292297,3,18,39,58.3052881806581,78,6816,65.4108985013666,171,294,"Q100","Q100","Q100"
"NC_072446.2","-2",1284250,3,18,39,58.6901825968464,78,7785,66.1912866121112,174,294,"Q100","Q100","Q100"
"NC_072446.2","-3",1283478,3,18,39,58.7265960148908,78,7935,66.0195799940076,174,297,"Q100","Q100","Q100"
"NC_072447.2","1",2827652,3,15,36,55.3861129304454,75,8037,61.8961052135087,165,273,"Q100","Q100","Q100"
"NC_072447.2","2",2826742,3,15,36,55.4036891233795,75,8745,62.0612846707521,165,273,"Q100","Q100","Q100"
"NC_072447.2","3",2825367,3,15,36,55.4324216995527,75,10221,61.899943797636,165,270,"Q100","Q100","Q100"
"NC_072447.2","-1",2888775,3,15,36,54.1410885236822,72,5313,60.9219280163057,162,270,"Q100","Q100","Q100"
"NC_072447.2","-2",2884027,3,15,36,54.2354242869432,72,5061,61.3368995831783,162,270,"Q100","Q100","Q100"
"NC_072447.2","-3",2888398,3,15,36,54.1479674892449,72,8745,61.2023779481887,162,270,"Q100","Q100","Q100"
"NC_072448.2","1",442549,3,18,45,64.512770337296,87,27303,87.734923736765,180,327,"Q100","Q100","Q100"
"NC_072448.2","2",442218,3,18,45,64.5628264792478,87,26913,87.3785970953963,180,330,"Q100","Q100","Q100"
"NC_072448.2","3",443850,3,18,45,64.3119815252901,87,27120,86.8271834238972,180,327,"Q100","Q100","Q100"
"NC_072448.2","-1",480869,3,18,36,59.0990644021553,75,26934,90.5084172006259,171,351,"Q100","Q100","Q100"
"NC_072448.2","-2",479256,3,18,36,59.3071448244779,75,26874,91.131457466295,171,351,"Q100","Q100","Q100"
"NC_072448.2","-3",479392,3,18,36,59.288815833389,75,27207,90.795572968,171,354,"Q100","Q100","Q100"
