"Chromosome","Frame","N","Min","Q1","Median","Mean","Q3","Max","SD","P95","P99","Q_1Kb","Q_5Kb","Q_10Kb"
"NC_060934.1","3",2195534,3,15,39,58.2096314609567,78,7203,66.9691082094364,180,300,"Q100","Q100","Q100"
"NC_060934.1","-1",2210209,3,15,39,57.7990348424063,75,6954,65.5771912489864,177,297,"Q100","Q100","Q100"
"NC_060934.1","-2",2208449,3,15,39,57.8487929764282,75,7878,66.0288696067733,177,300,"Q100","Q100","Q100"
"NC_060934.1","-3",2206825,3,15,39,57.8937437268474,75,7341,65.6272604488336,177,297,"Q100","Q100","Q100"
"NC_060935.1","1",2222578,3,15,36,57.6219435268413,75,7563,66.5211269014572,177,300,"Q100","Q100","Q100"
"NC_060935.1","2",2227589,3,15,36,57.4843712192868,75,11934,66.7688386840115,177,297,"Q100","Q100","Q100"
"NC_060935.1","3",2225365,3,15,36,57.5447861362069,75,5043,65.9405366158074,177,297,"Q100","Q100","Q100"
"NC_060935.1","-1",2219161,3,15,39,57.7208855058286,75,17508,67.4166366738494,177,303,"Q100","Q100","Q100"
"NC_060935.1","-2",2218431,3,15,39,57.7418585477754,75,5382,66.4994774374132,177,303,"Q100","Q100","Q100"
"NC_060935.1","-3",2219594,3,15,39,57.7097419618182,75,14289,67.2913173328037,177,303,"Q100","Q100","Q100"
"NC_060936.1","1",2240066,3,15,36,56.3452411670013,75,6705,63.3728696472593,171,288,"Q100","Q100","Q100"
"NC_060936.1","2",2238931,3,15,36,56.3764693954391,75,6765,63.6690979088443,171,288,"Q100","Q100","Q100"
"NC_060936.1","3",2241607,3,15,36,56.3046649122705,75,9966,63.7097632878165,171,288,"Q100","Q100","Q100"
"NC_060936.1","-1",2239711,3,15,36,56.3555476577112,75,6870,63.624299139365,174,288,"Q100","Q100","Q100"
"NC_060936.1","-2",2238764,3,15,36,56.3787639072274,75,6738,63.550664472558,174,288,"Q100","Q100","Q100"
"NC_060936.1","-3",2241893,3,15,36,56.2960172497082,75,6999,63.5519979595419,174,288,"Q100","Q100","Q100"
"NC_060937.1","1",1925194,3,15,36,55.8161494374074,72,5538,75.324912182237,168,294,"Q100","Q100","Q100"
"NC_060937.1","2",1926811,3,15,36,55.7657543993676,72,5463,74.8002222663771,168,294,"Q100","Q100","Q100"
"NC_060937.1","3",1926489,3,15,36,55.7763501374781,72,5148,74.757303529403,168,294,"Q100","Q100","Q100"
"NC_060937.1","-1",1974586,3,15,36,54.3422631376906,72,4896,66.4860427056411,165,285,"Q100","Q100","Q100"
"NC_060937.1","-2",1976825,3,15,36,54.2770877543536,72,20991,68.5996775492596,165,285,"Q100","Q100","Q100"
"NC_060937.1","-3",1973620,3,15,36,54.3710004965495,72,5415,66.5224162826116,165,285,"Q100","Q100","Q100"
"NC_060938.1","1",1657301,3,15,39,57.8728456689521,75,4035,68.5632152970976,177,300,"Q100","Q100","Q100"
"NC_060938.1","2",1660224,3,15,39,57.7649473805944,75,4455,68.3764164475697,177,300,"Q100","Q100","Q100"
"NC_060938.1","3",1657531,3,15,39,57.8634004431893,75,11115,69.4657517997965,177,300,"Q100","Q100","Q100"
"NC_060938.1","-1",1671590,3,15,36,57.3492758391711,75,5217,67.9076857653642,174,300,"Q100","Q100","Q100"
"NC_060938.1","-2",1669639,3,15,36,57.4210035822115,75,14946,69.4593708632446,174,300,"Q100","Q100","Q100"
"NC_060938.1","-3",1668640,3,15,36,57.4567665883594,75,4272,68.4938137156931,174,303,"Q100","Q100","Q100"
"NC_060939.1","1",1489930,3,18,39,63.7920150611102,81,4671,85.2669488126678,198,378,"Q100","Q100","Q100"
"NC_060939.1","2",1490281,3,18,39,63.7776258302964,81,4737,85.5118204914131,198,378,"Q100","Q100","Q100"
"NC_060939.1","3",1488541,3,18,39,63.8552159463528,81,10251,86.8117977105114,198,378,"Q100","Q100","Q100"
"NC_060939.1","-1",1554169,3,18,39,61.0274693421372,81,3738,71.9037415071941,186,321,"Q100","Q100","Q100"
"NC_060939.1","-2",1553499,3,18,39,61.0547390117406,81,3885,72.295905887412,186,321,"Q100","Q100","Q100"
"NC_060939.1","-3",1554271,3,18,39,61.0225115182616,81,4422,72.2945251989015,186,321,"Q100","Q100","Q100"
"NC_060940.1","1",1463685,3,21,42,62.5077397117549,78,3894,69.007713524863,186,318,"Q100","Q100","Q100"
"NC_060940.1","2",1463266,3,21,42,62.5272964724117,78,11877,69.903982551112,186,318,"Q100","Q100","Q100"
"NC_060940.1","3",1464297,3,21,42,62.4800255685834,78,4011,69.1086790098664,186,318,"Q100","Q100","Q100"
"NC_060940.1","-1",1410892,3,18,42,65.121829310819,87,7290,73.5979243649558,198,342,"Q100","Q100","Q100"
"NC_060940.1","-2",1412383,3,18,42,65.0493308118265,87,5700,73.2981268955906,198,339,"Q100","Q100","Q100"
"NC_060940.1","-3",1410168,3,18,42,65.1562133022448,87,5316,73.5268525762058,198,342,"Q100","Q100","Q100"
"NC_060941.1","1",1231623,3,18,42,65.261739996736,84,6363,75.7597336137433,201,351,"Q100","Q100","Q100"
"NC_060941.1","2",1235509,3,18,42,65.0425314586944,84,6288,75.1566364060397,201,345,"Q100","Q100","Q100"
"NC_060941.1","3",1235698,3,18,42,65.0348960668383,84,5655,74.8812985720617,201,348,"Q100","Q100","Q100"
"NC_060941.1","-1",1214786,3,18,42,66.2229997711531,87,6279,77.1241116625442,207,360,"Q100","Q100","Q100"
"NC_060941.1","-2",1220129,3,18,42,65.9192536199041,87,6009,76.838667213963,204,357,"Q100","Q100","Q100"
"NC_060941.1","-3",1218698,3,18,42,66.0021859394206,87,6069,77.001352002579,207,357,"Q100","Q100","Q100"
"NC_060942.1","1",1380505,3,15,36,55.1718313225957,75,4413,61.2339268110837,168,279,"Q100","Q100","Q100"
"NC_060942.1","2",1379896,3,15,36,55.1964213245056,75,4827,61.3700710748967,168,279,"Q100","Q100","Q100"
"NC_060942.1","3",1380680,3,15,36,55.1649346698728,75,3840,61.1924358165508,168,279,"Q100","Q100","Q100"
"NC_060942.1","-1",1363281,3,15,36,55.9090099546608,75,4215,61.860574026631,171,285,"Q100","Q100","Q100"
"NC_060942.1","-2",1364541,3,15,36,55.8521436878775,75,5172,61.8502077619851,171,285,"Q100","Q100","Q100"
"NC_060942.1","-3",1364668,3,15,36,55.8477878868707,75,3654,61.6648509904963,171,285,"Q100","Q100","Q100"
"NC_060943.1","1",825462,3,18,45,71.6184039967921,96,7644,85.8994074728076,219,387,"Q100","Q100","Q100"
"NC_060943.1","2",828068,3,18,45,71.3839129153644,96,7947,85.2804827336216,219,387,"Q100","Q100","Q100"
"NC_060943.1","3",827368,3,18,45,71.4456626313805,96,7689,85.4134509951266,219,387,"Q100","Q100","Q100"
"NC_060943.1","-1",828631,3,21,45,71.3357465506359,93,9717,86.1696199827828,228,387,"Q100","Q100","Q100"
"NC_060943.1","-2",827677,3,21,45,71.4203100968131,93,21852,88.7191214693705,228,390,"Q100","Q100","Q100"
"NC_060943.1","-3",827915,3,21,45,71.4001219931998,93,5781,85.3522772277512,225,387,"Q100","Q100","Q100"
"NC_060944.1","1",1003929,3,18,42,62.7956718054763,81,14355,72.9553552411165,192,327,"Q100","Q100","Q100"
"NC_060944.1","2",1001478,3,18,42,62.9581089150236,81,14103,72.9893324859141,192,327,"Q100","Q100","Q100"
"NC_060944.1","3",1005059,3,18,42,62.7229874067095,81,14169,72.60986858233,192,327,"Q100","Q100","Q100"
"NC_060944.1","-1",992394,3,18,42,63.5643867254336,84,14103,74.4006473808458,195,330,"Q100","Q100","Q100"
"NC_060944.1","-2",994283,3,18,42,63.4378049307893,84,14163,73.7493774274361,192,330,"Q100","Q100","Q100"
"NC_060944.1","-3",993579,3,18,42,63.483045636029,84,14058,73.8596108438257,192,330,"Q100","Q100","Q100"
"NC_060945.1","1",710792,3,15,39,60.2735793312249,78,4182,84.4419433597861,183,339,"Q100","Q100","Q100"
"NC_060945.1","2",707301,3,15,39,60.5871983780597,78,7617,86.607766030436,186,342,"Q100","Q100","Q100"
"NC_060945.1","3",709790,3,15,39,60.3616224517111,78,7527,84.0520905662414,186,339,"Q100","Q100","Q100"
"NC_060945.1","-1",712748,3,15,39,60.1010693821659,78,10440,82.9953979189522,183,339,"Q100","Q100","Q100"
"NC_060945.1","-2",713217,3,15,39,60.0586862063019,78,10494,80.1390141518989,183,336,"Q100","Q100","Q100"
"NC_060945.1","-3",714775,3,15,39,59.9205847994124,75,10464,79.9534584514857,183,345,"Q100","Q100","Q100"
"NC_060946.1","1",707811,3,18,45,69.377378989589,90,4251,86.9128009563091,216,378,"Q100","Q100","Q100"
"NC_060946.1","2",708362,3,18,45,69.320477383033,90,5133,86.4728492567627,216,381,"Q100","Q100","Q100"
"NC_060946.1","3",708201,3,18,45,69.3371331020431,90,6633,87.3367443865611,216,378,"Q100","Q100","Q100"
"NC_060946.1","-1",714039,3,18,42,68.7453696506773,87,5793,89.5311243385646,210,387,"Q100","Q100","Q100"
"NC_060946.1","-2",714890,3,18,42,68.6595769978598,87,6606,89.4329332001158,210,384,"Q100","Q100","Q100"
"NC_060946.1","-3",713917,3,18,42,68.7581063344899,87,7023,90.0619616313526,210,384,"Q100","Q100","Q100"
"NC_060947.1","1",2636779,3,15,36,55.3266701532438,72,12063,63.6484211249566,168,285,"Q100","Q100","Q100"
"NC_060947.1","2",2634328,3,15,36,55.3810387316993,72,12000,63.5383537146129,168,285,"Q100","Q100","Q100"
"NC_060947.1","3",2637018,3,15,36,55.3215639787063,72,12372,63.9570664285447,168,285,"Q100","Q100","Q100"
"NC_060947.1","-1",2647808,3,15,36,55.0776733056173,72,5679,62.3996901004102,168,282,"Q100","Q100","Q100"
"NC_060947.1","-2",2650846,3,15,36,55.0111571928358,72,6426,62.8427084404295,168,279,"Q100","Q100","Q100"
"NC_060947.1","-3",2646750,3,15,36,55.1006574100312,72,6816,62.5970444843789,168,282,"Q100","Q100","Q100"
"NC_060948.1","1",1014322,3,18,36,58.4230382462374,78,6585,67.1418076220685,183,309,"Q100","Q100","Q100"
"NC_060948.1","2",1014832,3,18,36,58.3914835164835,78,6576,66.9284319670361,183,312,"Q100","Q100","Q100"
"NC_060948.1","3",1016426,3,18,36,58.2947956860608,78,6408,66.8165640959105,183,309,"Q100","Q100","Q100"
"NC_060948.1","-1",850623,3,18,42,70.294887394298,81,4005,96.9599029706373,228,492,"Q100","Q100","Q100"
"NC_060948.1","-2",851563,3,18,42,70.216505414162,81,5613,97.0175004572272,228,492,"Q100","Q100","Q100"
"NC_060948.1","-3",850872,3,18,42,70.2731926776295,81,5541,97.5010414013039,228,498,"Q100","Q100","Q100"
"ALL","1",51304595,3,15,36,57.5852214601827,75,24291,67.6985535298122,177,303,"Q100","Q100","Q100"
"ALL","2",51316416,3,15,36,57.5711036795703,75,20016,67.7265340403,177,303,"Q100","Q100","Q100"
"ALL","3",51317313,3,15,36,57.56999231429,75,39459,67.9201479207583,177,303,"Q100","Q100","Q100"
"ALL","-1",51254391,3,15,39,57.6459992276557,75,17508,67.4062898846893,177,303,"Q100","Q100","Q100"
"ALL","-2",51264300,3,15,39,57.6340929652801,75,21852,67.5181425958645,177,303,"Q100","Q100","Q100"
"ALL","-3",51260722,3,15,39,57.6384143009154,75,20439,67.4626713405863,177,303,"Q100","Q100","Q100"
