"Chromosome","Frame","N","Min","Q1","Median","Mean","Q3","Max","SD","P95","P99","Q_1Kb","Q_5Kb","Q_10Kb"
"NC_073259.2","-3",2396152,3,15,36,56.0210520868459,75,5598,62.5536698673638,168,285,"Q100","Q100","Q100"
"NC_073260.2","1",1972721,3,15,39,60.0750881650268,78,9624,71.6699224617038,186,324,"Q100","Q100","Q100"
"NC_073260.2","2",1974637,3,15,39,60.0140410617243,78,9495,71.3334959398265,186,324,"Q100","Q100","Q100"
"NC_073260.2","3",1976617,3,15,39,59.9500307849219,78,11127,71.5130300711773,186,324,"Q100","Q100","Q100"
"NC_073260.2","-1",1981646,3,15,39,59.7888215150435,78,6648,71.7745921388067,186,330,"Q100","Q100","Q100"
"NC_073260.2","-2",1978420,3,15,39,59.8907673800305,78,9495,72.628599788084,186,333,"Q100","Q100","Q100"
"NC_073260.2","-3",1977835,3,15,39,59.9098135082047,78,8913,72.0181694980014,186,330,"Q100","Q100","Q100"
"NC_073261.2","1",2036615,3,15,39,58.9771689789185,81,6345,64.2047924846471,177,294,"Q100","Q100","Q100"
"NC_073261.2","2",2034159,3,18,39,59.0516709854048,81,7665,64.4977025779089,177,294,"Q100","Q100","Q100"
"NC_073261.2","3",2035366,3,15,39,59.0156129167923,81,6378,64.6254810144946,177,294,"Q100","Q100","Q100"
"NC_073261.2","-1",2095944,3,15,39,57.2202840343063,75,12345,64.0738888186276,171,291,"Q100","Q100","Q100"
"NC_073261.2","-2",2098409,3,15,39,57.1489924032922,75,16047,64.4185049909989,171,288,"Q100","Q100","Q100"
"NC_073261.2","-3",2094234,3,15,39,57.2701063968974,75,10509,64.264471930274,171,291,"Q100","Q100","Q100"
"NC_073262.2","1",2440526,3,15,39,56.193499679987,78,7941,61.5090241296494,168,279,"Q100","Q100","Q100"
"NC_073262.2","2",2444559,3,15,39,56.0961617207848,78,9459,62.2734792668105,168,279,"Q100","Q100","Q100"
"NC_073262.2","3",2444229,3,15,39,56.104106857418,78,8235,61.901024563467,168,279,"Q100","Q100","Q100"
"NC_073262.2","-1",2518845,3,15,36,54.3475354775701,72,17238,60.8983325129218,162,270,"Q100","Q100","Q100"
"NC_073262.2","-2",2514537,3,15,36,54.4472393923812,72,8013,59.900893101686,165,273,"Q100","Q100","Q100"
"NC_073262.2","-3",2521194,3,15,36,54.2943418872169,72,8160,59.5962396271482,162,270,"Q100","Q100","Q100"
"NC_073263.2","1",2026134,3,15,36,53.6560163345563,72,4617,61.5936959921662,165,270,"Q100","Q100","Q100"
"NC_073263.2","2",2022023,3,15,36,53.7720777656832,72,9000,62.4750168070666,165,270,"Q100","Q100","Q100"
"NC_073263.2","3",2026890,3,15,36,53.6348938521578,72,7863,61.478162005904,165,267,"Q100","Q100","Q100"
"NC_073263.2","-1",2071058,3,15,36,52.4151766874708,69,8838,62.1301147836461,156,264,"Q100","Q100","Q100"
"NC_073263.2","-2",2069761,3,15,36,52.4503321881125,69,20991,64.5159925481716,156,264,"Q100","Q100","Q100"
"NC_073263.2","-3",2072477,3,15,36,52.3772302418796,69,8019,61.6667640285567,156,264,"Q100","Q100","Q100"
"NC_073264.2","1",1770923,3,18,39,57.521710994775,78,4149,66.6289111859467,174,291,"Q100","Q100","Q100"
"NC_073264.2","2",1772506,3,15,39,57.4678427040586,78,3573,66.0306648484108,174,291,"Q100","Q100","Q100"
"NC_073264.2","3",1771309,3,18,39,57.5074715930422,78,5673,66.6542388115981,174,291,"Q100","Q100","Q100"
"NC_073264.2","-1",1820682,3,15,36,55.8594916630141,72,17361,66.4838831719011,168,285,"Q100","Q100","Q100"
"NC_073264.2","-2",1820757,3,15,36,55.8568639307717,72,9993,65.4498838171623,168,285,"Q100","Q100","Q100"
"NC_073264.2","-3",1819409,3,15,36,55.900824938208,75,10986,65.126499745426,168,288,"Q100","Q100","Q100"
"NC_073265.2","1",1438793,3,18,39,60.6871016192044,81,7884,69.50910390591,186,318,"Q100","Q100","Q100"
"NC_073265.2","2",1437280,3,18,39,60.7549468440387,81,10236,70.602699244471,186,318,"Q100","Q100","Q100"
"NC_073265.2","3",1437540,3,18,39,60.7434130528542,81,7872,69.6290258167869,186,318,"Q100","Q100","Q100"
"NC_073265.2","-1",1461610,3,18,39,59.6912322712625,78,7839,67.5065282251278,183,312,"Q100","Q100","Q100"
"NC_073265.2","-2",1462068,3,18,39,59.6717594530487,78,7767,67.7967519535395,183,312,"Q100","Q100","Q100"
"NC_073265.2","-3",1461734,3,18,39,59.68585734477,78,7800,67.8079192352662,183,309,"Q100","Q100","Q100"
"NC_073266.2","1",1679357,3,18,36,54.7758791013465,75,9738,62.3389418398839,171,270,"Q100","Q100","Q100"
"NC_073266.2","2",1679518,3,18,36,54.770393648654,75,5946,61.8124455574974,171,270,"Q100","Q100","Q100"
"NC_073266.2","3",1679523,3,18,36,54.7698620382097,75,9057,62.4168195022635,171,270,"Q100","Q100","Q100"
"NC_073266.2","-1",1761712,3,15,36,52.0562969429737,69,6015,59.9915680185854,153,261,"Q100","Q100","Q100"
"NC_073266.2","-2",1760547,3,15,36,52.0921594254513,69,9756,60.4712364071135,153,261,"Q100","Q100","Q100"
"NC_073266.2","-3",1758774,3,15,36,52.1472531433828,69,8997,60.2519154379649,153,261,"Q100","Q100","Q100"
"NC_073267.2","1",1439444,3,18,42,66.6142093752866,87,8109,78.5017790935996,207,360,"Q100","Q100","Q100"
"NC_073267.2","2",1442635,3,18,42,66.4578150398403,87,11889,78.9811910990209,207,360,"Q100","Q100","Q100"
"NC_073267.2","3",1437659,3,18,42,66.7011377524155,87,8562,79.046094005625,207,360,"Q100","Q100","Q100"
"NC_073267.2","-1",1423874,3,18,42,67.3768999223246,87,9588,82.054500323142,213,378,"Q100","Q100","Q100"
"NC_073267.2","-2",1424014,3,18,42,67.3707238833326,87,9777,81.8741040140296,213,381,"Q100","Q100","Q100"
"NC_073267.2","-3",1427500,3,18,42,67.1975684763573,87,9729,81.3976739580032,213,378,"Q100","Q100","Q100"
"NC_073268.2","1",1440118,3,18,45,66.8551042345141,93,7041,77.3407401265998,204,354,"Q100","Q100","Q100"
"NC_073268.2","2",1440355,3,18,45,66.843078268899,93,8103,77.3273545151365,204,357,"Q100","Q100","Q100"
"NC_073268.2","3",1441407,3,18,45,66.7924403031205,90,7161,77.5508962881383,204,354,"Q100","Q100","Q100"
"NC_073268.2","-1",1484785,3,18,42,64.73234104601,84,7380,76.6124602896206,198,351,"Q100","Q100","Q100"
"NC_073268.2","-2",1486642,3,18,42,64.649207408374,84,7227,76.1292273334866,198,351,"Q100","Q100","Q100"
"NC_073268.2","-3",1484831,3,18,42,64.732417359282,84,8103,76.0552052530094,198,351,"Q100","Q100","Q100"
"NC_073269.2","1",954091,3,21,48,70.9969929493099,93,8907,82.3342749317112,210,372,"Q100","Q100","Q100"
"NC_073269.2","2",952453,3,21,48,71.1238591300568,93,7017,82.5676695130709,210,372,"Q100","Q100","Q100"
"NC_073269.2","3",952897,3,21,48,71.0882214971818,93,6339,82.2959229222995,210,372,"Q100","Q100","Q100"
"NC_073269.2","-1",961069,3,21,48,70.4642549078162,93,22737,85.2634185364666,210,375,"Q100","Q100","Q100"
"NC_073269.2","-2",962404,3,21,48,70.3615716476656,93,9003,82.3796946308234,210,375,"Q100","Q100","Q100"
"NC_073269.2","-3",960016,3,21,48,70.546254437426,93,9717,83.5349597145391,210,375,"Q100","Q100","Q100"
"NC_073270.2","1",1168058,3,18,42,62.5990267606574,84,5547,69.3764523599766,189,315,"Q100","Q100","Q100"
"NC_073270.2","2",1166666,3,18,42,62.678665530666,84,5721,69.5591418314217,189,318,"Q100","Q100","Q100"
"NC_073270.2","3",1166694,3,18,42,62.6777544068968,84,5733,70.0141762316787,189,315,"Q100","Q100","Q100"
"NC_073270.2","-1",1153586,3,18,42,63.4295024384832,87,8031,71.5677780411847,189,327,"Q100","Q100","Q100"
"NC_073270.2","-2",1151353,3,18,42,63.5582215011383,87,8106,71.8228848671633,189,327,"Q100","Q100","Q100"
"NC_073270.2","-3",1150628,3,18,42,63.5993344504044,87,8046,71.636137800078,189,327,"Q100","Q100","Q100"
"NC_073271.2","1",788623,3,18,39,57.0276558000464,78,7884,67.0994536638965,171,285,"Q100","Q100","Q100"
"NC_073271.2","2",791303,3,18,36,56.8229995336805,78,6462,66.8090370183983,171,285,"Q100","Q100","Q100"
"NC_073271.2","3",789693,3,18,39,56.9442289598616,78,8445,67.0891577565249,171,285,"Q100","Q100","Q100"
"NC_073271.2","-1",783360,3,15,39,57.4175857843137,81,4161,67.8349940190004,171,288,"Q100","Q100","Q100"
"NC_073271.2","-2",780319,3,15,39,57.6527932806968,81,7884,68.6772670024506,171,288,"Q100","Q100","Q100"
"NC_073271.2","-3",782698,3,15,39,57.4699628720145,81,8445,69.4209504838546,171,288,"Q100","Q100","Q100"
"NC_073272.2","1",2749947,3,15,36,55.0972506015571,72,8178,63.3409860078552,168,282,"Q100","Q100","Q100"
"NC_073272.2","2",2745173,3,15,36,55.1983040777394,72,8571,63.6027549924787,168,285,"Q100","Q100","Q100"
"NC_073272.2","3",2745219,3,15,36,55.197077173078,72,8121,63.3380529583309,168,285,"Q100","Q100","Q100"
"NC_073272.2","-1",2735099,3,15,36,55.4087453507167,75,8472,63.0180881234856,168,282,"Q100","Q100","Q100"
"NC_073272.2","-2",2731957,3,15,36,55.4753713180698,75,8598,63.3808510138104,168,282,"Q100","Q100","Q100"
"NC_073272.2","-3",2731651,3,15,36,55.4823408993316,75,10815,63.4809786449276,168,282,"Q100","Q100","Q100"
"NC_073273.2","1",673411,3,18,42,66.5869298244311,84,6957,90.8365688204621,204,387,"Q100","Q100","Q100"
"NC_073273.2","2",677178,3,18,42,66.2016781407548,84,7302,90.3704629067838,204,387,"Q100","Q100","Q100"
"NC_073273.2","3",675215,3,18,42,66.4017194523226,84,9285,91.1841620247339,204,387,"Q100","Q100","Q100"
"NC_073273.2","-1",649238,3,18,42,69.1831146667324,87,9309,96.5776111313619,213,426,"Q100","Q100","Q100"
"NC_073273.2","-2",647859,3,18,42,69.3377308951485,87,6606,95.8580070762831,216,432,"Q100","Q100","Q100"
"NC_073273.2","-3",646859,3,18,42,69.44997750669,87,9183,96.7828674889048,216,426,"Q100","Q100","Q100"
"NC_085926.1","1",3411679,3,15,36,54.3985336838548,72,18144,61.1975141602509,165,276,"Q100","Q100","Q100"
"NC_085926.1","2",3408904,3,15,36,54.4454188208292,72,8601,60.8420895107558,165,276,"Q100","Q100","Q100"
"NC_085926.1","3",3408271,3,15,36,54.4567711898496,72,18480,61.4324395636363,165,276,"Q100","Q100","Q100"
"NC_085926.1","-1",3413657,3,15,36,54.3656755790051,72,14598,61.1440766255382,165,276,"Q100","Q100","Q100"
"NC_085926.1","-2",3413336,3,15,36,54.3698001017187,72,18357,61.3027144420385,165,276,"Q100","Q100","Q100"
"NC_085926.1","-3",3417403,3,15,36,54.3027758212889,72,18165,61.4771321581275,165,276,"Q100","Q100","Q100"
"NC_085927.1","1",844420,3,21,48,72.7476220364274,93,11241,86.588982283552,222,402,"Q100","Q100","Q100"
"NC_085927.1","2",843287,3,21,48,72.8476698917451,93,11049,86.9874229317228,225,405,"Q100","Q100","Q100"
"NC_085927.1","3",842069,3,21,48,72.959087675713,93,11124,87.3628753360186,225,408,"Q100","Q100","Q100"
"NC_085927.1","-1",850680,3,21,45,72.1812902619081,93,9234,91.9919687336334,228,417,"Q100","Q100","Q100"
"NC_085927.1","-2",849628,3,21,45,72.2737915887895,93,7437,92.4553995856902,228,417,"Q100","Q100","Q100"
"NC_085927.1","-3",849465,3,21,45,72.2890925464851,93,9651,92.2818879042113,228,414,"Q100","Q100","Q100"
"NW_026946709.1","1",700,3,21,54,130.037142857143,120.75,3432,345.123197580628,373.049999999999,1794.03,"Q99","Q100","Q100"
"NW_026946709.1","2",725,3,21,57,125.473103448276,126,3432,293.41352770393,364.2,1731,"Q99","Q100","Q100"
"NW_026946709.1","3",705,3,21,54,129.103546099291,120,3432,341.552437244965,339,1797,"Q99","Q100","Q100"
"NW_026946709.1","-1",1691,3,12,30,52.0307510348906,76.5,477,57.7709638219314,138,279,"Q100","Q100","Q100"
"NW_026946709.1","-2",1693,3,15,30,51.9616066154755,75,477,57.7289690525167,135,283.199999999999,"Q100","Q100","Q100"
"NW_026946709.1","-3",1577,3,15,36,56.0285351934052,84,477,60.2265589123606,144.599999999999,297,"Q100","Q100","Q100"
"NW_026946710.1","1",430,3,21,54,127.337209302326,120,3432,316.270575879292,394.049999999998,1731,"Q98","Q100","Q100"
"NW_026946710.1","2",444,3,21,54,123.225225225225,123,3432,304.910131738425,339,1768.62,"Q99","Q100","Q100"
"NW_026946710.1","3",418,3,21,54,131.052631578947,120,3432,346.48673448678,370.949999999999,1785.78,"Q99","Q100","Q100"
"NW_026946710.1","-1",1030,3,12,30,51.3601941747573,74.25,477,57.5405495078798,135,281.13,"Q100","Q100","Q100"
"NW_026946710.1","-2",972,3,15,36,54.6213991769547,81,477,58.5558495179378,147,284.219999999999,"Q100","Q100","Q100"
"NW_026946710.1","-3",986,3,15,33,53.790060851927,81,477,58.1137126377632,143.25,279,"Q100","Q100","Q100"
"NW_026946711.1","1",889,3,15,30,53.6839145106862,81,477,57.6845664947426,142.8,279,"Q100","Q100","Q100"
"NW_026946711.1","2",916,3,12,30,51.9890829694323,75,477,57.8418787799764,135,281.55,"Q100","Q100","Q100"
"NW_026946711.1","3",873,3,15,36,54.717067583047,75,477,59.4516717970526,142.2,297,"Q100","Q100","Q100"
"NW_026946711.1","-1",377,3,21,54,130.729442970822,123,3432,352.61925854642,371.4,1797,"Q99","Q100","Q100"
"NW_026946711.1","-2",390,3,21,60,126.284615384615,123,3432,314.261215532394,342.3,1731,"Q99","Q100","Q100"
"NW_026946711.1","-3",394,3,21,54,124.954314720812,123,3432,307.33230052455,343.2,1797,"Q99","Q100","Q100"
"NW_026946712.1","1",447,3,12,33,53.1968680089485,75,477,58.2112411827313,132,291.48,"Q100","Q100","Q100"
"NW_026946712.1","2",450,3,15,33,52.8133333333333,75,477,56.430028809559,139.95,264.3,"Q100","Q100","Q100"
"NW_026946712.1","3",434,3,15,30,54.8963133640553,84,477,59.0563267765254,150.15,272.07,"Q100","Q100","Q100"
"NW_026946712.1","-1",207,3,21,54,118.468599033816,118.5,3432,301.622662950431,287.1,1675.2,"Q99","Q100","Q100"
"NW_026946712.1","-2",192,6,21,58.5,127.875,126.75,3432,318.264608865869,383.85,1736.94,"Q99","Q100","Q100"
"NW_026946712.1","-3",206,3,21,54,119.077669902913,117,3432,304.539962993217,330.75,1684.49999999999,"Q99","Q100","Q100"
"NW_026946713.1","1",1164,3,21,54,130.696735395189,123,3432,342.340296659278,365.099999999999,1797,"Q99","Q100","Q100"
"NW_026946713.1","2",1176,3,21,54,129.344387755102,123,3432,331.475203684737,400.5,1797,"Q99","Q100","Q100"
"NW_026946713.1","3",1206,3,21,54,126.06135986733,123,3432,309.938135253028,339,1793.7,"Q99","Q100","Q100"
"NW_026946713.1","-1",2781,3,15,30,52.9226896799712,81,477,57.8674943181602,138,279,"Q100","Q100","Q100"
"NW_026946713.1","-2",2822,3,12,30,52.103472714387,75,477,57.8459731196258,135,294,"Q100","Q100","Q100"
"NW_026946713.1","-3",2702,3,15,33,54.5680977054034,81,477,58.5416213083155,144,293.849999999997,"Q100","Q100","Q100"
"ALL","1",53015769,3,15,39,57.9471810547539,78,57834,67.5099593809233,177,297,"Q100","Q100","Q100"
"ALL","2",53008139,3,15,39,57.9561846908078,78,25857,67.0955552172775,177,297,"Q100","Q100","Q100"
"ALL","3",53004496,3,15,39,57.9601125534703,78,25635,67.1236084254278,177,297,"Q100","Q100","Q100"
"ALL","-1",53712639,3,15,39,57.1530396411916,75,22737,66.5848414700132,174,297,"Q100","Q100","Q100"
"ALL","-2",53681283,3,15,39,57.1883572156795,75,22122,66.6669897255891,174,297,"Q100","Q100","Q100"
"ALL","-3",53693147,3,15,39,57.1751998816535,75,22167,66.4486648940925,174,297,"Q100","Q100","Q100"
