"Chromosome","Frame","N","Min","Q1","Median","Mean","Q3","Max","SD","P95","P99","Q_1Kb","Q_5Kb","Q_10Kb"
"NC_072405.2","-3",2647726,3,15,36,55.6336463818386,75,9759,62.7811717669779,168,282,"Q100","Q100","Q100"
"NC_072406.2","1",2346614,3,18,39,59.180713998979,81,7086,65.8068583541627,180,297,"Q100","Q100","Q100"
"NC_072406.2","2",2346287,3,15,39,59.1895876335674,81,7008,66.0253111569527,180,297,"Q100","Q100","Q100"
"NC_072406.2","3",2342729,3,18,39,59.2845023901612,81,6852,65.8593150672283,180,297,"Q100","Q100","Q100"
"NC_072406.2","-1",2397958,3,15,39,57.8470903160106,78,6078,64.3619448157308,174,291,"Q100","Q100","Q100"
"NC_072406.2","-2",2396665,3,15,39,57.8811348269366,78,6957,64.6684471314998,174,291,"Q100","Q100","Q100"
"NC_072406.2","-3",2399734,3,15,39,57.8020388926439,78,7878,64.7509581303005,174,291,"Q100","Q100","Q100"
"NC_072407.2","1",2242631,3,15,39,57.9113541193357,78,16146,67.0059637982203,177,297,"Q100","Q100","Q100"
"NC_072407.2","2",2243012,3,15,39,57.9014298630591,78,12309,66.4142703825309,177,297,"Q100","Q100","Q100"
"NC_072407.2","3",2242111,3,15,39,57.925790471569,78,10101,65.9594417027001,177,297,"Q100","Q100","Q100"
"NC_072407.2","-1",2256762,3,15,39,57.5349469726981,75,17508,67.3326375155711,177,300,"Q100","Q100","Q100"
"NC_072407.2","-2",2253766,3,15,39,57.6148451081434,75,9429,66.7199401690527,177,303,"Q100","Q100","Q100"
"NC_072407.2","-3",2252971,3,15,39,57.6367290124906,75,14784,67.6915572923017,177,303,"Q100","Q100","Q100"
"NC_072408.2","1",2318322,3,15,39,57.2895900569464,78,9492,64.4769939948363,174,288,"Q100","Q100","Q100"
"NC_072408.2","2",2319373,3,15,39,57.2619505357698,78,9285,64.379307156378,174,288,"Q100","Q100","Q100"
"NC_072408.2","3",2319523,3,15,39,57.2568670368865,78,7134,64.4569759163823,174,288,"Q100","Q100","Q100"
"NC_072408.2","-1",2366414,3,15,36,56.0637449744635,75,7047,62.8765695328146,168,285,"Q100","Q100","Q100"
"NC_072408.2","-2",2365018,3,15,36,56.0983569681076,75,12393,63.5797875655621,168,285,"Q100","Q100","Q100"
"NC_072408.2","-3",2367981,3,15,36,56.0252341551727,75,7461,62.6876498576366,168,285,"Q100","Q100","Q100"
"NC_072409.2","1",1943759,3,15,39,57.9847856653011,78,8904,66.4479596542096,177,300,"Q100","Q100","Q100"
"NC_072409.2","2",1943670,3,15,39,57.987288994531,78,6747,66.3366637796604,177,300,"Q100","Q100","Q100"
"NC_072409.2","3",1945354,3,15,39,57.9334491305952,78,10074,66.7347716374074,177,300,"Q100","Q100","Q100"
"NC_072409.2","-1",1934366,3,15,39,58.2798829177106,78,9360,67.6585244221885,180,303,"Q100","Q100","Q100"
"NC_072409.2","-2",1933275,3,15,39,58.3134463539849,78,8898,67.5766461783864,180,303,"Q100","Q100","Q100"
"NC_072409.2","-3",1933421,3,15,39,58.3087056569676,78,9171,67.6547828591512,180,306,"Q100","Q100","Q100"
"NC_072410.2","1",1982834,3,15,39,58.7943065329725,81,8025,65.0760109071382,180,300,"Q100","Q100","Q100"
"NC_072410.2","2",1983605,3,15,39,58.7712735146362,81,4254,64.6335639804865,180,300,"Q100","Q100","Q100"
"NC_072410.2","3",1980291,3,15,39,58.8746512507505,81,8283,65.2081803641848,180,303,"Q100","Q100","Q100"
"NC_072410.2","-1",2032710,3,15,39,57.2737080055689,78,11439,64.2590265634546,171,291,"Q100","Q100","Q100"
"NC_072410.2","-2",2031450,3,15,39,57.3116694971572,78,11442,64.2130211502852,171,291,"Q100","Q100","Q100"
"NC_072410.2","-3",2033006,3,15,39,57.2652648344373,75,15735,65.2004192700164,171,291,"Q100","Q100","Q100"
"NC_072411.2","1",2443675,3,15,36,55.9547701719746,78,9408,61.8645871561288,168,279,"Q100","Q100","Q100"
"NC_072411.2","2",2442530,3,15,36,55.9826630583862,78,9456,62.2471231232695,168,279,"Q100","Q100","Q100"
"NC_072411.2","3",2438092,3,15,39,56.0906709016723,78,11424,62.023053117581,168,279,"Q100","Q100","Q100"
"NC_072411.2","-1",2495455,3,15,36,54.7306515244715,72,17238,61.6036755514065,165,273,"Q100","Q100","Q100"
"NC_072411.2","-2",2500307,3,15,36,54.618226481788,72,7542,59.7564854000532,165,273,"Q100","Q100","Q100"
"NC_072411.2","-3",2502011,3,15,36,54.5779466996748,72,7974,60.433458168636,165,273,"Q100","Q100","Q100"
"NC_072412.2","1",2020621,3,15,36,55.7989593298298,75,10125,66.1665447666111,168,285,"Q100","Q100","Q100"
"NC_072412.2","2",2021435,3,15,36,55.7753897602446,75,10251,65.7650402403546,168,285,"Q100","Q100","Q100"
"NC_072412.2","3",2026646,3,15,36,55.6253277582765,75,6102,65.3955108232411,168,285,"Q100","Q100","Q100"
"NC_072412.2","-1",2071262,3,15,36,54.3561229820274,72,20997,65.0514459851974,165,279,"Q100","Q100","Q100"
"NC_072412.2","-2",2074114,3,15,36,54.2761053635432,72,6438,62.7793918077857,165,279,"Q100","Q100","Q100"
"NC_072412.2","-3",2071258,3,15,36,54.3553695387055,72,11559,64.2277425795863,165,279,"Q100","Q100","Q100"
"NC_072413.2","1",1734849,3,15,39,56.6107592072855,75,6624,68.2969450655146,171,291,"Q100","Q100","Q100"
"NC_072413.2","2",1731050,3,15,39,56.7425036827359,75,5868,68.7916161058507,171,294,"Q100","Q100","Q100"
"NC_072413.2","3",1733502,3,15,39,56.6561607658947,75,7650,68.979029723657,171,294,"Q100","Q100","Q100"
"NC_072413.2","-1",1740277,3,15,36,56.4289575739954,75,7356,64.5012644534624,171,288,"Q100","Q100","Q100"
"NC_072413.2","-2",1741188,3,15,36,56.3975791241382,75,14886,65.6945103395996,171,288,"Q100","Q100","Q100"
"NC_072413.2","-3",1738227,3,15,36,56.4997782222921,75,6909,64.1970004616755,171,288,"Q100","Q100","Q100"
"NC_072414.2","1",1461518,3,18,39,61.0534245900495,84,5823,69.1937755112145,189,318,"Q100","Q100","Q100"
"NC_072414.2","2",1458981,3,18,39,61.1652249069727,84,10254,70.9465287701892,189,318,"Q100","Q100","Q100"
"NC_072414.2","3",1461429,3,18,39,61.0579952909105,84,3852,68.9123337442711,189,318,"Q100","Q100","Q100"
"NC_072414.2","-1",1486173,3,18,39,59.9941554583484,81,5718,67.0346587713381,183,309,"Q100","Q100","Q100"
"NC_072414.2","-2",1487303,3,18,39,59.9472158665719,81,5853,66.9854854920285,183,309,"Q100","Q100","Q100"
"NC_072414.2","-3",1484149,3,18,39,60.0813092216482,81,6237,67.4444375576911,183,309,"Q100","Q100","Q100"
"NC_072415.2","1",1500828,3,15,36,56.6005078529984,75,5337,67.6720887899815,174,300,"Q100","Q100","Q100"
"NC_072415.2","2",1501569,3,15,36,56.5704180094288,75,5511,66.9805651182259,174,300,"Q100","Q100","Q100"
"NC_072415.2","3",1501509,3,15,36,56.5735989594468,75,5511,67.5624958788277,174,300,"Q100","Q100","Q100"
"NC_072415.2","-1",1515922,3,15,36,56.0035958314478,75,4965,66.7965500722074,171,288,"Q100","Q100","Q100"
"NC_072415.2","-2",1518227,3,15,36,55.9139904638766,75,5553,65.8959300619411,171,288,"Q100","Q100","Q100"
"NC_072415.2","-3",1517466,3,15,36,55.9432409029263,75,6183,66.708315723755,171,288,"Q100","Q100","Q100"
"NC_072416.2","1",1402980,3,18,42,64.2275192803889,87,8655,74.1055509389647,192,336,"Q100","Q100","Q100"
"NC_072416.2","2",1407462,3,18,42,64.0131030180566,87,7365,73.3266162376108,192,333,"Q100","Q100","Q100"
"NC_072416.2","3",1408619,3,18,42,63.95721625223,87,11889,74.0600335342093,192,333,"Q100","Q100","Q100"
"NC_072416.2","-1",1390639,3,18,45,64.8254306113952,87,6129,73.7559405975856,195,336,"Q100","Q100","Q100"
"NC_072416.2","-2",1394144,3,18,42,64.6529562225997,87,5613,73.2555233520331,195,336,"Q100","Q100","Q100"
"NC_072416.2","-3",1393998,3,18,42,64.660988753212,87,6885,73.6131303464328,195,336,"Q100","Q100","Q100"
"NC_072417.2","1",1437873,3,18,45,66.1293292244865,93,7077,74.4820912824218,198,342,"Q100","Q100","Q100"
"NC_072417.2","2",1438943,3,18,45,66.0777237180346,93,9261,74.5757864947664,198,342,"Q100","Q100","Q100"
"NC_072417.2","3",1439658,3,18,45,66.0436013275375,93,9135,74.596056168831,198,342,"Q100","Q100","Q100"
"NC_072417.2","-1",1486071,3,18,45,63.8762939321203,87,9136,72.2947119451498,192,330,"Q100","Q100","Q100"
"NC_072417.2","-2",1488218,3,18,42,63.7799744392287,87,9285,71.8463104353273,192,330,"Q100","Q100","Q100"
"NC_072417.2","-3",1487925,3,18,42,63.7931864845338,87,7533,71.6682758119775,192,330,"Q100","Q100","Q100"
"NC_072418.2","1",927001,3,21,48,70.3185616843995,93,10050,81.8575066393359,210,372,"Q100","Q100","Q100"
"NC_072418.2","2",926027,3,21,48,70.3969225519342,93,4548,81.1089677703656,210,372,"Q100","Q100","Q100"
"NC_072418.2","3",925139,3,21,48,70.4681620815899,93,7386,82.1783843309015,210,372,"Q100","Q100","Q100"
"NC_072418.2","-1",917204,3,21,48,71.107677245193,93,9711,82.2714774827034,210,372,"Q100","Q100","Q100"
"NC_072418.2","-2",919334,3,21,48,70.9364137516941,93,5676,81.6594776057558,210,375,"Q100","Q100","Q100"
"NC_072418.2","-3",916680,3,21,48,71.1516308853689,93,22731,85.347845843526,210,375,"Q100","Q100","Q100"
"NC_072419.2","1",1182147,3,18,45,62.94159440408,87,5529,68.6269055300448,189,312,"Q100","Q100","Q100"
"NC_072419.2","2",1179513,3,18,45,63.0900371594039,87,10362,69.2487213988085,189,312,"Q100","Q100","Q100"
"NC_072419.2","3",1180680,3,18,45,63.0237312396246,87,6141,69.1813555842586,189,312,"Q100","Q100","Q100"
"NC_072419.2","-1",1183005,3,18,45,62.897243037857,87,6141,68.9889006765215,189,312,"Q100","Q100","Q100"
"NC_072419.2","-2",1180371,3,18,45,63.0434329545541,87,10362,69.7628929318927,189,312,"Q100","Q100","Q100"
"NC_072419.2","-3",1180764,3,18,45,63.0223575583267,87,5529,69.4459922438687,189,312,"Q100","Q100","Q100"
"NC_072420.2","1",809414,3,18,39,59.062285801827,78,10107,72.8146306990688,174,306,"Q100","Q100","Q100"
"NC_072420.2","2",808565,3,18,39,59.1300142845659,78,10119,72.2694133502261,174,303,"Q100","Q100","Q100"
"NC_072420.2","3",810785,3,18,39,58.9577680889508,78,5943,71.720705887828,174,306,"Q100","Q100","Q100"
"NC_072420.2","-1",814829,3,18,39,58.6390629199501,81,3855,67.802284354827,177,303,"Q100","Q100","Q100"
"NC_072420.2","-2",814856,3,18,39,58.6351306243066,81,10203,69.1531115186332,174,303,"Q100","Q100","Q100"
"NC_072420.2","-3",814321,3,18,39,58.6759987768951,81,10107,69.5411016414625,177,303,"Q100","Q100","Q100"
"NC_072421.2","1",2633975,3,15,36,55.2510878045539,72,10293,63.6232999523825,168,285,"Q100","Q100","Q100"
"NC_072421.2","2",2634792,3,15,36,55.2325306893296,72,9399,63.7321097502269,168,285,"Q100","Q100","Q100"
"NC_072421.2","3",2635641,3,15,36,55.2136231755387,72,12612,63.587527269119,168,285,"Q100","Q100","Q100"
"NC_072421.2","-1",2645346,3,15,36,54.9964647346699,72,14316,63.4084838043543,168,282,"Q100","Q100","Q100"
"NC_072421.2","-2",2645753,3,15,36,54.9870766469886,72,14427,63.335896457856,168,282,"Q100","Q100","Q100"
"NC_072421.2","-3",2642888,3,15,36,55.0507301103944,72,14259,63.6663928786377,168,282,"Q100","Q100","Q100"
"NC_072422.2","1",535170,3,18,42,64.955765457705,81,8859,87.308065656227,201,384,"Q100","Q100","Q100"
"NC_072422.2","2",533599,3,18,42,65.1570673858085,84,7887,88.0504837304074,201,384,"Q100","Q100","Q100"
"NC_072422.2","3",533430,3,18,42,65.1778040230208,84,8832,87.3551498171674,201,381,"Q100","Q100","Q100"
"NC_072422.2","-1",548643,3,18,39,63.2806087018334,81,4320,83.1186470781726,195,363,"Q100","Q100","Q100"
"NC_072422.2","-2",548712,3,18,39,63.2735132455642,81,8019,82.7023410139668,195,360,"Q100","Q100","Q100"
"NC_072422.2","-3",549050,3,18,39,63.2318003824788,81,5421,82.2094361425084,195,360,"Q100","Q100","Q100"
"NC_086015.1","1",3475500,3,15,36,54.8247400374047,72,6897,60.8183097662647,168,276,"Q100","Q100","Q100"
"NC_086015.1","2",3477279,3,15,36,54.7950742520229,72,4548,60.6720730048013,168,276,"Q100","Q100","Q100"
"NC_086015.1","3",3478607,3,15,36,54.7730695074207,72,6282,60.6914196716245,165,276,"Q100","Q100","Q100"
"NC_086015.1","-1",3497516,3,15,36,54.4608261977929,72,6141,60.2386041457282,165,276,"Q100","Q100","Q100"
"NC_086015.1","-2",3496009,3,15,36,54.4850119092943,72,9552,60.7394979071108,165,276,"Q100","Q100","Q100"
"NC_086015.1","-3",3497311,3,15,36,54.4641134288601,72,5661,60.3709911462467,165,273,"Q100","Q100","Q100"
"NC_086016.1","1",852833,3,21,45,65.5017793636034,90,5742,76.3603571388639,192,339,"Q100","Q100","Q100"
"NC_086016.1","2",850374,3,21,45,65.7008116428771,90,3183,76.3754668328735,192,342,"Q100","Q100","Q100"
"NC_086016.1","3",851383,3,21,45,65.6182740317812,90,3438,75.9674266650065,192,342,"Q100","Q100","Q100"
"NC_086016.1","-1",838211,3,18,45,66.6744292308262,93,3900,75.7728439817397,192,342,"Q100","Q100","Q100"
"NC_086016.1","-2",838000,3,18,45,66.6931527446301,93,5292,76.4172414717975,192,342,"Q100","Q100","Q100"
"NC_086016.1","-3",839261,3,18,45,66.5882687268919,93,7017,76.2708010208485,192,342,"Q100","Q100","Q100"
"ALL","1",52226952,3,15,39,57.5826627025833,78,27447,66.1766750562639,174,294,"Q100","Q100","Q100"
"ALL","2",52219776,3,15,39,57.5912211304775,78,42267,66.1877262188052,174,294,"Q100","Q100","Q100"
"ALL","3",52233845,3,15,39,57.5747202603979,78,12612,65.964851384791,174,294,"Q100","Q100","Q100"
"ALL","-1",52693565,3,15,39,57.045249225403,75,20997,65.199232236724,174,294,"Q100","Q100","Q100"
"ALL","-2",52709323,3,15,39,57.0270674127234,75,14886,65.0770978429009,174,294,"Q100","Q100","Q100"
"ALL","-3",52707164,3,15,39,57.0296379444739,75,22731,65.2156459202313,174,294,"Q100","Q100","Q100"
