"Chromosome","Frame","N","Min","Q1","Median","Mean","Q3","Max","SD","P95","P99","Q_1Kb","Q_5Kb","Q_10Kb"
"NC_071991.2","-3",2637417,3,15,36,56.3405180144057,75,9717,65.8558443277103,171,291,"Q100","Q100","Q100"
"NC_071992.2","1",2713848,3,15,36,56.3752531460863,75,5685,66.8608298230506,171,294,"Q100","Q100","Q100"
"NC_071992.2","2",2711406,3,15,36,56.4292108964869,75,13341,67.4948090000576,171,294,"Q100","Q100","Q100"
"NC_071992.2","3",2712117,3,15,36,56.413898441697,75,8247,67.0359631662057,171,294,"Q100","Q100","Q100"
"NC_071992.2","-1",2699307,3,15,36,56.7076282912614,75,7362,68.2614755282941,171,291,"Q100","Q100","Q100"
"NC_071992.2","-2",2703180,3,15,36,56.6217418003981,75,6237,67.4412535997033,171,291,"Q100","Q100","Q100"
"NC_071992.2","-3",2700806,3,15,36,56.6736285390361,75,20043,68.3765867383753,171,291,"Q100","Q100","Q100"
"NC_071993.2","1",2297703,3,18,39,58.1210421886554,78,7887,66.1610833031957,177,300,"Q100","Q100","Q100"
"NC_071993.2","2",2296533,3,18,39,58.15142173006,78,6372,65.6313681607726,177,300,"Q100","Q100","Q100"
"NC_071993.2","3",2293907,3,18,39,58.2220430034871,78,5355,66.0928293435591,177,300,"Q100","Q100","Q100"
"NC_071993.2","-1",2301694,3,15,39,58.0311548798407,78,6948,66.5830907719335,174,294,"Q100","Q100","Q100"
"NC_071993.2","-2",2303088,3,15,39,57.9941187657615,78,6372,67.0866831014812,174,294,"Q100","Q100","Q100"
"NC_071993.2","-3",2302959,3,15,39,57.9983490804656,78,5853,66.6898369127185,174,294,"Q100","Q100","Q100"
"NC_071994.2","1",2254384,3,15,39,58.2474999822568,75,8301,70.4556019022785,177,306,"Q100","Q100","Q100"
"NC_071994.2","2",2264540,3,15,39,57.9707927437801,75,18072,72.007458266942,177,303,"Q100","Q100","Q100"
"NC_071994.2","3",2258449,3,15,39,58.1353845050297,75,5847,69.5921300166241,177,306,"Q100","Q100","Q100"
"NC_071994.2","-1",2244086,3,15,39,58.5322861958054,78,6051,72.7466571497927,177,309,"Q100","Q100","Q100"
"NC_071994.2","-2",2253340,3,15,39,58.2780343845137,75,5979,72.6477837358103,177,306,"Q100","Q100","Q100"
"NC_071994.2","-3",2252647,3,15,39,58.2941805795582,75,14517,72.9718037068449,177,306,"Q100","Q100","Q100"
"NC_071995.2","1",2227717,3,15,36,56.2046938637179,75,9150,65.1046199594913,171,288,"Q100","Q100","Q100"
"NC_071995.2","2",2225908,3,15,36,56.251326649619,75,11283,65.688758286341,171,291,"Q100","Q100","Q100"
"NC_071995.2","3",2230658,3,15,36,56.1246336282837,75,5988,64.6866362917087,171,288,"Q100","Q100","Q100"
"NC_071995.2","-1",2227970,3,15,36,56.1979155913231,75,9150,65.0080777837909,171,288,"Q100","Q100","Q100"
"NC_071995.2","-2",2230282,3,15,36,56.1346340955987,75,6558,64.7791991621025,171,288,"Q100","Q100","Q100"
"NC_071995.2","-3",2229201,3,15,36,56.1641292104211,75,9135,64.8424971628737,171,288,"Q100","Q100","Q100"
"NC_071996.2","1",2421037,3,15,36,57.2065069637515,72,10134,81.6668211987089,171,303,"Q100","Q100","Q100"
"NC_071996.2","2",2426236,3,15,36,57.0772769013402,72,10947,80.3337336645362,171,303,"Q100","Q100","Q100"
"NC_071996.2","3",2426504,3,15,36,57.0674674346303,72,9531,80.6058163938496,171,303,"Q100","Q100","Q100"
"NC_071996.2","-1",2451864,3,15,36,56.4545566148856,75,17238,75.0297397559728,171,294,"Q100","Q100","Q100"
"NC_071996.2","-2",2449286,3,15,36,56.5175095925914,75,7011,74.6987744565778,171,294,"Q100","Q100","Q100"
"NC_071996.2","-3",2449529,3,15,36,56.5106830741746,75,4959,73.7307618436331,171,294,"Q100","Q100","Q100"
"NC_071997.2","1",2089141,3,15,39,60.0959432608904,78,10680,85.7312844975131,180,321,"Q100","Q100","Q100"
"NC_071997.2","2",2094917,3,15,39,59.9225888185546,78,18675,86.4320512409101,180,318,"Q100","Q100","Q100"
"NC_071997.2","3",2092343,3,15,39,59.9977001858681,78,18681,86.4910195239418,180,318,"Q100","Q100","Q100"
"NC_071997.2","-1",2100808,3,15,39,59.7558777384701,78,18732,81.8869707172236,180,315,"Q100","Q100","Q100"
"NC_071997.2","-2",2102691,3,15,39,59.6986480657405,78,18924,83.5448327324961,180,315,"Q100","Q100","Q100"
"NC_071997.2","-3",2102047,3,15,39,59.7146153249666,78,8811,80.8067168403101,180,315,"Q100","Q100","Q100"
"NC_071998.2","1",2049336,3,15,39,59.5858614692759,78,8799,80.2106127294644,180,318,"Q100","Q100","Q100"
"NC_071998.2","2",2050187,3,15,39,59.5576227924574,78,7698,80.3026147813759,180,318,"Q100","Q100","Q100"
"NC_071998.2","3",2043919,3,15,39,59.7532504957388,78,8718,80.5091915392712,180,318,"Q100","Q100","Q100"
"NC_071998.2","-1",2062611,3,15,39,59.1900343787559,78,9048,76.4609677252,180,312,"Q100","Q100","Q100"
"NC_071998.2","-2",2062569,3,15,39,59.1913962635916,78,8718,75.8628954275371,180,312,"Q100","Q100","Q100"
"NC_071998.2","-3",2067514,3,15,39,59.0418231750788,78,5379,74.9505855589903,180,312,"Q100","Q100","Q100"
"NC_071999.2","1",1983479,3,15,36,57.1012080289229,72,6486,83.406240425576,171,306,"Q100","Q100","Q100"
"NC_071999.2","2",1978449,3,15,36,57.2570912871649,72,7671,84.4580360167506,171,306,"Q100","Q100","Q100"
"NC_071999.2","3",1983815,3,15,36,57.0922177723226,72,7641,83.0123517207394,171,303,"Q100","Q100","Q100"
"NC_071999.2","-1",1989732,3,15,36,56.9215532544082,72,7005,82.7843943528555,171,303,"Q100","Q100","Q100"
"NC_071999.2","-2",1987302,3,15,36,56.9957948011927,72,20997,84.9091382141793,168,303,"Q100","Q100","Q100"
"NC_071999.2","-3",1987747,3,15,36,56.9819373391081,72,7671,82.3411315704147,171,303,"Q100","Q100","Q100"
"NC_072000.2","1",1726088,3,15,39,60.9846044929343,78,10233,93.0762767009396,183,336,"Q100","Q100","Q100"
"NC_072000.2","2",1726776,3,15,39,60.9569214536222,78,9555,92.1561105118677,183,336,"Q100","Q100","Q100"
"NC_072000.2","3",1721732,3,15,39,61.1473928578896,78,8814,93.1997564876618,183,339,"Q100","Q100","Q100"
"NC_072000.2","-1",1734202,3,15,39,60.6911611219455,78,16389,89.3054574998791,180,327,"Q100","Q100","Q100"
"NC_072000.2","-2",1738537,3,15,39,60.5315129905202,78,8643,88.3361580562069,180,327,"Q100","Q100","Q100"
"NC_072000.2","-3",1738724,3,15,39,60.5238634768946,78,5832,88.1542209390113,180,327,"Q100","Q100","Q100"
"NC_072001.2","1",1633088,3,18,39,60.7170011658894,78,10239,81.6999854345522,183,324,"Q100","Q100","Q100"
"NC_072001.2","2",1634189,3,18,39,60.6720783214181,78,8667,81.1499334149242,183,324,"Q100","Q100","Q100"
"NC_072001.2","3",1633679,3,15,39,60.693896414167,78,5889,81.4896357062784,183,324,"Q100","Q100","Q100"
"NC_072001.2","-1",1638921,3,18,39,60.4969653814918,78,12726,80.8197926100251,183,318,"Q100","Q100","Q100"
"NC_072001.2","-2",1638631,3,18,39,60.5090700712973,78,12108,80.2809215598886,183,318,"Q100","Q100","Q100"
"NC_072001.2","-3",1638306,3,18,39,60.520503495684,78,8169,80.1247535109002,183,315,"Q100","Q100","Q100"
"NC_072002.2","1",1523179,3,15,36,58.8305176213695,75,6480,85.7017059160787,174,318,"Q100","Q100","Q100"
"NC_072002.2","2",1522223,3,15,36,58.8689935705873,75,8859,85.781837131701,174,318,"Q100","Q100","Q100"
"NC_072002.2","3",1525455,3,15,36,58.7363330940604,75,8991,85.1935103811628,174,318,"Q100","Q100","Q100"
"NC_072002.2","-1",1529745,3,15,39,58.5841875606718,75,8829,79.8903483575618,174,306,"Q100","Q100","Q100"
"NC_072002.2","-2",1533742,3,15,36,58.423777923536,75,7569,80.6695329102888,174,306,"Q100","Q100","Q100"
"NC_072002.2","-3",1531119,3,15,36,58.5290842841085,75,8886,80.40308626105,174,306,"Q100","Q100","Q100"
"NC_072003.2","1",1336370,3,18,42,63.8218681951854,84,11688,74.4698367159365,195,333,"Q100","Q100","Q100"
"NC_072003.2","2",1334500,3,18,42,63.9164428624953,84,11964,74.7401433602562,195,333,"Q100","Q100","Q100"
"NC_072003.2","3",1333304,3,18,42,63.9764652322351,84,8844,73.8910414514746,195,333,"Q100","Q100","Q100"
"NC_072003.2","-1",1335278,3,18,42,63.8682004796005,84,7563,74.8439331443322,195,339,"Q100","Q100","Q100"
"NC_072003.2","-2",1339590,3,18,42,63.6480736643301,84,8892,74.8659098019423,195,339,"Q100","Q100","Q100"
"NC_072003.2","-3",1337000,3,18,42,63.7761922213912,84,9861,75.0172358073976,195,339,"Q100","Q100","Q100"
"NC_072004.2","1",1439412,3,18,42,65.3754025949485,84,9657,76.7682387364774,204,354,"Q100","Q100","Q100"
"NC_072004.2","2",1437594,3,18,42,65.4632497074974,84,7578,76.730616589951,204,354.210000000196,"Q100","Q100","Q100"
"NC_072004.2","3",1440641,3,18,42,65.3172934825539,84,9657,77.0567615497256,201,354,"Q100","Q100","Q100"
"NC_072004.2","-1",1438190,3,18,42,65.4534101891961,87,9603,76.5146485146559,201,351,"Q100","Q100","Q100"
"NC_072004.2","-2",1436847,3,18,42,65.5179577227081,87,9705,76.7291787787254,204,348,"Q100","Q100","Q100"
"NC_072004.2","-3",1435325,3,18,42,65.5899521014405,87,7578,76.2708759866692,204,351,"Q100","Q100","Q100"
"NC_072005.2","1",888436,3,21,45,70.4689949529285,93,23016,87.8698405029769,216,375,"Q100","Q100","Q100"
"NC_072005.2","2",891521,3,21,45,70.21447055089,90,22968,87.2511002752135,216,372,"Q100","Q100","Q100"
"NC_072005.2","3",888463,3,21,45,70.4651426114537,93,7236,84.1470714265685,216,378,"Q100","Q100","Q100"
"NC_072005.2","-1",861097,3,21,45,72.8152983926317,96,23064,93.2322890674449,228,384,"Q100","Q100","Q100"
"NC_072005.2","-2",862481,3,21,45,72.6934749866953,96,6495,86.6517817139193,228,381,"Q100","Q100","Q100"
"NC_072005.2","-3",861289,3,21,45,72.7991336241378,96,6306,88.0693683657852,228,384,"Q100","Q100","Q100"
"NC_072006.2","1",1039652,3,18,42,62.9811119489983,84,5955,70.7768464111861,189,321,"Q100","Q100","Q100"
"NC_072006.2","2",1037101,3,18,42,63.1448306384817,84,6114,70.8826019074237,189,321,"Q100","Q100","Q100"
"NC_072006.2","3",1036081,3,18,42,63.209187312575,84,4458,70.6554368215198,189,321,"Q100","Q100","Q100"
"NC_072006.2","-1",1046118,3,18,42,62.5341902156353,81,5019,72.1596831821837,186,324,"Q100","Q100","Q100"
"NC_072006.2","-2",1044399,3,18,42,62.6427198800458,81,6420,73.764385199978,186,327,"Q100","Q100","Q100"
"NC_072006.2","-3",1046701,3,18,42,62.4983113611241,81,5052,72.1650586472619,186,324,"Q100","Q100","Q100"
"NC_072007.2","1",831445,3,18,39,64.3121060322691,78,6678,104.402184273967,186,363,"Q100","Q100","Q100"
"NC_072007.2","2",831621,3,18,39,64.3059843366148,78,7725,104.566621965232,186,363,"Q100","Q100","Q100"
"NC_072007.2","3",834019,3,18,39,64.1059220473395,78,7668,103.248945503786,183,360,"Q100","Q100","Q100"
"NC_072007.2","-1",860013,3,18,39,62.1375339675098,81,8733,91.5244342815516,177,339,"Q100","Q100","Q100"
"NC_072007.2","-2",861776,3,18,39,62.0028104751119,81,7416,90.5037001085203,177,339,"Q100","Q100","Q100"
"NC_072007.2","-3",859333,3,18,39,62.1862898317648,81,8091,91.9539239074844,177,339,"Q100","Q100","Q100"
"NC_072008.2","1",2759984,3,15,36,55.7334028023351,75,10392,65.094344275482,168,285,"Q100","Q100","Q100"
"NC_072008.2","2",2756614,3,15,36,55.8052636313971,75,10248,64.9197460922482,168,285,"Q100","Q100","Q100"
"NC_072008.2","3",2759514,3,15,36,55.7438012635558,75,7950,65.4152862136778,168,285,"Q100","Q100","Q100"
"NC_072008.2","-1",2769164,3,15,36,55.5350557063431,75,8574,64.2245078029833,168,282,"Q100","Q100","Q100"
"NC_072008.2","-2",2775711,3,15,36,55.3976094773555,75,10260,64.4927603374429,168,279,"Q100","Q100","Q100"
"NC_072008.2","-3",2772822,3,15,36,55.4570102227983,75,10392,64.4100148873916,168,279,"Q100","Q100","Q100"
"NC_072009.2","1",862647,3,18,39,75.4613949854344,81,10578,157.331873526571,216,759,"Q100","Q100","Q100"
"NC_072009.2","2",862886,3,18,39,75.4360077692766,81,11748,156.927719091102,216,756,"Q100","Q100","Q100"
"NC_072009.2","3",862527,3,18,39,75.4681209979514,81,9372,156.303928064813,216,756,"Q100","Q100","Q100"
"NC_072009.2","-1",990196,3,18,42,65.3609770186912,84,10011,95.6842483020582,192,351,"Q100","Q100","Q100"
"NC_072009.2","-2",991100,3,18,42,65.2987165775401,84,15783,96.6890740101366,192,351,"Q100","Q100","Q100"
"NC_072009.2","-3",989481,3,18,42,65.4096450563477,84,18198,97.3285927586482,192,351,"Q100","Q100","Q100"
"NC_085928.1","1",3613139,3,15,36,54.8114916143553,72,8337,61.2059168269105,168,273,"Q100","Q100","Q100"
"NC_085928.1","2",3613155,3,15,36,54.810972128237,72,7953,61.1234538719486,168,273,"Q100","Q100","Q100"
"NC_085928.1","3",3609082,3,15,36,54.8778082625997,72,9006,61.5374623082851,168,273,"Q100","Q100","Q100"
"NC_085928.1","-1",3588250,3,15,36,55.2257381732042,75,8070,62.1068328966891,168,282,"Q100","Q100","Q100"
"NC_085928.1","-2",3586459,3,15,36,55.2540885034515,75,8343,62.1175886699719,168,282,"Q100","Q100","Q100"
"NC_085928.1","-3",3587453,3,15,36,55.2383378959947,75,9006,62.1195503732838,168,282,"Q100","Q100","Q100"
"NC_085929.1","1",684775,3,21,48,79.4787236683582,96,8433,135.084053997081,237,513,"Q100","Q100","Q100"
"NC_085929.1","2",689440,3,21,45,78.9217509863077,96,9513,134.479116150114,237,510,"Q100","Q100","Q100"
"NC_085929.1","3",690210,3,21,45,78.825345909216,93,9558,133.498258061444,237,510,"Q100","Q100","Q100"
"NC_085929.1","-1",719259,3,21,45,75.5483601873595,96,9534,115.377801230469,225,438,"Q100","Q100","Q100"
"NC_085929.1","-2",716443,3,21,45,75.8636109222925,96,9465,116.505243721148,225,438,"Q100","Q100","Q100"
"NC_085929.1","-3",719489,3,21,45,75.5265083969317,96,5817,114.53895702554,225,438,"Q100","Q100","Q100"
"NW_026946739.1","1",3099,3,21,45,68.3349467570184,84,4251,110.05700196486,201,318.06,"Q100","Q100","Q100"
"NW_026946739.1","2",3012,3,18,45,70.3754980079681,87,9444,201.318614210616,207,320.339999999999,"Q100","Q100","Q100"
"NW_026946739.1","3",2977,3,18,45,71.2405105811219,87,9618,192.154670173878,207.599999999999,324,"Q100","Q100","Q100"
"NW_026946739.1","-1",3102,3,18,45,68.2756286266925,81,9642,187.991359261251,203.849999999999,375,"Q100","Q100","Q100"
"NW_026946739.1","-2",3133,3,21,45,67.5777210341526,81,4449,108.873176487169,210,389.04,"Q100","Q100","Q100"
"NW_026946739.1","-3",3106,3,21,45,68.1986477784932,81,2352,88.631144012656,204,398.849999999999,"Q100","Q100","Q100"
"NW_026946740.1","1",1746,3,21,45,73.1855670103093,90,1056,90.8098043136188,233.25,458.549999999999,"Q100","Q100","Q100"
"NW_026946740.1","2",1862,3,18,45,68.4001074113856,87,924,77.281473019041,213,371.339999999999,"Q100","Q100","Q100"
"NW_026946740.1","3",1837,3,18,42,69.3598258029396,87,2433,98.6020344395203,225,397.92,"Q100","Q100","Q100"
"NW_026946740.1","-1",1782,3,21,45,71.5555555555556,93,2409,96.0308648680166,207,351,"Q100","Q100","Q100"
"NW_026946740.1","-2",1729,3,21,48,73.8802776171197,96,858,81.9291142114843,231,373.32,"Q100","Q100","Q100"
"NW_026946740.1","-3",1783,3,21,45,71.559730790802,90,2235,98.0495745698479,215.7,351.54,"Q100","Q100","Q100"
"NW_026946741.1","1",1367,3,18,48,81.0899780541331,90,8283,299.22270205747,212.1,322.02,"Q100","Q100","Q100"
"NW_026946741.1","2",1480,3,24,57,74.6831081081081,84,4233,146.31710535549,201,306,"Q100","Q100","Q100"
"NW_026946741.1","3",1412,3,18,48,78.4256373937677,87,10719,298.740983444146,214.35,308.67,"Q100","Q100","Q100"
"NW_026946741.1","-1",1713,3,24,45,64.1418563922942,75,3540,113.434247826496,186,393,"Q100","Q100","Q100"
"NW_026946741.1","-2",1512,3,18,45,73.0707671957672,78,6693,194.170007157704,215.7,398.67,"Q100","Q100","Q100"
"NW_026946741.1","-3",1536,3,21,45,71.8893229166667,78,5943,206.764668484445,201,397.95,"Q100","Q100","Q100"
"NW_026946742.1","1",4094,3,21,45,70.0256472887152,90,2214,86.8270004131286,213,390,"Q100","Q100","Q100"
"NW_026946742.1","2",4151,3,18,42,69.0139725367381,87,867,82.1080175848201,225,396,"Q100","Q100","Q100"
"NW_026946742.1","3",4202,3,21,45,68.1361256544503,87,1152,75.9873298677785,207,363,"Q100","Q100","Q100"
"NW_026946742.1","-1",3938,3,18,45,72.8902996444896,93,2124,99.4156952888241,228,399,"Q100","Q100","Q100"
"NW_026946742.1","-2",3920,3,21,45,73.243112244898,90,2448,99.6697523528208,228,391.86,"Q100","Q100","Q100"
"NW_026946742.1","-3",3871,3,18,48,74.1823818134849,93,2520,103.464446999336,228,390,"Q100","Q100","Q100"
"ALL","1",52883998,3,15,39,58.3123107485174,75,44370,75.9120177664129,177,306,"Q100","Q100","Q100"
"ALL","2",52891657,3,15,39,58.3032110905501,75,22968,75.7158793674113,177,306,"Q100","Q100","Q100"
"ALL","3",52885152,3,15,39,58.3106625088273,75,18681,75.4022113412449,177,306,"Q100","Q100","Q100"
"ALL","-1",53090297,3,15,39,58.0803250545017,75,23064,72.5409215666733,174,300,"Q100","Q100","Q100"
"ALL","-2",53128489,3,15,39,58.0360194320604,75,20997,72.458281313787,174,300,"Q100","Q100","Q100"
"ALL","-3",53103530,3,15,39,58.0643587723832,75,21309,72.2805449148796,174,300,"Q100","Q100","Q100"
