"Chromosome","Frame","N","Min","Q1","Median","Mean","Q3","Max","SD","P95","P99","Q_1Kb","Q_5Kb","Q_10Kb"
"NC_073235.2","-1",2605589,3,15,36,54.5032539667615,75,6576,59.5550378837883,162,270,"Q100","Q100","Q100"
"NC_073235.2","-2",2607177,3,15,36,54.4684591801784,75,17238,60.2477274996955,162,270,"Q100","Q100","Q100"
"NC_073235.2","-3",2606389,3,15,36,54.4848010024597,75,3879,59.0368429907619,162,270,"Q100","Q100","Q100"
"NC_073236.2","1",2205691,3,18,39,62.9904374638151,78,74157,139.19014069095,192,372,"Q100","Q100","Q100"
"NC_073236.2","2",2206717,3,18,39,62.9605246164323,78,84501,144.089574077876,192,372,"Q100","Q100","Q100"
"NC_073236.2","3",2204704,3,18,39,63.0216337431238,78,83850,142.521124832161,192,372,"Q100","Q100","Q100"
"NC_073236.2","-1",2207220,3,18,39,62.9443177390563,81,588435,472.456574827826,189,351,"Q100","Q100","Q100"
"NC_073236.2","-2",2204811,3,18,39,63.0160802898751,81,446136,387.317678228028,189,351,"Q100","Q100","Q100"
"NC_073236.2","-3",2205202,3,18,39,63.0043297620808,81,386358,377.243614664275,189,351,"Q100","Q100","Q100"
"NC_073237.2","1",2098494,3,18,39,61.0251937818264,78,4914,79.362180891074,186,357,"Q100","Q100","Q100"
"NC_073237.2","2",2096265,3,18,39,61.0936308148064,78,4899,79.5778034059319,186,357,"Q100","Q100","Q100"
"NC_073237.2","3",2098187,3,18,39,61.0355707093791,78,5817,79.8010492458454,186,357,"Q100","Q100","Q100"
"NC_073237.2","-1",2114077,3,18,39,60.5512325236971,78,8718,71.5768538521498,186,330,"Q100","Q100","Q100"
"NC_073237.2","-2",2115126,3,18,39,60.5184230159338,78,5508,71.4435366310821,186,333,"Q100","Q100","Q100"
"NC_073237.2","-3",2113941,3,18,39,60.5553740620008,78,5775,71.6555362629454,186,333,"Q100","Q100","Q100"
"NC_073238.2","1",2128593,3,15,36,58.8541825515727,75,84174,103.681713334244,177,342,"Q100","Q100","Q100"
"NC_073238.2","2",2127972,3,15,36,58.8744898899045,75,74121,101.738140534167,177,342,"Q100","Q100","Q100"
"NC_073238.2","3",2125935,3,15,36,58.9329767843325,75,40875,91.5208217061798,177,342,"Q100","Q100","Q100"
"NC_073238.2","-1",2108489,3,15,36,59.4425918276073,75,808047,571.009928920639,174,330.359999999637,"Q100","Q100","Q100"
"NC_073238.2","-2",2108953,3,15,36,59.4301731712372,75,806103,567.735078546018,174,330,"Q100","Q100","Q100"
"NC_073238.2","-3",2108710,3,15,36,59.4373811477158,75,350175,350.19970501739,174,333,"Q100","Q100","Q100"
"NC_073239.2","1",1939537,3,18,42,64.7519016136325,84,12567,90.1390038539452,189,399,"Q100","Q100","Q100"
"NC_073239.2","2",1943670,3,18,42,64.6084628563491,84,12504,89.46981788307,189,396,"Q100","Q100","Q100"
"NC_073239.2","3",1941811,3,18,42,64.6734357772203,84,12501,89.5802797849618,189,399,"Q100","Q100","Q100"
"NC_073239.2","-1",2007100,3,18,42,62.4723162772159,84,6375,72.3983100620038,186,336,"Q100","Q100","Q100"
"NC_073239.2","-2",2002864,3,18,42,62.6110784356801,84,17253,73.7511068475267,189,339,"Q100","Q100","Q100"
"NC_073239.2","-3",2004165,3,18,42,62.5688862942922,84,6529,72.342254546624,186,339,"Q100","Q100","Q100"
"NC_073240.2","1",1651419,3,18,39,62.1954246620633,78,26397,90.2708116490353,189,354,"Q100","Q100","Q100"
"NC_073240.2","2",1653838,3,18,39,62.0993821643958,78,26439,89.758026965381,189,354,"Q100","Q100","Q100"
"NC_073240.2","3",1652233,3,18,39,62.1623747982276,78,26310,90.3882553412718,192,354,"Q100","Q100","Q100"
"NC_073240.2","-1",1632184,3,18,39,62.9584078755827,81,377769,377.381452431442,189,345,"Q100","Q100","Q100"
"NC_073240.2","-2",1634323,3,18,39,62.872539883487,81,375408,376.97152392954,189,342,"Q100","Q100","Q100"
"NC_073240.2","-3",1632473,3,18,39,62.9472003518588,81,375990,406.555707903503,189,345,"Q100","Q100","Q100"
"NC_073241.2","1",1708492,3,18,39,64.7806632983942,78,9633,94.536192621432,198,453,"Q100","Q100","Q100"
"NC_073241.2","2",1713296,3,18,39,64.5899179126083,78,6279,94.4037300528968,195,453,"Q100","Q100","Q100"
"NC_073241.2","3",1709616,3,18,39,64.7349890267754,78,8511,94.4039418513802,198,456,"Q100","Q100","Q100"
"NC_073241.2","-1",1742709,3,18,39,63.445212597169,84,8511,76.1162620876163,195,360,"Q100","Q100","Q100"
"NC_073241.2","-2",1742362,3,18,39,63.4592386656735,84,6279,75.7309550103679,195,360,"Q100","Q100","Q100"
"NC_073241.2","-3",1745271,3,18,39,63.3488667376011,84,9687,75.6582424780714,195,357,"Q100","Q100","Q100"
"NC_073242.2","1",1711067,3,18,45,73.6323422753172,93,11898,116.949448986568,219,486,"Q100","Q100","Q100"
"NC_073242.2","2",1708815,3,18,45,73.7333871718121,93,9021,116.728440895152,219,489,"Q100","Q100","Q100"
"NC_073242.2","3",1708541,3,18,45,73.7461213983158,93,9567,116.912614054195,219,492,"Q100","Q100","Q100"
"NC_073242.2","-1",1683139,3,21,45,74.9024014059445,93,9036,99.0486321074706,237,477,"Q100","Q100","Q100"
"NC_073242.2","-2",1684221,3,21,45,74.8528215715158,93,10218,100.140969228781,237,477,"Q100","Q100","Q100"
"NC_073242.2","-3",1681205,3,21,48,74.9921984528954,93,8748,100.269892165915,237,477,"Q100","Q100","Q100"
"NC_073243.2","1",1978484,3,18,39,57.7347873422277,81,4086,60.8704779506603,168,276,"Q100","Q100","Q100"
"NC_073243.2","2",1976154,3,18,39,57.8061810972222,81,9777,61.3649490840162,168,276,"Q100","Q100","Q100"
"NC_073243.2","3",1976161,3,18,39,57.8057875851208,81,7707,61.3718069803402,168,276,"Q100","Q100","Q100"
"NC_073243.2","-1",2008737,3,18,39,56.8165777799682,78,10512,61.9196943770125,168,279,"Q100","Q100","Q100"
"NC_073243.2","-2",2006279,3,18,39,56.8900471968256,78,8235,61.6643962586065,168,279,"Q100","Q100","Q100"
"NC_073243.2","-3",2008658,3,18,39,56.8195058591358,78,6696,61.3456153305866,168,276,"Q100","Q100","Q100"
"NC_073244.2","1",1108973,3,21,51,69.3089804711206,93,7029,78.8244661525359,207,360,"Q100","Q100","Q100"
"NC_073244.2","2",1109282,3,21,51,69.2889670976362,93,7080,78.3986190452608,207,357,"Q100","Q100","Q100"
"NC_073244.2","3",1107816,3,21,51,69.3849122959047,93,7032,78.4709489312421,207,360,"Q100","Q100","Q100"
"NC_073244.2","-1",1091771,3,21,51,70.4507382958514,93,11193,79.9314503228793,201,360,"Q100","Q100","Q100"
"NC_073244.2","-2",1089902,3,21,51,70.5782593297379,93,11238,80.9045110887866,201,360,"Q100","Q100","Q100"
"NC_073244.2","-3",1090059,3,21,51,70.5677481677597,93,22743,83.503085089406,201,363,"Q100","Q100","Q100"
"NC_073245.2","1",1277718,3,18,45,62.9619908305276,90,6363,67.347003639683,186,300,"Q100","Q100","Q100"
"NC_073245.2","2",1275958,3,18,45,63.0550770479906,90,3849,67.1692975066093,189,303,"Q100","Q100","Q100"
"NC_073245.2","3",1277338,3,18,45,62.982183259247,90,4320,66.787385329206,189,300,"Q100","Q100","Q100"
"NC_073245.2","-1",1286681,3,18,45,62.5021182406517,87,6363,66.7321617820608,183,303,"Q100","Q100","Q100"
"NC_073245.2","-2",1285176,3,18,45,62.5798061899693,87,4215,67.1231229348225,183,303,"Q100","Q100","Q100"
"NC_073245.2","-3",1285003,3,18,45,62.5872196407323,87,4260,67.5955349357588,183,303,"Q100","Q100","Q100"
"NC_073246.2","1",977053,3,18,39,56.7453526062557,72,6040,68.7830975193456,165,294,"Q100","Q100","Q100"
"NC_073246.2","2",976741,3,18,39,56.7652990915708,75,8226,68.5294009865285,165,291,"Q100","Q100","Q100"
"NC_073246.2","3",980179,3,18,39,56.5546568534931,72,5943,67.2942208864933,165,291,"Q100","Q100","Q100"
"NC_073246.2","-1",894677,3,18,42,62.2590219710577,93,4257,70.5228518304775,177,306,"Q100","Q100","Q100"
"NC_073246.2","-2",894151,3,18,42,62.2970683922514,93,8226,71.5669664566696,177,306,"Q100","Q100","Q100"
"NC_073246.2","-3",896668,3,18,42,62.1133529912966,90,6039,70.4977756839372,177,309,"Q100","Q100","Q100"
"NC_073247.2","1",3004362,3,15,39,55.9384511586819,78,9174,62.1381914591671,168,276,"Q100","Q100","Q100"
"NC_073247.2","2",2998877,3,15,39,56.0469905901442,78,9330,61.9024332299536,168,276,"Q100","Q100","Q100"
"NC_073247.2","3",3001951,3,15,39,55.9866390224224,78,9357,62.1302398300991,168,276,"Q100","Q100","Q100"
"NC_073247.2","-1",3004544,3,15,39,55.9350207552294,75,9174,62.0662679885465,165,282,"Q100","Q100","Q100"
"NC_073247.2","-2",3002419,3,15,39,55.9767823878013,75,9174,61.9311291052476,168,282,"Q100","Q100","Q100"
"NC_073247.2","-3",3001908,3,15,39,55.9864366263057,75,9339,62.0897018481931,165,282,"Q100","Q100","Q100"
"NC_073248.2","1",938646,3,18,39,68.7212772440302,90,5052,87.6917737045188,216,399,"Q100","Q100","Q100"
"NC_073248.2","2",940404,3,18,39,68.5859875117503,90,9048,88.4210750386306,213,402,"Q100","Q100","Q100"
"NC_073248.2","3",941483,3,18,39,68.5030457267948,90,4575,87.3902740164332,213,396,"Q100","Q100","Q100"
"NC_073248.2","-1",999305,3,18,39,64.3621937246386,75,5859,91.2306664718302,204,417,"Q100","Q100","Q100"
"NC_073248.2","-2",995079,3,18,39,64.6489987227145,78,4263,91.3934183292765,207,417,"Q100","Q100","Q100"
"NC_073248.2","-3",994723,3,18,39,64.6718634232846,78,9048,92.2867634850199,207,417,"Q100","Q100","Q100"
"NC_086017.1","1",3700887,3,15,36,54.9953124750904,75,6897,60.4389787501272,165,279,"Q100","Q100","Q100"
"NC_086017.1","2",3693707,3,15,36,55.1086399110703,75,10146,60.9289823196526,165,279,"Q100","Q100","Q100"
"NC_086017.1","3",3695743,3,15,36,55.0765786473789,75,10005,60.6787769028222,165,279,"Q100","Q100","Q100"
"NC_086017.1","-1",3726868,3,15,36,54.5905073643606,72,15795,64.0547790348321,165,273,"Q100","Q100","Q100"
"NC_086017.1","-2",3729309,3,15,36,54.5524843878584,72,18996,64.9074193180372,165,273,"Q100","Q100","Q100"
"NC_086017.1","-3",3726859,3,15,36,54.5912337976833,72,16410,64.981921244183,165,273,"Q100","Q100","Q100"
"NC_086018.1","1",793263,3,18,45,64.6189334432591,84,7926,78.4500130879234,192,345,"Q100","Q100","Q100"
"NC_086018.1","2",789080,3,18,45,64.980235210625,84,7869,78.8731688615712,192,348,"Q100","Q100","Q100"
"NC_086018.1","3",792520,3,18,45,64.6856861656488,84,8973,79.3955794121096,192,348,"Q100","Q100","Q100"
"NC_086018.1","-1",730830,3,21,45,70.4541069742622,93,7035,90.4976677588219,204,369,"Q100","Q100","Q100"
"NC_086018.1","-2",729433,3,21,45,70.5937927129702,93,8703,90.8658288886747,204,369,"Q100","Q100","Q100"
"NC_086018.1","-3",726632,3,21,48,70.8774331435995,93,7773,91.9034795338169,204,369,"Q100","Q100","Q100"
