chr	start	end	frame	filler	strand	chr	first_exon_start	last_exon_end	gene	transcript	exon_strand	exon_frame	exon_count	upstream_len_in_scfr	downstream_len_in_scfr	first_exon_number	last_exon_number	gene_tx_count	first_exon_tx_count	last_exon_tx_count	first_exon_order	last_exon_order	first_exon_sharing	last_exon_sharing	first_exon_splicing	last_exon_splicing	first_exon_overlap	last_exon_overlap	merged_txs
NC_071985.2	228096856	228097564	2	1	+	NC_071985.2	228096917	228097487	CHD5	XM_024254075.2	+	2	2	61	77	23	24	6	6	6	middle	middle	1.000	1.000	constitutive	constitutive	231	110	6
NC_071985.2	228104215	228104920	2	1	+	NC_071985.2	228104313	228104780	CHD5	XM_024254075.2	+	2	2	98	140	32	33	6	4	4	middle	middle	0.667	0.667	alternative	alternative	79	132	4
NC_071985.2	228116567	228119846	3	1	+	NC_071985.2	228119359	228119745	CHD5	XM_024254075.2	+	3	2	2792	101	39	40	6	5	3	middle	middle	0.833	0.500	alternative	alternative	163	114	3
NC_071985.2	228116567	228119846	3	1	+	NC_071985.2	228119359	228119522	CHD5	XM_054542116.1	+	3	1	2792	324	39	39	6	5	5	middle	middle	0.833	0.833	alternative	alternative	163	163	2
NC_071985.2	230750064	230751123	1	1	+	NC_071985.2	230750651	230750837	LOC100434611	XM_054542422.2	+	1	1	587	286	34	34	50	22	22	middle	middle	0.440	0.440	alternative	alternative	186	186	22
NC_071985.2	230750064	230751123	1	1	+	NC_071985.2	230750867	230750995	LOC100434611	XM_054542436.2	+	1	1	803	128	34	34	50	17	17	middle	middle	0.340	0.340	alternative	alternative	128	128	17
NC_071985.2	231532500	231533457	1	1	+	NC_071985.2	231532534	231533325	MMEL1	XM_024232005.3	+	1	2	34	132	14	15	14	14	14	middle	middle	1.000	1.000	constitutive	constitutive	98	83	14
NC_071985.2	232191503	232192007	3	1	+	NC_071985.2	232191515	232191891	CFAP74	XM_024231068.2	+	3	2	12	116	28	29	8	8	8	middle	middle	1.000	1.000	constitutive	constitutive	134	109	8
NC_071985.2	232191903	232192476	1	1	+	NC_071985.2	232192031	232192314	CFAP74	XM_024231068.2	+	1	2	128	162	30	31	8	8	8	middle	middle	1.000	1.000	constitutive	constitutive	55	119	8
NC_071985.2	232196559	232196991	1	1	+	NC_071985.2	232196620	232196754	CFAP74	XM_024231068.2	+	1	1	61	237	37	37	8	5	5	middle	middle	0.625	0.625	alternative	alternative	134	134	3
NC_071985.2	232196559	232196991	1	1	+	NC_071985.2	232196620	232196806	CFAP74	XM_054557474.1	+	1	1	61	185	37	37	8	2	2	middle	middle	0.250	0.250	alternative	alternative	186	186	2
NC_071985.2	232196559	232196991	1	1	+	NC_071985.2	232196620	232196991	CFAP74	XM_054557502.1	+	1	2	61	0	37	38	8	5	2	middle	last	0.625	0.250	alternative	alternative	134	32	2
NC_071985.2	232200754	232201537	2	1	+	NC_071985.2	232200991	232201537	TMEM52	XM_024230832.3	+	2	2	237	0	4	5	2	2	2	middle	last	1.000	1.000	constitutive	constitutive	178	277	2
NC_071985.2	232402506	232403007	1	1	+	NC_071985.2	232402874	232403006	LOC100434526	XM_024255209.2	+	1	1	368	1	4	4	20	13	13	middle	middle	0.650	0.650	alternative	alternative	132	132	12
NC_071985.2	232402506	232403007	1	1	+	NC_071985.2	232402522	232403006	LOC100434526	XM_054557677.2	+	1	2	16	1	1	2	20	1	13	first	middle	0.050	0.650	unique	alternative	141	132	1
NC_071985.2	232402506	232403007	1	1	+	NC_071985.2	232402978	232403006	LOC100434526	XM_054557691.1	+	1	1	472	1	1	1	20	2	2	first	first	0.100	0.100	alternative	alternative	28	28	2
NC_071985.2	232590204	232590705	1	1	+	NC_071985.2	232590270	232590705	TMEM240	XM_024232544.3	+	1	2	66	0	3	4	1	1	1	middle	last	1.000	1.000	constitutive	constitutive	208	145	1
NC_071985.2	232713643	232714129	2	1	+	NC_071985.2	232713725	232714033	MRPL20	XM_024255417.3	+	2	2	82	96	1	2	2	2	2	first	middle	1.000	1.000	constitutive	constitutive	86	110	2
NC_071985.2	232745757	232746912	1	1	+	NC_071985.2	232746121	232746873	AURKAIP1	XM_003775835.5	+	1	2	364	39	1	2	5	5	5	first	middle	1.000	1.000	constitutive	constitutive	51	445	5
NC_071985.2	232778407	232779100	2	1	+	NC_071985.2	232778498	232778776	DVL1	XM_024255545.3	+	2	2	91	324	7	8	3	3	3	middle	middle	1.000	1.000	constitutive	constitutive	69	139	3
NC_071985.2	232806799	232807534	2	1	+	NC_071985.2	232806963	232807444	INTS11	NM_001131288.1	+	2	2	164	90	14	16	2	2	2	middle	middle	1.000	1.000	constitutive	constitutive	61	129	2
NC_071985.2	232809394	232809895	-2	1	-	NC_071985.2	232809481	232809882	PUSL1	XM_024255570.2	-	2	2	13	87	4	5	2	1	2	middle	middle	0.500	1.000	unique	constitutive	149	170	1
NC_071985.2	232809394	232809895	-2	1	-	NC_071985.2	232809481	232809651	PUSL1	XM_054558070.2	-	2	1	244	87	4	4	2	2	2	middle	middle	1.000	1.000	constitutive	constitutive	170	170	1
NC_071985.2	232815964	232816459	2	1	+	NC_071985.2	232816055	232816393	ACAP3	XM_024255577.3	+	2	2	91	66	1	2	4	2	4	first	middle	0.500	1.000	alternative	constitutive	98	53	2
NC_071985.2	232815964	232816459	2	1	+	NC_071985.2	232816034	232816393	ACAP3	XM_054558086.2	+	2	2	70	66	3	4	4	2	4	middle	middle	0.500	1.000	alternative	constitutive	119	53	2
NC_071985.2	232827862	232828093	-2	1	-	NC_071985.2	232827864	232828081	SCNN1D	XM_024257135.3	-	2	2	12	2	9	10	2	1	2	middle	middle	0.500	1.000	unique	constitutive	78	57	1
NC_071985.2	232827862	232828093	-2	1	-	NC_071985.2	232827864	232827921	SCNN1D	XM_054558111.2	-	2	1	172	2	9	9	2	2	2	middle	middle	1.000	1.000	constitutive	constitutive	57	57	1
NC_071985.2	232828873	232829221	-2	1	-	NC_071985.2	232828875	232829202	SCNN1D	XM_024257135.3	-	2	2	19	2	5	6	2	2	2	middle	middle	1.000	1.000	constitutive	constitutive	88	163	2
NC_071985.2	233077296	233078142	-3	1	-	NC_071985.2	233077591	233078076	AGRN	XM_054558277.2	-	3	2	66	295	9	10	12	12	12	middle	middle	1.000	1.000	constitutive	constitutive	194	200	12
NC_071985.2	233123587	233124169	2	1	+	NC_071985.2	233123618	233124169	HES4	XM_024257134.3	+	2	2	31	0	3	4	2	2	2	middle	last	1.000	1.000	constitutive	constitutive	87	370	2
NC_071985.2	233142614	233145227	3	1	+	NC_071985.2	233142621	233144985	PERM1	XM_063716237.1	+	3	2	7	242	1	2	1	1	1	first	middle	1.000	1.000	constitutive	constitutive	1019	1209	1
NC_071985.2	233146185	233146617	1	1	+	NC_071985.2	233146199	233146617	PERM1	XM_063716237.1	+	1	2	14	0	3	4	1	1	1	middle	last	1.000	1.000	constitutive	constitutive	125	88	1
NC_071985.2	233169078	233169639	1	1	+	NC_071985.2	233169216	233169516	NOC2L	XM_024256213.3	+	1	2	138	123	7	8	4	4	4	middle	middle	1.000	1.000	constitutive	constitutive	78	110	4
NC_071985.2	39887283	39887883	1	1	+	NC_071985.2	39887307	39887802	LAMB3	XM_054521338.2	+	1	2	24	81	14	15	2	2	2	middle	middle	1.000	1.000	constitutive	constitutive	160	220	2
NC_071985.2	42448036	42448327	-2	1	-	NC_071985.2	42448079	42448122	PFKFB2	NM_001133585.1	-	2	2	205	43	15	17	13	1	1	middle	middle	0.077	0.077	unique	unique	27	6	1
NC_071985.2	43505939	43506419	3	1	+	NC_071985.2	43506077	43506218	CTSE	XM_024254094.3	+	3	1	138	201	7	7	2	1	1	middle	middle	0.500	0.500	unique	unique	141	141	1
NC_071985.2	43505939	43506419	3	1	+	NC_071985.2	43506320	43506418	CTSE	XM_024254097.2	+	3	1	381	1	7	7	2	1	1	middle	middle	0.500	0.500	unique	unique	98	98	1
NC_071985.2	48483036	48483600	1	1	+	NC_071985.2	48483093	48483558	CACNA1S	XM_054523477.1	+	1	2	57	42	18	19	1	1	1	middle	middle	1.000	1.000	constitutive	constitutive	129	59	1
NC_071985.2	48546384	48546870	1	1	+	NC_071985.2	48546421	48546807	KIF21B	XM_024235259.3	+	1	2	37	63	4	5	8	8	8	middle	middle	1.000	1.000	constitutive	constitutive	149	134	8
NC_071985.2	5927971	5928775	2	1	+	NC_071985.2	5928123	5928766	CEP170	XM_002809240.5	+	2	2	152	9	8	9	31	31	17	middle	middle	1.000	0.548	constitutive	alternative	163	293	17
NC_071985.2	5927971	5928775	2	1	+	NC_071985.2	5928123	5928286	CEP170	XM_002809241.5	+	2	1	152	489	8	8	31	31	31	middle	middle	1.000	1.000	constitutive	constitutive	163	163	14
NC_071985.2	66888689	66889409	3	1	+	NC_071985.2	66888735	66889262	SHCBP1L	XM_024238991.3	+	3	2	46	147	2	4	1	1	1	middle	middle	1.000	1.000	constitutive	constitutive	41	394	1
NC_071985.2	82280263	82283776	2	1	+	NC_071985.2	82280324	82283776	LOC134760803	XM_063720705.1	+	2	3	61	0	1	3	1	1	1	first	last	1.000	1.000	constitutive	constitutive	358	237	1
NC_071985.2	89300723	89301068	3	1	+	NC_071985.2	89300768	89301024	ARHGAP30	XM_002809903.5	+	3	2	45	44	8	9	1	1	1	middle	middle	1.000	1.000	constitutive	constitutive	103	77	1
NC_071985.2	91778503	91779499	2	1	+	NC_071985.2	91778507	91779499	LOC100433082	XM_002809968.4	+	2	2	4	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	47	887	1
NC_071985.2	93488081	93488750	3	1	+	NC_071985.2	93488367	93488749	ETV3L	XM_054550900.2	+	3	2	286	1	1	2	1	1	1	first	middle	1.000	1.000	constitutive	constitutive	57	237	1
NC_071985.2	93744829	93745330	2	1	+	NC_071985.2	93744930	93745329	INSRR	XM_002810003.3	+	2	2	101	1	20	21	1	1	1	middle	middle	1.000	1.000	constitutive	constitutive	129	134	1
NC_071985.2	94027240	94027561	2	1	+	NC_071985.2	94027282	94027553	IQGAP3	XM_024232275.3	+	2	2	42	8	6	7	5	5	5	middle	middle	1.000	1.000	constitutive	constitutive	67	113	5
NC_071985.2	94040046	94040553	1	1	+	NC_071985.2	94040117	94040517	IQGAP3	XM_024232275.3	+	1	2	71	36	17	18	5	5	3	middle	middle	1.000	0.600	constitutive	alternative	167	139	3
NC_071985.2	94040046	94040553	1	1	+	NC_071985.2	94040117	94040517	IQGAP3	XM_024232280.3	+	1	2	71	36	17	18	5	5	2	middle	middle	1.000	0.400	constitutive	alternative	167	136	2
NC_071985.2	94342955	94343453	3	1	+	NC_071985.2	94342984	94343452	PAQR6	XM_054551277.2	+	3	2	29	1	2	3	4	3	3	middle	middle	0.750	0.750	alternative	alternative	127	205	3
NC_071985.2	94343229	94343778	1	1	+	NC_071985.2	94343247	94343452	PAQR6	XM_002810033.3	+	1	1	18	326	3	3	4	1	1	middle	middle	0.250	0.250	unique	unique	205	205	1
NC_071985.2	94343229	94343778	1	1	+	NC_071985.2	94343568	94343694	PAQR6	XM_054551277.2	+	1	1	339	84	4	4	4	2	2	middle	middle	0.500	0.500	alternative	alternative	126	126	2
NC_071985.2	95293704	95294250	1	1	+	NC_071985.2	95293772	95294091	PKLR	XM_024247188.2	+	1	2	68	159	4	5	2	2	2	middle	middle	1.000	1.000	constitutive	constitutive	91	131	2
NC_071985.2	95340570	95341200	1	1	+	NC_071985.2	95340716	95341137	ENTREP3	XM_003775554.5	+	1	2	146	63	7	8	4	4	4	middle	middle	1.000	1.000	constitutive	constitutive	68	253	4
NC_071985.2	95391048	95391714	1	1	+	NC_071985.2	95391246	95391439	THBS3	XM_024247309.2	+	1	1	198	275	17	17	13	12	12	middle	middle	0.923	0.923	alternative	alternative	193	193	12
NC_071985.2	95391048	95391714	1	1	+	NC_071985.2	95391628	95391714	THBS3	XM_054551744.2	+	1	1	580	0	17	17	13	1	1	last	last	0.077	0.077	unique	unique	86	86	1
NC_071985.2	95448836	95449178	-1	1	-	NC_071985.2	95449003	95449101	SLC50A1	XM_002810074.5	-	1	1	77	167	6	6	8	6	6	last	last	0.750	0.750	alternative	alternative	98	98	6
NC_071985.2	95448836	95449178	-1	1	-	NC_071985.2	95449111	95449119	SLC50A1	XM_009243435.4	-	1	1	59	275	5	5	8	1	1	last	last	0.125	0.125	unique	unique	8	8	1
NC_071985.2	95448836	95449178	-1	1	-	NC_071985.2	95449111	95449116	SLC50A1	XM_063717283.1	-	1	1	62	275	5	5	8	1	1	last	last	0.125	0.125	unique	unique	5	5	1
NC_071985.2	95534733	95535057	-3	1	-	NC_071985.2	95534760	95534991	ADAM15	XM_024236062.3	-	3	2	66	27	2	3	21	1	1	middle	middle	0.048	0.048	unique	unique	28	91	1
NC_071985.2	95619301	95620063	2	1	+	NC_071985.2	95619394	95619965	SHC1	NM_001132781.1	+	2	3	93	98	8	10	25	25	16	middle	middle	1.000	0.640	constitutive	alternative	198	131	16
NC_071985.2	95619301	95620063	2	1	+	NC_071985.2	95619394	95619965	SHC1	XM_024235206.3	+	2	3	93	98	8	10	25	25	9	middle	middle	1.000	0.360	constitutive	alternative	198	134	9
NC_071985.2	95637507	95638170	1	1	+	NC_071985.2	95637707	95638002	PBXIP1	XM_009243554.4	+	1	2	200	168	7	8	3	3	3	middle	middle	1.000	1.000	constitutive	constitutive	70	131	3
NC_071985.2	96624698	96625076	3	1	+	NC_071985.2	96624823	96625075	CRTC2	XM_054552928.2	+	3	2	125	1	8	9	3	2	3	middle	middle	0.667	1.000	alternative	constitutive	79	49	2
NC_071985.2	96624698	96625076	3	1	+	NC_071985.2	96624838	96625075	CRTC2	XM_054552936.2	+	3	2	140	1	8	9	3	1	3	middle	middle	0.333	1.000	unique	constitutive	64	49	1
NC_071985.2	96646344	96646710	1	1	+	NC_071985.2	96646372	96646489	DENND4B	XM_024249795.2	+	1	1	28	221	24	24	9	8	8	middle	middle	0.889	0.889	alternative	alternative	117	117	8
NC_071985.2	96646344	96646710	1	1	+	NC_071985.2	96646372	96646710	DENND4B	XM_054552903.1	+	1	2	28	0	22	23	9	1	1	middle	last	0.111	0.111	unique	unique	41	131	1
NC_071985.2	98501564	98506592	3	1	+	NC_071985.2	98501565	98506592	TCHH	XM_024239276.3	+	3	2	1	0	2	3	1	1	1	middle	last	1.000	1.000	constitutive	constitutive	1570	3399	1
NC_071985.2	98956333	98957005	2	1	+	NC_071985.2	98956413	98956952	CELF3	XM_024250050.3	+	2	2	80	53	10	11	17	13	17	middle	middle	0.765	1.000	alternative	constitutive	137	143	13
NC_071985.2	98956333	98957005	2	1	+	NC_071985.2	98956416	98956952	CELF3	XM_024250060.3	+	2	2	83	53	10	11	17	4	17	middle	middle	0.235	1.000	alternative	constitutive	134	143	4
NC_071985.2	99225528	99226197	1	1	+	NC_071985.2	99225596	99226186	POGZ	XM_009244413.4	+	1	2	68	11	5	6	10	10	8	middle	middle	1.000	0.800	constitutive	alternative	290	218	8
NC_071985.2	99225528	99226197	1	1	+	NC_071985.2	99225596	99226186	POGZ	XM_024236558.2	+	1	2	68	11	6	7	10	10	2	middle	middle	1.000	0.200	constitutive	alternative	290	191	2
