chr	start	end	frame	filler	strand	chr	first_exon_start	last_exon_end	gene	transcript	exon_strand	exon_frame	exon_count	upstream_len_in_scfr	downstream_len_in_scfr	first_exon_number	last_exon_number	gene_tx_count	first_exon_tx_count	last_exon_tx_count	first_exon_order	last_exon_order	first_exon_sharing	last_exon_sharing	first_exon_splicing	last_exon_splicing	first_exon_overlap	last_exon_overlap	merged_txs
NC_072423.2	110539576	110540218	2	1	+	NC_072423.2	110539628	110540140	CACNA2D2	XM_055275869.2	+	2	2	52	78	11	12	6	6	6	middle	middle	1.000	1.000	constitutive	constitutive	158	107	6
NC_072423.2	110540763	110541315	1	1	+	NC_072423.2	110540897	110541222	CACNA2D2	XM_055275869.2	+	1	2	134	93	14	15	6	6	6	middle	middle	1.000	1.000	constitutive	constitutive	49	89	6
NC_072423.2	110543107	110543476	2	1	+	NC_072423.2	110543183	110543407	CACNA2D2	XM_055275869.2	+	2	2	76	69	19	20	6	6	6	middle	middle	1.000	1.000	constitutive	constitutive	71	71	6
NC_072423.2	110554229	110554718	3	1	+	NC_072423.2	110554417	110554718	CACNA2D2	XM_055275869.2	+	3	2	188	0	38	39	6	5	6	middle	last	0.833	1.000	alternative	constitutive	82	137	5
NC_072423.2	110554229	110554718	3	1	+	NC_072423.2	110554410	110554718	CACNA2D2	XM_055275900.2	+	3	2	181	0	37	38	6	1	6	middle	last	0.167	1.000	unique	constitutive	89	137	1
NC_072423.2	110569549	110570203	2	1	+	NC_072423.2	110569864	110570032	NPRL2	XM_055276175.2	+	2	1	315	171	3	3	3	1	1	middle	middle	0.333	0.333	unique	unique	168	168	1
NC_072423.2	110569549	110570203	2	1	+	NC_072423.2	110569637	110570032	NPRL2	XM_055276194.2	+	2	2	88	171	1	2	3	1	2	first	middle	0.333	0.667	unique	alternative	147	163	1
NC_072423.2	110569549	110570203	2	1	+	NC_072423.2	110569675	110570032	NPRL2	XM_063636413.1	+	2	2	126	171	2	3	3	1	2	middle	middle	0.333	0.667	unique	alternative	109	163	1
NC_072423.2	110624154	110624562	1	1	+	NC_072423.2	110624216	110624530	IFRD2	XM_055276123.2	+	1	2	62	32	3	4	4	1	1	middle	middle	0.250	0.250	unique	unique	58	201	1
NC_072423.2	110624154	110624562	1	1	+	NC_072423.2	110624290	110624530	IFRD2	XM_055276140.2	+	1	1	136	32	1	1	4	3	3	first	first	0.750	0.750	alternative	alternative	240	240	3
NC_072423.2	111063698	111064292	3	1	+	NC_072423.2	111063737	111064134	CAMKV	XM_055276699.2	+	3	2	39	158	4	5	3	3	3	middle	middle	1.000	1.000	constitutive	constitutive	138	120	3
NC_072423.2	111131817	111132477	1	1	+	NC_072423.2	111131870	111132476	CDHR4	XM_055276730.2	+	1	2	53	1	14	15	9	9	9	middle	middle	1.000	1.000	constitutive	constitutive	220	142	9
NC_072423.2	111246209	111246599	3	1	+	NC_072423.2	111246254	111246588	MST1	XM_055276866.2	+	3	2	45	11	5	6	7	7	4	middle	middle	1.000	0.571	constitutive	alternative	136	116	4
NC_072423.2	111246209	111246599	3	1	+	NC_072423.2	111246254	111246592	MST1	XM_055276875.2	+	3	2	45	7	5	6	7	7	3	middle	middle	1.000	0.429	constitutive	alternative	136	120	3
NC_072423.2	111247657	111248068	2	1	+	NC_072423.2	111247803	111247939	MST1	XM_055276866.2	+	2	1	146	129	11	11	7	3	3	middle	middle	0.429	0.429	alternative	alternative	136	136	3
NC_072423.2	111247657	111248068	2	1	+	NC_072423.2	111248031	111248066	MST1	XM_055276875.2	+	2	1	374	2	12	12	7	4	4	middle	middle	0.571	0.571	alternative	alternative	35	35	4
NC_072423.2	111248878	111249268	2	1	+	NC_072423.2	111248881	111249223	MST1	XM_055276866.2	+	2	2	3	45	16	17	7	7	6	middle	middle	1.000	0.857	constitutive	alternative	106	139	6
NC_072423.2	111248878	111249268	2	1	+	NC_072423.2	111248881	111249166	MST1	XM_055276882.2	+	2	2	3	102	16	17	7	7	1	middle	middle	1.000	0.143	constitutive	unique	106	82	1
NC_072423.2	111251552	111251837	-3	1	-	NC_072423.2	111251558	111251803	APEH	XM_055276906.2	-	3	2	34	6	16	17	3	3	3	middle	middle	1.000	1.000	constitutive	constitutive	83	80	3
NC_072423.2	111258791	111259925	-3	1	-	NC_072423.2	111258893	111259112	APEH	XM_055276906.2	-	3	2	813	102	1	2	3	3	3	first	middle	1.000	1.000	constitutive	constitutive	11	132	3
NC_072423.2	111822980	111823508	3	1	+	NC_072423.2	111823140	111823491	LAMB2	XM_055277192.2	+	3	2	160	17	6	7	3	3	3	middle	middle	1.000	1.000	constitutive	constitutive	188	63	3
NC_072423.2	111830161	111830755	2	1	+	NC_072423.2	111830220	111830642	LAMB2	XM_055277192.2	+	2	2	59	113	23	24	3	3	3	middle	middle	1.000	1.000	constitutive	constitutive	217	96	3
NC_072423.2	111839182	111839776	2	1	+	NC_072423.2	111839184	111839684	USP19	XM_055277225.2	+	2	2	2	92	10	11	50	28	50	middle	middle	0.560	1.000	alternative	constitutive	220	195	28
NC_072423.2	111839182	111839776	2	1	+	NC_072423.2	111839190	111839684	USP19	XM_055277247.2	+	2	2	8	92	10	11	50	22	50	middle	middle	0.440	1.000	alternative	constitutive	214	195	22
NC_072423.2	111925502	111925979	3	1	+	NC_072423.2	111925623	111925908	IMPDH2	XM_055278111.2	+	3	2	121	71	8	9	5	5	5	middle	middle	1.000	1.000	constitutive	constitutive	90	95	5
NC_072423.2	111933552	111934161	1	1	+	NC_072423.2	111933619	111934160	DALRD3	XM_055277996.2	+	1	2	67	1	1	2	10	10	10	first	middle	1.000	1.000	constitutive	constitutive	164	295	10
NC_072423.2	112291784	112292393	3	1	+	NC_072423.2	112291805	112292307	NCKIPSD	XM_055277829.2	+	3	2	21	86	4	5	7	7	5	middle	middle	1.000	0.714	constitutive	alternative	204	111	5
NC_072423.2	112291784	112292393	3	1	+	NC_072423.2	112291805	112292307	NCKIPSD	XM_055277839.2	+	3	2	21	86	4	5	7	7	2	middle	middle	1.000	0.286	constitutive	alternative	204	90	2
NC_072423.2	112345484	112345886	3	1	+	NC_072423.2	112345581	112345688	SLC26A6	XM_055277896.2	+	3	1	97	198	16	16	29	29	29	middle	middle	1.000	1.000	constitutive	constitutive	107	107	28
NC_072423.2	112345484	112345886	3	1	+	NC_072423.2	112345581	112345886	SLC26A6	XM_063609959.1	+	3	2	97	0	16	17	29	29	1	middle	last	1.000	0.034	constitutive	unique	107	68	1
NC_072423.2	112375014	112375824	1	1	+	NC_072423.2	112375076	112375569	UQCRC1	XM_055278097.2	+	1	2	62	255	7	8	2	2	2	middle	middle	1.000	1.000	constitutive	constitutive	115	143	2
NC_072423.2	112384262	112384709	3	1	+	NC_072423.2	112384303	112384653	COL7A1	XM_055277665.2	+	3	2	41	56	9	10	1	1	1	middle	middle	1.000	1.000	constitutive	constitutive	146	116	1
NC_072423.2	112385959	112386547	2	1	+	NC_072423.2	112385967	112386338	COL7A1	XM_055277665.2	+	2	2	8	209	14	15	1	1	1	middle	middle	1.000	1.000	constitutive	constitutive	125	143	1
NC_072423.2	112389752	112390217	3	1	+	NC_072423.2	112389852	112390209	COL7A1	XM_055277665.2	+	3	2	100	8	25	26	1	1	1	middle	middle	1.000	1.000	constitutive	constitutive	126	146	1
NC_072423.2	112391119	112391767	2	1	+	NC_072423.2	112391471	112391677	COL7A1	XM_055277665.2	+	2	2	352	90	32	33	1	1	1	middle	middle	1.000	1.000	constitutive	constitutive	80	35	1
NC_072423.2	112396505	112397156	3	1	+	NC_072423.2	112396911	112397099	COL7A1	XM_055277665.2	+	3	2	406	57	58	59	1	1	1	middle	middle	1.000	1.000	constitutive	constitutive	80	35	1
NC_072423.2	112400862	112401516	1	1	+	NC_072423.2	112401019	112401495	COL7A1	XM_055277665.2	+	1	2	157	21	73	75	1	1	1	middle	middle	1.000	1.000	constitutive	constitutive	200	62	1
NC_072423.2	112403248	112403701	2	1	+	NC_072423.2	112403303	112403677	COL7A1	XM_055277665.2	+	2	3	55	24	84	86	1	1	1	middle	middle	1.000	1.000	constitutive	constitutive	62	80	1
NC_072423.2	112563200	112563731	3	1	+	NC_072423.2	112563242	112563668	PLXNB1	XM_055278508.2	+	3	2	42	63	22	23	2	2	2	middle	middle	1.000	1.000	constitutive	constitutive	100	217	2
NC_072423.2	112569208	112569679	2	1	+	NC_072423.2	112569302	112569568	PLXNB1	XM_055278508.2	+	2	2	94	111	33	34	2	2	2	middle	middle	1.000	1.000	constitutive	constitutive	64	75	2
NC_072423.2	113590156	113592703	-1	1	-	NC_072423.2	113590551	113592584	PTPN23	XM_055279299.2	-	1	2	119	395	20	21	4	4	4	middle	middle	1.000	1.000	constitutive	constitutive	1752	184	4
NC_072423.2	113592803	113593358	-3	1	-	NC_072423.2	113592943	113593342	PTPN23	XM_055279299.2	-	3	2	16	140	17	18	4	4	4	middle	middle	1.000	1.000	constitutive	constitutive	154	151	4
NC_072423.2	113595781	113596123	-1	1	-	NC_072423.2	113595797	113596063	PTPN23	XM_055279299.2	-	1	2	60	16	8	9	4	4	4	middle	middle	1.000	1.000	constitutive	constitutive	131	47	4
NC_072423.2	114002229	114002631	-2	1	-	NC_072423.2	114002231	114002616	NBEAL2	XM_055279379.2	-	2	2	15	2	51	52	8	7	7	middle	middle	0.875	0.875	alternative	alternative	158	148	7
NC_072423.2	114015078	114015996	-2	1	-	NC_072423.2	114015109	114015924	NBEAL2	XM_055279379.2	-	2	2	72	31	13	14	8	8	8	middle	middle	1.000	1.000	constitutive	constitutive	601	132	8
NC_072423.2	114021562	114022183	-1	1	-	NC_072423.2	114021564	114022103	NBEAL2	XM_055279379.2	-	1	3	80	2	3	5	8	7	6	middle	middle	0.875	0.750	alternative	alternative	128	121	6
NC_072423.2	114021562	114022183	-1	1	-	NC_072423.2	114021769	114022103	NBEAL2	XM_055279385.2	-	1	2	80	207	3	4	8	7	1	middle	middle	0.875	0.125	alternative	unique	128	91	1
NC_072423.2	114088705	114089137	2	1	+	NC_072423.2	114088885	114089137	CCDC12	XM_063610580.1	+	2	2	180	0	6	7	8	2	2	middle	last	0.250	0.250	alternative	alternative	76	79	2
NC_072423.2	114154039	114154267	2	1	+	NC_072423.2	114154062	114154267	MYL3	XM_055279728.2	+	2	2	23	0	5	6	7	7	7	middle	last	1.000	1.000	constitutive	constitutive	77	25	7
NC_072423.2	114234658	114235309	2	1	+	NC_072423.2	114234773	114235235	LOC129488948	XM_063614941.1	+	2	2	115	74	1	2	2	2	2	first	middle	1.000	1.000	constitutive	constitutive	93	224	2
NC_072423.2	115645052	115646318	-3	1	-	NC_072423.2	115645053	115646306	LOC129483199	XM_055280231.2	-	3	2	12	1	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	293	761	1
NC_072423.2	118215345	118215864	1	1	+	NC_072423.2	118215424	118215861	HHATL	XM_055281231.2	+	1	2	79	3	3	4	5	5	5	middle	middle	1.000	1.000	constitutive	constitutive	113	194	5
NC_072423.2	119219635	119219932	2	1	+	NC_072423.2	119219636	119219931	ULK4	XM_055281396.2	+	2	2	1	1	27	28	8	8	8	middle	middle	1.000	1.000	constitutive	constitutive	51	144	8
NC_072423.2	120357821	120358181	-3	1	-	NC_072423.2	120357860	120357940	ZNF621	XM_055281544.2	-	3	1	241	39	3	3	14	6	6	middle	middle	0.429	0.429	alternative	alternative	80	80	6
NC_072423.2	120357821	120358181	-3	1	-	NC_072423.2	120357989	120358115	ZNF621	XM_055281587.2	-	3	1	66	168	2	2	14	5	5	middle	middle	0.357	0.357	alternative	alternative	126	126	5
NC_072423.2	121828046	121828526	-3	1	-	NC_072423.2	121828101	121828457	TTC21A	XM_055281924.2	-	3	2	69	55	27	28	14	14	14	middle	middle	1.000	1.000	constitutive	constitutive	120	67	14
NC_072423.2	121836168	121836732	-2	1	-	NC_072423.2	121836349	121836628	TTC21A	XM_055281924.2	-	2	2	104	181	16	17	14	14	14	middle	middle	1.000	1.000	constitutive	constitutive	72	110	14
NC_072423.2	122665836	122666157	-2	1	-	NC_072423.2	122665838	122666140	SLC22A13	XM_055282857.2	-	2	2	17	2	5	6	2	2	2	middle	middle	1.000	1.000	constitutive	constitutive	120	94	2
NC_072423.2	124450712	124451162	-3	1	-	NC_072423.2	124450797	124451091	STAC	XM_055283563.2	-	3	2	71	85	9	10	9	9	9	middle	middle	1.000	1.000	constitutive	constitutive	51	137	9
NC_072423.2	157934483	157934876	-3	1	-	NC_072423.2	157934567	157934787	MYOM2	XM_055289398.2	-	3	2	89	84	6	7	4	4	4	middle	middle	1.000	1.000	constitutive	constitutive	88	50	4
NC_072423.2	158813550	158814342	1	1	+	NC_072423.2	158813593	158814342	LOC134732250	XM_063615416.1	+	1	2	43	0	6	7	1	1	1	middle	last	1.000	1.000	constitutive	constitutive	28	636	1
NC_072423.2	159272761	159273634	2	1	+	NC_072423.2	159272775	159273605	ERICH1	XM_055289584.2	+	2	2	14	29	4	5	1	1	1	middle	middle	1.000	1.000	constitutive	constitutive	563	197	1
NC_072423.2	26655901	26656447	-1	1	-	NC_072423.2	26655902	26656294	PMAIP1	XM_055297467.2	-	1	2	153	1	1	2	3	1	1	first	last	0.333	0.333	unique	unique	73	141	1
NC_072423.2	26655901	26656447	-1	1	-	NC_072423.2	26656195	26656294	PMAIP1	XM_055297471.2	-	1	1	153	294	1	1	3	1	1	first	first	0.333	0.333	unique	unique	99	99	1
NC_072423.2	26655901	26656447	-1	1	-	NC_072423.2	26656237	26656294	PMAIP1	XM_055297481.2	-	1	1	153	336	1	1	3	1	1	first	first	0.333	0.333	unique	unique	57	57	1
NC_072423.2	28846707	28846992	1	1	+	NC_072423.2	28846743	28846991	ATP8B1	XM_055297954.2	+	1	2	36	1	6	7	6	5	5	middle	middle	0.833	0.833	alternative	alternative	72	70	5
NC_072423.2	36254218	36254884	2	1	+	NC_072423.2	36254332	36254839	CXXC1	XM_055299186.2	+	2	2	114	45	13	14	6	6	6	middle	middle	1.000	1.000	constitutive	constitutive	96	152	6
NC_072423.2	39501090	39503535	1	1	+	NC_072423.2	39501244	39503535	LOC129457579	XM_063639574.1	+	1	2	154	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	2074	183	1
NC_072423.2	39510520	39512752	2	1	+	NC_072423.2	39511007	39512752	LOC134731993	XM_063613891.1	+	2	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1534	117	1
NC_072423.2	39519752	39521996	3	1	+	NC_072423.2	39520239	39521996	LOC134731994	XM_063613896.1	+	3	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1534	117	1
NC_072423.2	39524383	39526612	2	1	+	NC_072423.2	39524870	39526612	LOC129457762	XM_055233245.2	+	2	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1534	117	1
NC_072423.2	39528999	39531231	1	1	+	NC_072423.2	39529486	39531231	LOC129457768	XM_055233252.2	+	1	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1534	117	1
NC_072423.2	39533618	39535850	3	1	+	NC_072423.2	39534105	39535850	LOC129457783	XM_055233277.2	+	3	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1534	117	1
NC_072423.2	39538237	39540469	2	1	+	NC_072423.2	39538724	39540469	LOC129457689	XM_055233136.2	+	2	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1534	117	1
NC_072423.2	39542856	39545100	1	1	+	NC_072423.2	39543343	39545100	LOC129457712	XM_055233170.2	+	1	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1534	117	1
NC_072423.2	39547487	39549731	3	1	+	NC_072423.2	39547974	39549731	LOC129457685	XM_055233122.2	+	3	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1534	117	1
NC_072423.2	39552118	39554362	2	1	+	NC_072423.2	39552605	39554362	LOC129457667	XM_063613940.1	+	2	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1534	117	1
NC_072423.2	39556749	39558993	1	1	+	NC_072423.2	39557236	39558993	LOC129457720	XM_055233178.2	+	1	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1534	117	1
NC_072423.2	39561382	39563626	2	1	+	NC_072423.2	39561869	39563626	LOC129457696	XM_055233149.2	+	2	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1534	117	1
NC_072423.2	39566015	39568247	3	1	+	NC_072423.2	39566502	39568247	LOC129457724	XM_055233182.2	+	3	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1534	117	1
NC_072423.2	39570636	39572868	1	1	+	NC_072423.2	39571123	39572868	LOC129457729	XM_055233187.2	+	1	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1534	117	1
NC_072423.2	39579858	39582108	1	1	+	NC_072423.2	39580345	39582108	LOC129457738	XM_063613967.1	+	1	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1534	117	1
NC_072423.2	39584497	39586741	2	1	+	NC_072423.2	39584984	39586741	LOC129457705	XM_055233161.2	+	2	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1534	117	1
NC_072423.2	39589130	39591380	3	1	+	NC_072423.2	39589617	39591380	LOC129457680	XM_063613974.1	+	3	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1534	117	1
NC_072423.2	39593769	39596013	1	1	+	NC_072423.2	39594256	39596013	LOC129457745	XM_055233229.2	+	1	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1534	117	1
NC_072423.2	39598402	39600664	2	1	+	NC_072423.2	39598889	39600664	LOC129457754	XM_055233238.2	+	2	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1534	117	1
NC_072423.2	39603053	39605309	3	1	+	NC_072423.2	39603540	39605309	LOC134732003	XM_063613987.1	+	3	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1498	183	1
NC_072423.2	39607696	39609958	2	1	+	NC_072423.2	39608183	39609958	LOC134732006	XM_063613990.1	+	2	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1534	117	1
NC_072423.2	39612345	39614601	1	1	+	NC_072423.2	39612832	39614601	LOC129457650	XM_063613995.1	+	1	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1498	177	1
NC_072423.2	39616988	39619259	3	1	+	NC_072423.2	39617475	39619259	LOC129457675	XM_063613999.1	+	3	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1534	117	1
NC_072423.2	39630956	39633194	3	1	+	NC_072423.2	39631443	39633194	LOC129457634	XM_063614001.1	+	3	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1534	117	1
NC_072423.2	39635580	39637833	1	1	+	NC_072423.2	39636067	39637833	LOC129457639	XM_063614003.1	+	1	2	487	0	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	1534	117	1
NC_072423.2	65991884	65992229	3	1	+	NC_072423.2	65991885	65992205	USP14	XM_055236744.2	+	3	2	1	24	11	12	9	9	9	middle	middle	1.000	1.000	constitutive	constitutive	65	92	9
NC_072423.2	86030945	86031410	-3	1	-	NC_072423.2	86031042	86031306	SLC43A1	XM_055291066.2	-	3	2	104	97	4	5	7	7	7	middle	middle	1.000	1.000	constitutive	constitutive	55	76	7
NC_072423.2	86478119	86479124	-3	1	-	NC_072423.2	86478120	86479049	LOC129490165	XM_055293738.2	-	3	2	75	1	1	2	1	1	1	first	last	1.000	1.000	constitutive	constitutive	561	286	1
NC_072423.2	89217580	89218048	2	1	+	NC_072423.2	89217662	89218048	LOC129490341	XM_055294108.1	+	2	2	82	0	6	7	1	1	1	middle	last	1.000	1.000	constitutive	constitutive	113	101	1
