chr	start	end	frame	filler	strand	chr	first_exon_start	last_exon_end	gene	transcript	exon_strand	exon_frame	exon_count	upstream_len_in_scfr	downstream_len_in_scfr	first_exon_number	last_exon_number	gene_tx_count	first_exon_tx_count	last_exon_tx_count	first_exon_order	last_exon_order	first_exon_sharing	last_exon_sharing	first_exon_splicing	last_exon_splicing	first_exon_overlap	last_exon_overlap	merged_txs
NC_072398.2	195414035	195414671	-2	1	-	NC_072398.2	195414338	195414389	TFAP2E	XM_016949057.3	-	2	1	282	303	4	4	1	1	1	middle	middle	1.000	1.000	constitutive	constitutive	51	51	1
NC_072398.2	195414035	195414671	-2	1	-	NC_072398.2	195414176	195414302	LOC134807882	XM_063789707.1	-	2	1	369	141	1	1	1	1	1	first	first	1.000	1.000	constitutive	constitutive	126	126	1
NC_072398.2	198194867	198197699	-2	1	-	NC_072398.2	198194903	198197671	NHSL3	XM_001164540.6	-	2	2	28	36	5	6	5	5	5	middle	middle	1.000	1.000	constitutive	constitutive	113	2561	5
NC_072398.2	198746876	198747221	-2	1	-	NC_072398.2	198746904	198747221	EIF3I	XM_016958164.3	-	2	2	0	28	7	8	2	2	2	middle	middle	1.000	1.000	constitutive	constitutive	110	89	2
NC_072398.2	198763144	198763783	-3	1	-	NC_072398.2	198763196	198763499	DCDC2B	XM_513279.8	-	3	2	284	52	5	6	1	1	1	middle	middle	1.000	1.000	constitutive	constitutive	146	39	1
NC_072398.2	199176923	199177574	3	1	+	NC_072398.2	199177149	199177482	SPOCD1	XM_016958084.3	+	3	2	226	92	4	5	5	5	5	middle	middle	1.000	1.000	constitutive	constitutive	125	54	5
NC_072398.2	199235518	199236130	2	1	+	NC_072398.2	199235607	199235959	ADGRB2	XM_016958033.2	+	2	2	89	171	8	9	16	16	16	middle	middle	1.000	1.000	constitutive	constitutive	101	106	16
NC_072398.2	199236760	199238020	2	1	+	NC_072398.2	199236785	199238019	ADGRB2	XM_016958033.2	+	2	4	25	1	10	13	16	16	16	middle	middle	1.000	1.000	constitutive	constitutive	194	327	16
NC_072398.2	199314526	199314895	2	1	+	NC_072398.2	199314563	199314889	COL16A1	XM_009452723.4	+	2	2	37	6	47	48	7	7	7	middle	middle	1.000	1.000	constitutive	constitutive	71	53	7
NC_072398.2	199391611	199392142	-3	1	-	NC_072398.2	199391654	199392108	TINAGL1	XM_016957939.2	-	3	2	34	43	6	7	5	5	5	middle	middle	1.000	1.000	constitutive	constitutive	150	189	5
NC_072398.2	202758065	202758386	-2	1	-	NC_072398.2	202758067	202758335	ATP5IF1	XM_003338984.7	-	2	2	51	2	1	2	1	1	1	first	middle	1.000	1.000	constitutive	constitutive	86	91	1
NC_072398.2	203039063	203039576	-2	1	-	NC_072398.2	203039178	203039576	SMPDL3B	XM_001151336.7	-	2	2	0	115	6	7	1	1	1	middle	middle	1.000	1.000	constitutive	constitutive	180	133	1
NC_072398.2	203633198	203633660	3	1	+	NC_072398.2	203633229	203633659	MAP3K6	XM_024357265.3	+	3	2	31	1	19	20	6	6	6	middle	middle	1.000	1.000	constitutive	constitutive	192	138	6
NC_072398.2	203633663	203634461	3	1	+	NC_072398.2	203634264	203634440	MAP3K6	XM_024357265.3	+	3	1	601	21	22	22	6	5	5	middle	middle	0.833	0.833	alternative	alternative	176	176	5
NC_072398.2	203633663	203634461	3	1	+	NC_072398.2	203633834	203634129	MAP3K6	XM_054664498.2	+	3	1	171	332	22	22	6	1	1	middle	middle	0.167	0.167	unique	unique	295	295	1
NC_072398.2	203641957	203642551	-3	1	-	NC_072398.2	203642138	203642505	SYTL1	XM_003307909.6	-	3	2	46	181	6	7	3	3	3	middle	middle	1.000	1.000	constitutive	constitutive	100	113	3
NC_072398.2	204633946	204634288	2	1	+	NC_072398.2	204634013	204634287	CRYBG2	XM_016956837.4	+	2	2	67	1	13	14	2	2	2	middle	middle	1.000	1.000	constitutive	constitutive	32	112	2
NC_072398.2	204781235	204781826	-2	1	-	NC_072398.2	204781269	204781780	CNKSR1	XM_016956715.4	-	2	2	46	34	18	20	3	3	3	middle	middle	1.000	1.000	constitutive	constitutive	61	181	3
NC_072398.2	204804028	204804481	2	1	+	NC_072398.2	204804101	204804393	C1H1orf232	XM_054664164.2	+	2	2	73	88	2	3	1	1	1	middle	middle	1.000	1.000	constitutive	constitutive	83	97	1
NC_072398.2	207225049	207225523	2	1	+	NC_072398.2	207225071	207225497	GALE	XM_016956270.3	+	2	2	22	26	8	9	6	4	6	middle	middle	0.667	1.000	alternative	constitutive	77	114	4
NC_072398.2	207225049	207225523	2	1	+	NC_072398.2	207225383	207225497	GALE	XM_016956279.4	+	2	1	334	26	8	8	6	6	6	middle	middle	1.000	1.000	constitutive	constitutive	114	114	2
NC_072398.2	207581052	207581499	1	1	+	NC_072398.2	207581069	207581400	ASAP3	XM_016956228.4	+	1	2	17	99	20	21	6	6	3	middle	middle	1.000	0.500	constitutive	alternative	67	170	3
NC_072398.2	207581052	207581499	1	1	+	NC_072398.2	207581069	207581337	ASAP3	XM_016956230.3	+	1	2	17	162	20	21	6	6	3	middle	middle	1.000	0.500	constitutive	alternative	67	107	3
NC_072398.2	208419330	208419858	-1	1	-	NC_072398.2	208419356	208419783	EPHA8	XM_024356921.2	-	1	2	75	26	14	15	1	1	1	middle	middle	1.000	1.000	constitutive	constitutive	149	190	1
NC_072398.2	209133555	209134206	1	1	+	NC_072398.2	209133629	209134067	HSPG2	XM_016955956.4	+	1	2	74	139	11	12	5	5	5	middle	middle	1.000	1.000	constitutive	constitutive	131	144	5
NC_072398.2	209144296	209144704	2	1	+	NC_072398.2	209144345	209144670	HSPG2	XM_016955956.4	+	2	2	49	34	28	29	5	5	5	middle	middle	1.000	1.000	constitutive	constitutive	113	127	5
NC_072398.2	209158784	209159294	3	1	+	NC_072398.2	209158820	209159220	HSPG2	XM_016955956.4	+	3	2	36	74	41	42	5	5	5	middle	middle	1.000	1.000	constitutive	constitutive	58	167	5
NC_072398.2	209163341	209164457	3	1	+	NC_072398.2	209163610	209164445	HSPG2	XM_016955956.4	+	3	2	269	12	48	50	5	5	5	middle	middle	1.000	1.000	constitutive	constitutive	142	154	5
NC_072398.2	209170842	209171448	1	1	+	NC_072398.2	209170954	209171358	HSPG2	XM_016955956.4	+	1	2	112	90	61	62	5	5	5	middle	middle	1.000	1.000	constitutive	constitutive	135	151	5
NC_072398.2	209185047	209185578	1	1	+	NC_072398.2	209185076	209185534	HSPG2	XM_016955956.4	+	1	2	29	44	79	80	5	5	5	middle	middle	1.000	1.000	constitutive	constitutive	109	147	5
NC_072398.2	209187317	209187923	3	1	+	NC_072398.2	209187435	209187782	HSPG2	XM_016955956.4	+	3	2	118	141	84	85	5	4	4	middle	middle	0.800	0.800	alternative	alternative	99	109	4
NC_072398.2	209194169	209194886	3	1	+	NC_072398.2	209194391	209194885	HSPG2	XM_016955956.4	+	3	2	222	1	94	96	5	4	4	middle	middle	0.800	0.800	alternative	alternative	78	83	4
NC_072398.2	20978191	20978767	-3	1	-	NC_072398.2	20978193	20978691	OBSCN	XM_016940272.4	-	3	2	76	2	112	113	41	35	35	middle	middle	0.854	0.854	alternative	alternative	81	239	35
NC_072398.2	209909617	209910421	2	1	+	NC_072398.2	209909936	209909986	ECE1	XM_001162780.7	+	2	1	319	435	1	1	9	1	1	first	first	0.111	0.111	unique	unique	50	50	1
NC_072398.2	209909617	209910421	2	1	+	NC_072398.2	209910168	209910254	ECE1	XM_063804517.1	+	2	1	551	167	2	2	9	1	1	middle	middle	0.111	0.111	unique	unique	86	86	1
NC_072398.2	21018103	21018751	-3	1	-	NC_072398.2	21018212	21018591	OBSCN	XM_016940272.4	-	3	2	160	109	77	78	41	41	41	middle	middle	1.000	1.000	constitutive	constitutive	122	139	41
NC_072398.2	210546134	210546584	3	1	+	NC_072398.2	210546244	210546583	DDOST	XM_001161661.5	+	3	2	110	1	4	5	1	1	1	middle	middle	1.000	1.000	constitutive	constitutive	103	94	1
NC_072398.2	210549020	210549563	3	1	+	NC_072398.2	210549039	210549389	DDOST	XM_001161661.5	+	3	2	19	174	9	10	1	1	1	middle	middle	1.000	1.000	constitutive	constitutive	120	106	1
NC_072398.2	21074611	21075598	-3	1	-	NC_072398.2	21074776	21075393	OBSCN	XM_016940272.4	-	3	2	205	165	33	34	41	41	41	middle	middle	1.000	1.000	constitutive	constitutive	266	266	41
NC_072398.2	21077462	21078257	-2	1	-	NC_072398.2	21077717	21078070	OBSCN	XM_016940272.4	-	2	2	187	255	28	29	41	41	41	middle	middle	1.000	1.000	constitutive	constitutive	161	104	41
NC_072398.2	21138263	21139532	-2	1	-	NC_072398.2	21138314	21139453	OBSCN	XM_016940272.4	-	2	2	79	51	5	6	41	41	41	middle	middle	1.000	1.000	constitutive	constitutive	266	281	41
NC_072398.2	211891146	211891746	1	1	+	NC_072398.2	211891193	211891677	AKR7A2	XM_001163068.7	+	1	2	47	69	2	3	2	2	1	middle	middle	1.000	0.500	constitutive	unique	187	104	1
NC_072398.2	211891146	211891746	1	1	+	NC_072398.2	211891193	211891380	AKR7A2	XM_063785489.1	+	1	1	47	366	2	2	2	2	2	middle	middle	1.000	1.000	constitutive	constitutive	187	187	1
NC_072398.2	211913370	211913967	1	1	+	NC_072398.2	211913414	211913898	AKR7A3	XM_016938180.3	+	1	2	44	69	2	3	2	2	1	middle	middle	1.000	0.500	constitutive	unique	187	104	1
NC_072398.2	211913370	211913967	1	1	+	NC_072398.2	211913414	211913601	AKR7A3	XM_016938218.3	+	1	1	44	366	2	2	2	2	2	middle	middle	1.000	1.000	constitutive	constitutive	187	187	1
NC_072398.2	211928805	211929447	1	1	+	NC_072398.2	211928894	211929378	LOC742959	XM_024354779.3	+	1	2	89	69	2	3	5	5	3	middle	middle	1.000	0.600	constitutive	alternative	187	104	3
NC_072398.2	211928805	211929447	1	1	+	NC_072398.2	211928894	211929081	LOC742959	XM_024354780.3	+	1	1	89	366	2	2	5	5	5	middle	middle	1.000	1.000	constitutive	constitutive	187	187	2
NC_072398.2	212000869	212001334	2	1	+	NC_072398.2	212000900	212001286	UBR4	XM_009449501.5	+	2	2	31	48	4	5	23	23	23	middle	middle	1.000	1.000	constitutive	constitutive	129	139	23
NC_072398.2	21256505	21256925	3	1	+	NC_072398.2	21256529	21256907	C1H1orf35	XM_016940227.3	+	3	2	24	18	3	5	3	2	2	middle	middle	0.667	0.667	alternative	alternative	45	72	2
NC_072398.2	21256505	21256925	3	1	+	NC_072398.2	21256657	21256739	C1H1orf35	XM_016940229.3	+	3	1	152	186	4	4	3	1	1	middle	middle	0.333	0.333	unique	unique	82	82	1
NC_072398.2	214215110	214215500	3	1	+	NC_072398.2	214215135	214215423	ATP13A2	XM_016954962.4	+	3	2	25	77	9	10	19	12	19	middle	middle	0.632	1.000	alternative	constitutive	134	66	12
NC_072398.2	214215110	214215500	3	1	+	NC_072398.2	214215162	214215423	ATP13A2	XM_016954973.4	+	3	2	52	77	9	10	19	7	19	middle	middle	0.368	1.000	alternative	constitutive	107	66	7
NC_072398.2	214219044	214219803	1	1	+	NC_072398.2	214219166	214219689	ATP13A2	XM_016954962.4	+	1	3	122	114	13	15	19	19	19	middle	middle	1.000	1.000	constitutive	constitutive	110	188	19
NC_072398.2	214225381	214226212	2	1	+	NC_072398.2	214225389	214225789	ATP13A2	XM_016954962.4	+	2	2	8	423	21	22	19	19	16	middle	middle	1.000	0.842	constitutive	alternative	160	116	16
NC_072398.2	214225381	214226212	2	1	+	NC_072398.2	214225389	214225549	ATP13A2	XM_016954983.4	+	2	1	8	663	21	21	19	19	19	middle	middle	1.000	1.000	constitutive	constitutive	160	160	3
NC_072398.2	215260035	215261013	1	1	+	NC_072398.2	215260129	215260668	ZBTB17	NM_001280199.1	+	1	2	94	345	6	7	19	19	19	middle	middle	1.000	1.000	constitutive	constitutive	142	300	19
NC_072398.2	215262494	215262992	3	1	+	NC_072398.2	215262544	215262992	ZBTB17	NM_001280199.1	+	3	2	50	0	13	14	19	10	19	middle	last	0.526	1.000	alternative	constitutive	89	280	10
NC_072398.2	215262494	215262992	3	1	+	NC_072398.2	215262523	215262992	ZBTB17	XM_009448713.4	+	3	2	29	0	14	15	19	9	19	middle	last	0.474	1.000	alternative	constitutive	110	280	9
NC_072398.2	220312902	220313394	1	1	+	NC_072398.2	220313104	220313349	MAD2L2	XM_001138745.7	+	1	2	202	45	1	2	3	3	3	first	middle	1.000	1.000	constitutive	constitutive	39	118	3
NC_072398.2	220336162	220336666	-3	1	-	NC_072398.2	220336193	220336328	FBXO44	XM_001138245.7	-	3	1	338	31	4	4	21	9	9	middle	middle	0.429	0.429	alternative	alternative	135	135	9
NC_072398.2	220336162	220336666	-3	1	-	NC_072398.2	220336436	220336531	FBXO44	XM_016953995.4	-	3	1	135	274	3	3	21	6	6	middle	middle	0.286	0.286	alternative	alternative	95	95	6
NC_072398.2	220938359	220939730	3	1	+	NC_072398.2	220938852	220939568	SRM	XM_514381.7	+	3	2	493	162	1	2	1	1	1	first	middle	1.000	1.000	constitutive	constitutive	166	120	1
NC_072398.2	222271839	222272259	-1	1	-	NC_072398.2	222271841	222272233	PIK3CD	XM_016953669.4	-	1	2	26	2	14	15	29	29	29	middle	middle	1.000	1.000	constitutive	constitutive	99	178	29
NC_072398.2	222276860	222277574	-2	1	-	NC_072398.2	222276888	222277556	PIK3CD	XM_016953669.4	-	2	2	18	28	4	5	29	23	15	middle	middle	0.793	0.517	alternative	alternative	179	149	15
NC_072398.2	222276860	222277574	-2	1	-	NC_072398.2	222276888	222277556	PIK3CD	XM_054662618.2	-	2	2	18	28	4	5	29	23	8	middle	middle	0.793	0.276	alternative	alternative	179	62	8
NC_072398.2	222276860	222277574	-2	1	-	NC_072398.2	222276888	222277026	PIK3CD	XM_063786556.1	-	2	1	548	28	2	2	29	6	6	middle	middle	0.207	0.207	alternative	alternative	138	138	6
NC_072398.2	225411866	225412436	-2	1	-	NC_072398.2	225411950	225412332	ZBTB48	XM_003307788.5	-	2	2	104	84	7	8	4	4	4	middle	middle	1.000	1.000	constitutive	constitutive	136	164	4
NC_072398.2	225524027	225524522	3	1	+	NC_072398.2	225524120	225524521	PLEKHG5	XM_016953161.3	+	3	2	93	1	5	6	8	8	8	middle	middle	1.000	1.000	constitutive	constitutive	60	91	8
NC_072398.2	225527552	225528203	3	1	+	NC_072398.2	225527763	225528083	PLEKHG5	XM_016953161.3	+	3	2	211	120	12	13	8	8	8	middle	middle	1.000	1.000	constitutive	constitutive	50	149	8
NC_072398.2	225547231	225548080	-3	1	-	NC_072398.2	225547529	225548022	ESPN	XM_016953118.4	-	3	2	58	298	10	11	10	10	10	middle	middle	1.000	1.000	constitutive	constitutive	145	263	10
NC_072398.2	225558711	225559446	-1	1	-	NC_072398.2	225558853	225559408	ESPN	XM_016953118.4	-	1	2	38	142	3	4	10	6	6	middle	middle	0.600	0.600	alternative	alternative	186	182	6
NC_072398.2	225855533	225856160	3	1	+	NC_072398.2	225855598	225855764	CHD5	XM_016953031.4	+	3	1	65	396	8	8	5	4	4	middle	middle	0.800	0.800	alternative	alternative	166	166	4
NC_072398.2	225855533	225856160	3	1	+	NC_072398.2	225855935	225856133	CHD5	XM_054662072.2	+	3	1	402	27	4	4	5	1	1	middle	middle	0.200	0.200	unique	unique	198	198	1
NC_072398.2	225875895	225876807	1	1	+	NC_072398.2	225875956	225876526	CHD5	XM_016953031.4	+	1	2	61	281	23	24	5	5	5	middle	middle	1.000	1.000	constitutive	constitutive	231	110	5
NC_072398.2	228317219	228318197	-2	1	-	NC_072398.2	228317319	228318047	CCDC27	NM_001279930.1	-	2	3	150	100	7	9	3	1	3	middle	middle	0.333	1.000	unique	constitutive	98	130	1
NC_072398.2	228317219	228318197	-2	1	-	NC_072398.2	228317319	228318047	CCDC27	XM_016958372.4	-	2	2	150	100	7	8	3	2	3	middle	middle	0.667	1.000	alternative	constitutive	366	130	2
NC_072398.2	228577408	228578002	2	1	+	NC_072398.2	228577506	228577850	MEGF6	XM_024355909.3	+	2	2	98	152	16	17	7	7	7	middle	middle	1.000	1.000	constitutive	constitutive	134	134	7
NC_072398.2	229395117	229396293	-1	1	-	NC_072398.2	229396063	229396149	PRXL2B	XM_003307773.4	-	1	1	144	946	6	6	8	2	2	middle	middle	0.250	0.250	alternative	alternative	86	86	2
NC_072398.2	229395117	229396293	-1	1	-	NC_072398.2	229395118	229395622	PRXL2B	XM_009446846.5	-	1	1	671	1	7	7	8	1	1	last	last	0.125	0.125	unique	unique	504	504	1
NC_072398.2	229487866	229488910	-3	1	-	NC_072398.2	229487956	229488663	PLCH2	XM_063805933.1	-	3	3	247	90	17	19	4	4	4	middle	middle	1.000	1.000	constitutive	constitutive	124	146	4
NC_072398.2	229696334	229696760	-2	1	-	NC_072398.2	229696336	229696754	SKI	XM_016952511.4	-	2	2	6	2	2	3	2	2	2	middle	middle	1.000	1.000	constitutive	constitutive	125	115	2
NC_072398.2	230085854	230086358	3	1	+	NC_072398.2	230085866	230086242	CFAP74	XM_024355833.3	+	3	2	12	116	28	29	2	2	2	middle	middle	1.000	1.000	constitutive	constitutive	134	109	2
NC_072398.2	230094739	230095522	2	1	+	NC_072398.2	230094976	230095522	TMEM52	XM_016952457.2	+	2	2	237	0	4	5	3	3	3	middle	last	1.000	1.000	constitutive	constitutive	178	277	3
NC_072398.2	230322198	230323053	-1	1	-	NC_072398.2	230322245	230322942	MMP23	XM_016952309.4	-	1	2	111	47	1	2	1	1	1	first	middle	1.000	1.000	constitutive	constitutive	155	130	1
NC_072398.2	230326688	230328143	-2	1	-	NC_072398.2	230326791	230327955	MIB2	XM_024355747.3	-	2	2	188	103	14	16	50	50	50	middle	middle	1.000	1.000	constitutive	constitutive	156	126	50
NC_072398.2	230420355	230420856	1	1	+	NC_072398.2	230420421	230420856	TMEM240	XM_016952210.3	+	1	2	66	0	3	4	1	1	1	middle	last	1.000	1.000	constitutive	constitutive	208	145	1
NC_072398.2	230430652	230431135	-3	1	-	NC_072398.2	230430893	230430944	LOC457200	XM_016952170.4	-	3	1	191	241	11	11	4	3	3	middle	middle	0.750	0.750	alternative	alternative	51	51	3
NC_072398.2	230430652	230431135	-3	1	-	NC_072398.2	230430653	230430944	LOC457200	XM_063787507.1	-	3	2	191	1	12	13	4	1	1	middle	last	0.250	0.250	unique	unique	109	94	1
