clade	species	start	end	gc_content	gc_stretch_count
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	1920	1980	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	1950	2010	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	1980	2040	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2010	2070	0.6667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2040	2100	0.6667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2070	2130	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2100	2160	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2130	2190	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2160	2220	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2190	2250	0.5667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2220	2280	0.5333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2250	2310	0.55	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2280	2340	0.5667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2310	2370	0.5667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2340	2400	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2370	2430	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2400	2460	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2430	2490	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2460	2520	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2490	2550	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2520	2580	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2550	2610	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2580	2640	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2610	2670	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2640	2700	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2670	2730	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2700	2760	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2730	2790	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2760	2820	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2790	2850	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2820	2880	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2850	2910	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2880	2940	0.65	1
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2910	2970	0.65	1
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2940	3000	0.5667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	2970	3030	0.5667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3000	3060	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3030	3090	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3060	3120	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3090	3150	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3120	3180	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3150	3210	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3180	3240	0.5667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3210	3270	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3240	3300	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3270	3330	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3300	3360	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3330	3390	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3360	3420	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3390	3450	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3420	3480	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3450	3510	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3480	3540	0.5667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3510	3570	0.5667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3540	3600	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3570	3630	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3600	3660	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3630	3690	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3660	3720	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3690	3750	0.6667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3720	3780	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3750	3810	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3780	3840	0.6667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3810	3870	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3840	3900	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3870	3930	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3900	3960	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3930	3990	0.5667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3960	4020	0.5667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	3990	4050	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4020	4080	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4050	4110	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4080	4140	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4110	4170	0.5667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4140	4200	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4170	4230	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4200	4260	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4230	4290	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4260	4320	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4290	4350	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4320	4380	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4350	4410	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4380	4440	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4410	4470	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4440	4500	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4470	4530	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4500	4560	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4530	4590	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4560	4620	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4590	4650	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4620	4680	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4650	4710	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4680	4740	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4710	4770	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4740	4800	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4770	4830	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4800	4860	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4830	4890	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4860	4920	0.6667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4890	4950	0.6667	1
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4920	4980	0.65	1
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4950	5010	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	4980	5040	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5010	5070	0.55	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5040	5100	0.5667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5070	5130	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5100	5160	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5130	5190	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5160	5220	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5190	5250	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5220	5280	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5250	5310	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5280	5340	0.55	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5310	5370	0.55	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5340	5400	0.55	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5370	5430	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5400	5460	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5430	5490	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5460	5520	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5490	5550	0.5667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5520	5580	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5550	5610	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5580	5640	0.6667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5610	5670	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5640	5700	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5670	5730	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5700	5760	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5730	5790	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5760	5820	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5790	5850	0.5667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5820	5880	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5850	5910	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5880	5940	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5910	5970	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5940	6000	0.5333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	5970	6030	0.55	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6000	6060	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6030	6090	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6060	6120	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6090	6150	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6120	6180	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6150	6210	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6180	6240	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6210	6270	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6240	6300	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6270	6330	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6300	6360	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6330	6390	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6360	6420	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6390	6450	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6420	6480	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6450	6510	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6480	6540	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6510	6570	0.6	1
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6540	6600	0.6333	1
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6570	6630	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6600	6660	0.65	1
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6630	6690	0.65	1
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6660	6720	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6690	6750	0.5667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6720	6780	0.5667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6750	6810	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6780	6840	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6810	6870	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6840	6900	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6870	6930	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6900	6960	0.6167	1
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6930	6990	0.6	1
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6960	7020	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	6990	7050	0.7167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7020	7080	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7050	7110	0.55	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7080	7140	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7110	7170	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7140	7200	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7170	7230	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7200	7260	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7230	7290	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7260	7320	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7290	7350	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7320	7380	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7350	7410	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7380	7440	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7410	7470	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7440	7500	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7470	7530	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7500	7560	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7530	7590	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7560	7620	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7590	7650	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7620	7680	0.6667	1
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7650	7710	0.6667	1
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7680	7740	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7710	7770	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7740	7800	0.6333	1
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7770	7830	0.6	1
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7800	7860	0.5667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7830	7890	0.55	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7860	7920	0.5333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7890	7950	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7920	7980	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7950	8010	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	7980	8040	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8010	8070	0.6667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8040	8100	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8070	8130	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8100	8160	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8130	8190	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8160	8220	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8190	8250	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8220	8280	0.6667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8250	8310	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8280	8340	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8310	8370	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8340	8400	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8370	8430	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8400	8460	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8430	8490	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8460	8520	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8490	8550	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8520	8580	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8550	8610	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8580	8640	0.5667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8610	8670	0.6	1
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8640	8700	0.6167	1
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8670	8730	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8700	8760	0.5333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8730	8790	0.55	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8760	8820	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8790	8850	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8820	8880	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8850	8910	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8880	8940	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8910	8970	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8940	9000	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	8970	9030	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9000	9060	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9030	9090	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9060	9120	0.5667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9090	9150	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9120	9180	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9150	9210	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9180	9240	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9210	9270	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9240	9300	0.6	1
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9270	9330	0.6167	1
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9300	9360	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9330	9390	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9360	9420	0.6667	1
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9390	9450	0.65	1
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9420	9480	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9450	9510	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9480	9540	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9510	9570	0.6167	1
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9540	9600	0.6167	1
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9570	9630	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9600	9660	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9630	9690	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9660	9720	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9690	9750	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9720	9780	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9750	9810	0.6	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9780	9840	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9810	9870	0.6167	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9840	9900	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9870	9930	0.6667	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9900	9960	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9930	9990	0.6333	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9960	10020	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	9990	10050	0.5833	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	10020	10080	0.65	0
NC_072397.2	3::NC_072397.2:5037707-5054327(+)	10050	10110	0.6667	0
