clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_CCT	codon_AAC	codon_ACC	codon_CTA	codon_CCC	codon_GGG	codon_TTA	codon_GTT	codon_AGG	codon_GTA	codon_GGT	codon_TAC	codon_TTG	codon_AGC	codon_TTT	codon_AAA	codon_CGG	codon_GGC	codon_AAG	codon_CGT	codon_ACG	codon_CTT	codon_CCA	codon_CAA	codon_TGG	codon_TTC	codon_TCG	codon_CTG	codon_TCT	codon_GTC	codon_CTC	codon_ATC	codon_TGT	codon_GTG	codon_GAC	codon_TCC	codon_ACT	codon_GCC	codon_CAT	codon_TGC	codon_CCG	codon_GCA	codon_TCA	codon_ACA	codon_GAA	codon_GAT	codon_CAG	codon_CGA	codon_CGC	codon_GCT	codon_ATT	codon_AGA	codon_GCG	codon_GAG	codon_GGA	codon_ATG	codon_TAT	codon_CAC	codon_ATA	codon_AAT	codon_AGT
NC_072439.2	2::NC_072439.2:106244536-106255399(+)	10863	False	0.5	0						1810.0	1810.0				1.0																																																		
NC_072438.2	-3::NC_072438.2:4901-13502(-)	8601	False	0.5238	0						483.0	484.0	744.0	950.0		1.0																			205.0																															
NC_072438.2	1::NC_072438.2:4902-13503(+)	8601	False	0.5238	0	484.0	484.0	949.0	744.0																		1.0						205.0																																	
NC_072429.2	-1::NC_072429.2:1356-11205(-)	9849	False	0.5161	0						70.0	69.0	1414.0	1571.0	1.0	1.0																																							157.0											
NC_072429.2	2::NC_072429.2:1357-11206(+)	9849	False	0.5162	0	70.0	69.0	1415.0	1571.0	1.0																																	157.0																							
NC_072429.2	1::NC_072429.2:1764-11199(+)	9435	False	0.5169	0	1571.0	1414.0			2.0							1.0		157.0																																															
NC_072429.2	-2::NC_072429.2:1769-11198(-)	9429	False	0.5168	0				157.0		1572.0	1414.0																																																						
NC_072433.2	-1::NC_072433.2:1798-13666(-)	11868	False	0.5161	0						1591.0	1399.0	386.0	385.0		1.0								1.0																								193.0																		
NC_072433.2	3::NC_072433.2:1799-13667(+)	11868	False	0.5162	0	1591.0	1399.0	385.0	385.0	1.0		1.0																												193.0		1.0																								
NC_072433.2	-3::NC_072433.2:4124-13673(-)	9549	False	0.5203	0						2.0	1.0	1397.0	1589.0																					193.0																															1.0
NC_072433.2	1::NC_072433.2:4125-13674(+)	9549	False	0.5204	0	1.0	1.0	1590.0	1397.0	1.0																							193.0																																	
NC_072433.2	-1::NC_072433.2:142576030-142584793(-)	8763	False	0.5079	0	1214.0	1204.0	229.0	206.0	9.0											1.0												20.0							26.0						12.0																				
NC_072433.2	3::NC_072433.2:142576031-142584794(+)	8763	False	0.5079	0						1233.0	1205.0	206.0	226.0		2.0																9.0			23.0						9.0							8.0																		
NC_072433.2	-2::NC_072433.2:142577574-142585212(-)	7638	False	0.4999	0	70.0	71.0	1202.0	1203.0																																																									
NC_072433.2	2::NC_072433.2:142577575-142585213(+)	7638	False	0.4997	0						69.0	70.0	1202.0	1203.0		1.0				1.0																																														
NC_072447.2	1::NC_072447.2:158205435-158213472(+)	8037	False	0.7244	0	89.0		21.0		61.0	178.0		3.0	59.0		56.0	1.0		2.0	9.0		176.0	235.0		3.0	59.0	71.0	50.0	1.0	63.0	80.0	2.0	4.0	24.0		164.0			34.0	64.0	135.0	49.0	60.0	4.0	4.0	98.0	72.0	57.0			39.0	100.0	9.0	50.0	72.0	5.0	104.0	101.0	72.0	32.0	27.0		76.0	3.0		1.0
NC_072447.2	3::NC_072447.2:158205572-158215793(+)	10221	False	0.725	1	118.0		3.0		95.0	233.0		1.0	96.0	1.0	44.0			1.0	11.0		205.0	300.0	1.0	2.0	64.0	96.0	54.0	1.0	109.0	93.0	5.0	5.0	32.0	2.0	187.0	1.0		60.0	78.0	181.0	65.0	89.0	7.0	15.0	124.0	80.0	91.0	2.0		41.0	127.0	25.0	72.0	95.0	8.0	144.0	113.0	75.0	43.0	19.0		92.0	1.0		
NC_072447.2	-3::NC_072447.2:165562296-165571041(-)	8745	False	0.4998	0	236.0	237.0	1219.0	1221.0	1.0											1.0																																													
NC_072447.2	2::NC_072447.2:165562297-165571042(+)	8745	False	0.4997	0						235.0	236.0	1219.0	1221.0		2.0				2.0																																														
NC_072442.2	-3::NC_072442.2:72967619-72975500(-)	7881	False	0.5002	0	907.0	907.0	406.0	406.0	1.0																																																								
NC_072442.2	1::NC_072442.2:72967620-72975501(+)	7881	False	0.5001	0						907.0	907.0	406.0	406.0		1.0																																																		
NC_072443.2	-2::NC_072443.2:36411550-36419173(-)	7623	False	0.7278	0	78.0		1.0	1.0	66.0	185.0		3.0	70.0		24.0			2.0	6.0		168.0	233.0			41.0	89.0	43.0		57.0	109.0	5.0	12.0	27.0		112.0	1.0		23.0	62.0	112.0	53.0	65.0	5.0	8.0	100.0	63.0	64.0	3.0		24.0	92.0	5.0	60.0	79.0	3.0	97.0	95.0	59.0	45.0	11.0		79.0			1.0
NC_072443.2	-3::NC_072443.2:36413199-36425472(-)	12273	False	0.7279	1	108.0	1.0	7.0	1.0	104.0	282.0		3.0	108.0	2.0	48.0	2.0	3.0	6.0	8.0		287.0	376.0		2.0	85.0	135.0	52.0	1.0	55.0	162.0	7.0	11.0	52.0		219.0	2.0	3.0	36.0	85.0	195.0	106.0	91.0	10.0	19.0	158.0	120.0	96.0	3.0	1.0	31.0	162.0	4.0	94.0	104.0	5.0	141.0	174.0	119.0	66.0	32.0		106.0			1.0
NC_072443.2	-3::NC_072443.2:95081058-95091126(-)	10068	False	0.5023	0	1660.0	1660.0	7.0	6.0	11.0																		1.0																									11.0													
NC_072443.2	2::NC_072443.2:95081059-95091127(+)	10068	False	0.5022	0						1660.0	1660.0	7.0	6.0		12.0						11.0																																												
NC_072443.2	-1::NC_072443.2:95081159-95092469(-)	11310	False	0.5001	0	224.0	224.0	1660.0	1660.0	1.0																			1.0																																					
NC_072443.2	1::NC_072443.2:95081160-95092470(+)	11310	False	0.5	0						223.0	224.0	1660.0	1660.0		2.0														1.0																																				
NC_072431.2	2::NC_072431.2:73427017-73434565(+)	7548	False	0.7043	2	69.0	5.0	5.0		59.0	150.0		2.0	68.0	3.0	50.0	5.0	1.0	6.0	7.0		152.0	207.0	8.0	3.0	52.0	75.0	47.0	3.0	60.0	83.0	6.0	13.0	35.0	5.0	128.0	7.0		41.0	58.0	121.0	67.0	52.0	7.0	9.0	72.0	65.0	59.0	10.0	1.0	21.0	106.0	4.0	47.0	67.0	7.0	98.0	90.0	74.0	36.0	20.0		66.0	2.0	1.0	1.0
NC_072431.2	2::NC_072431.2:73463077-73471240(+)	8163	False	0.7053	2	68.0	1.0	12.0	2.0	73.0	176.0	1.0	2.0	79.0	4.0	41.0		2.0	5.0	14.0	2.0	171.0	212.0	2.0	5.0	51.0	100.0	43.0	6.0	58.0	90.0	11.0	15.0	37.0	3.0	128.0	3.0	4.0	47.0	59.0	130.0	60.0	67.0	10.0	17.0	78.0	67.0	74.0	8.0	6.0	11.0	119.0	8.0	57.0	64.0	10.0	99.0	93.0	71.0	44.0	23.0	2.0	69.0	2.0	1.0	4.0
NC_072431.2	3::NC_072431.2:73473386-73492376(+)	18990	False	0.7127	2	180.0	5.0	25.0	4.0	209.0	435.0	8.0	8.0	206.0	12.0	101.0	8.0		8.0	21.0		382.0	448.0	4.0	14.0	106.0	264.0	60.0	1.0	157.0	191.0	21.0	30.0	83.0	14.0	266.0	6.0	6.0	120.0	129.0	309.0	117.0	194.0	19.0	45.0	197.0	160.0	190.0	11.0		26.0	291.0	30.0	172.0	137.0	23.0	254.0	204.0	142.0	90.0	38.0	4.0	137.0			8.0
NC_072431.2	-3::NC_072431.2:73854899-73866491(-)	11592	False	0.7185	2	125.0		5.0	1.0	104.0	256.0		6.0	110.0	1.0	54.0	1.0	6.0	4.0	8.0		222.0	324.0	1.0	7.0	70.0	115.0	52.0	3.0	105.0	126.0	2.0	14.0	45.0	5.0	200.0			62.0	66.0	211.0	79.0	103.0	10.0	17.0	124.0	104.0	105.0	2.0	3.0	40.0	167.0	21.0	97.0	97.0	10.0	156.0	140.0	106.0	49.0	28.0		90.0			5.0
NC_072431.2	-2::NC_072431.2:97794432-97802028(-)	7596	False	0.4075	0	18.0		1.0	16.0	11.0		5.0	9.0		4.0	1.0	12.0	13.0		42.0	1.0		1.0	1.0	10.0		28.0	327.0	8.0	1.0	388.0	3.0	18.0	159.0	8.0	139.0	14.0	10.0			380.0	10.0	2.0	348.0	25.0	5.0	26.0	18.0	11.0		4.0	9.0	11.0		3.0	385.0		1.0			2.0	17.0	8.0	5.0	10.0	4.0
NC_072431.2	-1::NC_072431.2:97794469-97802284(-)	7815	False	0.4069	0	25.0		5.0	12.0	13.0		4.0	8.0		6.0		14.0	16.0	1.0	42.0					10.0		29.0	347.0	8.0		402.0	13.0	19.0	170.0	8.0	152.0	13.0	5.0	1.0		352.0	10.0	2.0	376.0	32.0	8.0	20.0	15.0	3.0	2.0	1.0	7.0	4.0		2.0	385.0					1.0	25.0	9.0	6.0	16.0	6.0
NC_072444.2	-2::NC_072444.2:24528065-24535631(-)	7566	False	0.7234	1	70.0	1.0	3.0	2.0	66.0	163.0		2.0	73.0	2.0	38.0		1.0	5.0	2.0		182.0	212.0	1.0	4.0	51.0	88.0	38.0	1.0	48.0	84.0	2.0	5.0	30.0	6.0	130.0	1.0		36.0	58.0	134.0	61.0	63.0	3.0	4.0	83.0	67.0	69.0	3.0	1.0	10.0	108.0	1.0	58.0	61.0	3.0	101.0	98.0	67.0	31.0	16.0		69.0	2.0	1.0	3.0
NC_072436.2	-2::NC_072436.2:124951166-124961546(-)	10380	False	0.5028	0	1573.0	1590.0	137.0	128.0	4.0																																1.0				17.0				1.0			8.0												1.0	
NC_072436.2	1::NC_072436.2:124951167-124961547(+)	10380	False	0.5027	0						1592.0	1573.0	136.0	128.0	2.0	2.0		1.0				8.0									17.0	1.0																																		
NC_072436.2	-3::NC_072436.2:124951297-124960594(-)	9297	False	0.5017	0			1548.0	1533.0	1.0																																											16.0											1.0		
NC_072436.2	3::NC_072436.2:124951298-124960595(+)	9297	False	0.5016	0								1548.0	1532.0		1.0						16.0																																		1.0										1.0
NC_072445.2	-3::NC_072445.2:4211-13022(-)	8811	False	0.4998	0						1245.0	1245.0	223.0	223.0						1.0																																														
NC_072445.2	1::NC_072445.2:4212-13023(+)	8811	False	0.4999	0	1245.0	1246.0	223.0	223.0																																																									
NC_072445.2	-2::NC_072445.2:5550-13683(-)	8133	False	0.5012	0						110.0	100.0	1246.0	1245.0																	10.0																																			
NC_072445.2	2::NC_072445.2:5551-13684(+)	8133	False	0.5013	0	99.0	110.0	1245.0	1245.0	1.0																																1.0				10.0																				
NC_072445.2	-2::NC_072445.2:78301740-78309384(-)	7644	False	0.5003	0	649.0	649.0	625.0	624.0	1.0																																																								
NC_072445.2	2::NC_072445.2:78301741-78309385(+)	7644	False	0.5001	0						649.0	648.0	624.0	624.0	1.0	1.0		1.0																																																
NC_072425.2	-2::NC_072425.2:2125-10321(-)	8196	False	0.5	0						99.0	100.0	1265.0	1265.0		2.0														1.0																																				
NC_072425.2	3::NC_072425.2:2126-10322(+)	8196	False	0.5001	0	100.0	100.0	1265.0	1265.0	1.0																			1.0																																					
NC_072425.2	-3::NC_072425.2:2724-13113(-)	10389	False	0.5015	0						1625.0	1615.0	107.0	106.0		1.0				1.0												6.0																2.0																		
NC_072425.2	2::NC_072425.2:2725-13114(+)	10389	False	0.5016	0	1617.0	1616.0	107.0	106.0	7.0																		2.0												8.0																										
NC_072425.2	1::NC_072425.2:86145657-86156364(+)	10707	False	0.7172	1	101.0		28.0		76.0	203.0			84.0		86.0	1.0		4.0			212.0	303.0		2.0	111.0	94.0	67.0	2.0	71.0	101.0	6.0	8.0	25.0	4.0	237.0	1.0		55.0	87.0	197.0	90.0	71.0	2.0	9.0	93.0	117.0	69.0	5.0		32.0	171.0	32.0	62.0	85.0	1.0	134.0	141.0	118.0	28.0	46.0		88.0	7.0		2.0
NC_072425.2	-1::NC_072425.2:160041992-160053038(-)	11046	False	0.5003	0	10.0	11.0	1825.0	1829.0	2.0									4.0									1.0																																						
NC_072425.2	1::NC_072425.2:160041993-160053039(+)	11046	False	0.5002	0						12.0	10.0	1825.0	1829.0		1.0				1.0							4.0																																							
NC_072425.2	-3::NC_072425.2:160042143-160053174(-)	11031	False	0.5001	0	1815.0	1810.0	22.0	22.0	2.0							1.0				1.0			4.0																																										
NC_072425.2	2::NC_072425.2:160042144-160053169(+)	11025	False	0.5	0						1811.0	1815.0	22.0	22.0		1.0							4.0																																											
NC_072423.2	2::NC_072423.2:37-11296(+)	11259	False	0.5	1	632.0	632.0	1244.0	1243.0	1.0																																																				1.0				
NC_072423.2	-2::NC_072423.2:51-11295(-)	11244	False	0.5001	0						633.0	632.0	1241.0	1241.0	1.0																																																			
NC_072423.2	-3::NC_072423.2:4127-13097(-)	8970	False	0.5002	1						1216.0	1215.0	279.0	279.0		1.0																																																		
NC_072423.2	1::NC_072423.2:4128-13098(+)	8970	False	0.5003	1	1215.0	1215.0	279.0	279.0	2.0																																																								
NC_072423.2	-2::NC_072423.2:167641908-167651931(-)	10023	False	0.5037	0	1457.0	1457.0	213.0	177.0	1.0																										36.0																														
NC_072423.2	2::NC_072423.2:167641909-167651932(+)	10023	False	0.5036	0						1457.0	1457.0	177.0	213.0		1.0																							36.0																											
NC_072423.2	-3::NC_072423.2:167643224-167653856(-)	10632	False	0.5	0	321.0	321.0	1451.0	1451.0																																																									
NC_072423.2	1::NC_072423.2:167643225-167653857(+)	10632	False	0.4999	0						320.0	321.0	1451.0	1451.0		1.0																																																		
