chr	start	end	frame	filler	strand	chr	first_exon_start	last_exon_end	gene	transcript	exon_strand	exon_frame	exon_count	upstream_len_in_scfr	downstream_len_in_scfr	first_exon_number	last_exon_number	gene_tx_count	first_exon_tx_count	last_exon_tx_count	first_exon_order	last_exon_order	first_exon_sharing	last_exon_sharing	first_exon_splicing	last_exon_splicing	first_exon_overlap	last_exon_overlap	merged_txs
NC_060925.1	153067986	153068352	-1	1	-	NC_060925.1	153068208	153068325	DENND4B	NM_001367466.1	-	1	1	27	222	25	25	14	12	12	middle	middle	0.857	0.857	alternative	alternative	117	117	12
NC_060925.1	153067986	153068352	-1	1	-	NC_060925.1	153067987	153068325	DENND4B	XM_054339920.1	-	1	2	27	1	24	25	14	1	1	middle	last	0.071	0.071	unique	unique	41	131	1
NC_060925.1	15383251	15383749	-3	1	-	NC_060925.1	15383252	15383700	ZBTB17	NM_001242884.2	-	3	2	49	1	12	13	10	5	10	middle	last	0.500	1.000	alternative	constitutive	89	280	5
NC_060925.1	15383251	15383749	-3	1	-	NC_060925.1	15383252	15383721	ZBTB17	NM_001287603.2	-	3	2	28	1	13	14	10	5	10	middle	last	0.500	1.000	alternative	constitutive	110	280	5
NC_060925.1	15385234	15386212	-3	1	-	NC_060925.1	15385580	15386119	ZBTB17	NM_001242884.2	-	3	2	93	346	5	6	10	10	10	middle	middle	1.000	1.000	constitutive	constitutive	142	300	10
NC_060925.1	154105208	154105970	-2	1	-	NC_060925.1	154105307	154105878	SHC1	NM_001130040.2	-	2	3	92	99	8	10	42	32	19	middle	middle	0.762	0.452	alternative	alternative	198	134	13
NC_060925.1	154105208	154105970	-2	1	-	NC_060925.1	154105307	154105878	SHC1	NM_001130041.2	-	2	3	92	99	8	10	42	32	23	middle	middle	0.762	0.548	alternative	alternative	198	131	19
NC_060925.1	154105208	154105970	-2	1	-	NC_060925.1	154105307	154105905	SHC1	XM_054338218.1	-	2	3	65	99	8	10	42	10	19	middle	middle	0.238	0.452	alternative	alternative	225	134	6
NC_060925.1	154105208	154105970	-2	1	-	NC_060925.1	154105307	154105905	SHC1	XM_054338219.1	-	2	3	65	99	8	10	42	10	23	middle	middle	0.238	0.548	alternative	alternative	225	131	4
NC_060925.1	154170539	154171199	-2	1	-	NC_060925.1	154170545	154171147	DCST2	NM_144622.3	-	2	2	52	6	4	5	5	2	4	middle	middle	0.400	0.800	alternative	alternative	197	65	2
NC_060925.1	154170539	154171199	-2	1	-	NC_060925.1	154170545	154171028	DCST2	XM_054334346.1	-	2	2	171	6	1	2	5	2	4	first	middle	0.400	0.800	alternative	alternative	78	65	2
NC_060925.1	154185218	154185641	3	1	+	NC_060925.1	154185269	154185596	DCST1	NM_001143687.2	+	3	2	51	45	9	10	2	2	2	middle	middle	1.000	1.000	constitutive	constitutive	99	95	2
NC_060925.1	154191914	154192163	3	1	+	NC_060925.1	154191916	154192162	ADAM15	NM_001261466.2	+	3	2	2	1	2	3	9	1	1	middle	middle	0.111	0.111	unique	unique	28	106	1
NC_060925.1	154200096	154200900	1	1	+	NC_060925.1	154200150	154200219	ADAM15	NM_001261464.2	+	1	1	54	681	19	19	9	6	6	middle	middle	0.667	0.667	alternative	alternative	69	69	3
NC_060925.1	154200096	154200900	1	1	+	NC_060925.1	154200150	154200876	ADAM15	NM_207194.3	+	1	2	54	24	19	20	9	6	2	middle	middle	0.667	0.222	alternative	alternative	69	74	2
NC_060925.1	154200096	154200900	1	1	+	NC_060925.1	154200150	154200876	ADAM15	NM_207196.3	+	1	2	54	24	19	20	9	6	1	middle	middle	0.667	0.111	alternative	unique	69	71	1
NC_060925.1	154225461	154225914	1	1	+	NC_060925.1	154225502	154225914	EFNA4-EFNA3	NM_001407761.1	+	1	2	41	0	4	5	1	1	1	middle	last	1.000	1.000	constitutive	constitutive	77	127	1
NC_060925.1	154225461	154225914	1	1	+	NC_060925.1	154225502	154225914	EFNA3	NM_004952.5	+	1	2	41	0	4	5	1	1	1	middle	last	1.000	1.000	constitutive	constitutive	77	127	1
NC_060925.1	154274958	154275348	1	1	+	NC_060925.1	154275268	154275347	SLC50A1	NM_001122839.2	+	1	1	310	1	1	1	17	4	4	first	first	0.235	0.235	alternative	alternative	79	79	4
NC_060925.1	154274958	154275348	1	1	+	NC_060925.1	154275028	154275036	SLC50A1	NM_001287590.2	+	1	1	70	312	1	1	17	2	2	first	first	0.118	0.118	alternative	alternative	8	8	2
NC_060925.1	154336696	154337197	-3	1	-	NC_060925.1	154336972	154337165	THBS3	NM_001252607.2	-	3	1	32	276	16	16	29	24	24	middle	middle	0.828	0.828	alternative	alternative	193	193	24
NC_060925.1	154336696	154337197	-3	1	-	NC_060925.1	154336697	154336783	THBS3	XM_054338545.1	-	3	1	414	1	18	18	29	1	1	last	last	0.034	0.034	unique	unique	86	86	1
NC_060925.1	154339554	154339767	-1	1	-	NC_060925.1	154339657	154339767	THBS3	NM_001252607.2	-	1	1	0	103	11	11	29	26	26	middle	middle	0.897	0.897	alternative	alternative	110	110	26
NC_060925.1	154339554	154339767	-1	1	-	NC_060925.1	154339555	154339567	THBS3	XM_054338550.1	-	1	1	200	1	13	13	29	1	1	last	last	0.034	0.034	unique	unique	12	12	1
NC_060925.1	154343364	154344018	-1	1	-	NC_060925.1	154343418	154343520	THBS3	NM_001252607.2	-	1	1	498	54	4	4	29	24	24	middle	middle	0.828	0.828	alternative	alternative	102	102	23
NC_060925.1	154343364	154344018	-1	1	-	NC_060925.1	154343418	154343628	THBS3	NM_001407559.1	-	1	2	390	54	1	2	29	1	24	first	middle	0.034	0.828	unique	alternative	5	102	1
NC_060925.1	154350368	154351157	3	1	+	NC_060925.1	154350690	154351130	MTX1	NM_002455.5	+	3	2	322	27	4	5	2	1	2	middle	middle	0.500	1.000	unique	constitutive	92	182	1
NC_060925.1	154350368	154351157	3	1	+	NC_060925.1	154350948	154351130	MTX1	NM_198883.3	+	3	1	580	27	4	4	2	2	2	middle	middle	1.000	1.000	constitutive	constitutive	182	182	1
NC_060925.1	154458069	154458531	1	1	+	NC_060925.1	154458151	154458468	FDPS	NM_001135821.2	+	1	2	82	63	8	9	7	7	7	middle	middle	1.000	1.000	constitutive	constitutive	77	134	7
NC_060925.1	154750506	154750893	1	1	+	NC_060925.1	154750548	154750881	MSTO1	NM_001256532.1	+	1	2	42	12	7	8	36	32	36	middle	middle	0.889	1.000	alternative	constitutive	117	134	32
NC_060925.1	154750506	154750893	1	1	+	NC_060925.1	154750531	154750881	MSTO1	NM_001350784.1	+	1	2	25	12	1	2	36	4	36	first	middle	0.111	1.000	alternative	constitutive	134	134	4
NC_060925.1	154751957	154752353	3	1	+	NC_060925.1	154751990	154752331	MSTO1	NM_001350773.1	+	3	2	33	22	12	13	36	7	5	middle	middle	0.194	0.139	alternative	alternative	141	109	5
NC_060925.1	154751957	154752353	3	1	+	NC_060925.1	154751990	154752298	MSTO1	XM_054337361.1	+	3	2	33	55	12	13	36	7	2	middle	middle	0.194	0.056	alternative	alternative	141	76	2
NC_060925.1	155273217	155274012	1	1	+	NC_060925.1	155273635	155273760	LMNA	NM_001257374.3	+	1	1	418	252	5	5	28	24	24	middle	middle	0.857	0.857	alternative	alternative	125	125	24
NC_060925.1	155273217	155274012	1	1	+	NC_060925.1	155273278	155273423	LMNA	NM_001406994.1	+	1	1	61	589	1	1	28	4	4	first	first	0.143	0.143	alternative	alternative	145	145	4
NC_060925.1	155313239	155313590	3	1	+	NC_060925.1	155313271	155313389	SEMA4A	NM_001193300.2	+	3	1	32	201	11	11	18	17	17	middle	middle	0.944	0.944	alternative	alternative	118	118	17
NC_060925.1	155313239	155313590	3	1	+	NC_060925.1	155313535	155313590	SEMA4A	XM_054338176.1	+	3	1	296	0	11	11	18	1	1	last	last	0.056	0.056	unique	unique	55	55	1
NC_060925.1	155380798	155381248	2	1	+	NC_060925.1	155381219	155381248	PMF1-BGLAP	NM_001199662.1	+	2	1	421	0	6	6	4	2	2	last	last	0.500	0.500	alternative	alternative	29	29	2
NC_060925.1	155380798	155381248	2	1	+	NC_060925.1	155381010	155381048	BGLAP	NM_199173.6	+	2	1	212	200	2	2	1	1	1	middle	middle	1.000	1.000	constitutive	constitutive	38	38	1
NC_060925.1	155381171	155381537	3	1	+	NC_060925.1	155381219	155381537	PMF1-BGLAP	NM_001199661.1	+	3	2	48	0	6	7	4	2	2	middle	last	0.500	0.500	alternative	alternative	69	47	2
NC_060925.1	155516563	155517028	2	1	+	NC_060925.1	155516599	155517008	RHBG	NM_001412175.1	+	2	2	36	20	3	4	3	3	3	middle	middle	1.000	1.000	constitutive	constitutive	150	147	3
NC_060925.1	155699899	155700220	-3	1	-	NC_060925.1	155699908	155700179	IQGAP3	NM_178229.5	-	3	2	41	9	6	7	10	8	8	middle	middle	0.800	0.800	alternative	alternative	67	113	8
NC_060925.1	155721069	155721513	1	1	+	NC_060925.1	155721245	155721513	TTC24	XM_054334791.1	+	1	2	176	0	4	5	9	1	1	middle	last	0.111	0.111	unique	unique	97	20	1
NC_060925.1	156060944	156061565	3	1	+	NC_060925.1	156061270	156061564	LRRC71	NM_144702.3	+	3	2	326	1	3	4	17	11	11	middle	middle	0.647	0.647	alternative	alternative	128	75	11
NC_060925.1	156235996	156236665	-3	1	-	NC_060925.1	156235998	156236380	ETV3L	NM_001004341.2	-	3	2	285	2	1	2	1	1	1	first	middle	1.000	1.000	constitutive	constitutive	57	237	1
NC_060925.1	156652640	156653039	-2	1	-	NC_060925.1	156652641	156652800	FCRL5	NM_001195388.2	-	2	1	239	1	17	17	7	1	1	last	last	0.143	0.143	unique	unique	159	159	1
NC_060925.1	156652640	156653039	-2	1	-	NC_060925.1	156652878	156652909	FCRL5	NM_031281.3	-	2	1	130	238	16	16	7	4	4	middle	middle	0.571	0.571	alternative	alternative	31	31	4
NC_060925.1	156934826	156935030	-2	1	-	NC_060925.1	156934937	156935008	FCRL1	NM_001159398.2	-	2	1	22	111	9	9	17	9	9	middle	middle	0.529	0.529	alternative	alternative	71	71	9
NC_060925.1	156934826	156935030	-2	1	-	NC_060925.1	156934828	156935008	FCRL1	XM_054334146.1	-	2	2	22	2	9	10	17	2	2	middle	middle	0.118	0.118	alternative	alternative	7	61	2
NC_060925.1	159886870	159887563	2	1	+	NC_060925.1	159886908	159887510	SLAMF7	NM_001282590.2	+	2	2	38	53	2	3	13	6	9	middle	middle	0.462	0.692	alternative	alternative	272	119	4
NC_060925.1	159886870	159887563	2	1	+	NC_060925.1	159886908	159887180	SLAMF7	NM_001282591.2	+	2	1	38	383	2	2	13	6	6	middle	middle	0.462	0.462	alternative	alternative	272	272	2
NC_060925.1	159886870	159887563	2	1	+	NC_060925.1	159886908	159887510	SLAMF7	NM_001282594.2	+	2	2	38	53	2	3	13	4	9	middle	middle	0.308	0.692	alternative	alternative	311	119	4
NC_060925.1	159886870	159887563	2	1	+	NC_060925.1	159886934	159887510	SLAMF7	NM_001282595.1	+	2	2	64	53	1	2	13	1	9	first	middle	0.077	0.692	unique	alternative	246	119	1
NC_060925.1	161071053	161071980	1	1	+	NC_060925.1	161071568	161071980	FCRLB	NM_001002901.4	+	1	1	515	0	6	6	6	2	2	last	last	0.333	0.333	alternative	alternative	412	412	2
NC_060925.1	161071053	161071980	1	1	+	NC_060925.1	161071169	161071314	FCRLB	NM_001288829.1	+	1	1	116	666	5	5	6	2	2	middle	middle	0.333	0.333	alternative	alternative	145	145	2
NC_060925.1	165114736	165115030	-3	1	-	NC_060925.1	165114840	165114985	TMCO1	NM_001256164.1	-	3	1	45	104	1	1	3	1	1	first	first	0.333	0.333	unique	unique	145	145	1
NC_060925.1	165114736	165115030	-3	1	-	NC_060925.1	165114763	165114832	TMCO1	NM_019026.6	-	3	1	198	27	1	1	3	1	1	first	first	0.333	0.333	unique	unique	69	69	1
NC_060925.1	16806284	16807040	-2	1	-	NC_060925.1	16806399	16806919	ATP13A2	NM_001141973.3	-	2	2	121	115	13	15	43	43	31	middle	middle	1.000	0.721	constitutive	alternative	110	188	31
NC_060925.1	16806284	16807040	-2	1	-	NC_060925.1	16806414	16806919	ATP13A2	XM_054335631.1	-	2	2	121	130	13	15	43	43	12	middle	middle	1.000	0.279	constitutive	alternative	110	173	12
NC_060925.1	16810590	16810980	-1	1	-	NC_060925.1	16810668	16810956	ATP13A2	NM_001141973.3	-	1	2	24	78	9	10	43	28	43	middle	middle	0.651	1.000	alternative	constitutive	134	66	28
NC_060925.1	16810590	16810980	-1	1	-	NC_060925.1	16810668	16810929	ATP13A2	XM_054335634.1	-	1	2	51	78	9	10	43	15	43	middle	middle	0.349	1.000	alternative	constitutive	107	66	15
NC_060925.1	17041128	17042067	1	1	+	NC_060925.1	17041458	17042052	PADI1	NM_013358.3	+	1	2	330	15	9	10	7	7	7	middle	middle	1.000	1.000	constitutive	constitutive	123	107	7
NC_060925.1	17049931	17050231	2	1	+	NC_060925.1	17049997	17050090	PADI1	XM_054336196.1	+	2	1	66	141	12	12	7	2	2	middle	middle	0.286	0.286	alternative	alternative	93	93	1
NC_060925.1	17049931	17050231	2	1	+	NC_060925.1	17049997	17050231	PADI1	XM_054336197.1	+	2	2	66	0	12	13	7	2	1	middle	last	0.286	0.143	alternative	unique	93	5	1
NC_060925.1	17051056	17051431	2	1	+	NC_060925.1	17051085	17051164	PADI1	NM_013358.3	+	2	1	29	267	14	14	7	3	3	middle	middle	0.429	0.429	alternative	alternative	79	79	3
NC_060925.1	17051056	17051431	2	1	+	NC_060925.1	17051213	17051431	PADI1	XM_054336196.1	+	2	1	157	0	13	13	7	1	1	last	last	0.143	0.143	unique	unique	218	218	1
NC_060925.1	1716809	1718090	3	1	+	NC_060925.1	1716970	1717229	LOC124905687	XM_047443626.1	+	3	1	161	861	2	2	13	3	3	middle	middle	0.231	0.231	alternative	alternative	259	259	3
NC_060925.1	1716809	1718090	3	1	+	NC_060925.1	1717597	1718071	LOC124905687	XM_047443627.1	+	3	1	788	19	3	3	13	4	4	middle	middle	0.308	0.308	alternative	alternative	474	474	4
NC_060925.1	1716809	1718090	3	1	+	NC_060925.1	1717557	1718071	LOC124905687	XM_047443628.1	+	3	1	748	19	2	2	13	2	2	middle	middle	0.154	0.154	alternative	alternative	514	514	2
NC_060925.1	1716809	1718090	3	1	+	NC_060925.1	1717597	1718071	LOC124905687	XM_047443629.1	+	3	2	788	19	3	4	13	1	1	middle	middle	0.077	0.077	unique	unique	172	85	1
NC_060925.1	1716809	1718090	3	1	+	NC_060925.1	1717013	1717229	LOC124905687	XM_047443636.1	+	3	1	204	861	2	2	13	1	1	middle	middle	0.077	0.077	unique	unique	216	216	1
NC_060925.1	1716809	1718090	3	1	+	NC_060925.1	1717041	1717229	LOC124905687	XM_047443637.1	+	3	1	232	861	1	1	13	2	2	first	first	0.154	0.154	alternative	alternative	188	188	2
NC_060925.1	1717977	1718385	1	1	+	NC_060925.1	1717986	1718071	LOC124905687	XM_047443626.1	+	1	1	9	314	4	4	13	5	5	middle	middle	0.385	0.385	alternative	alternative	85	85	4
NC_060925.1	1717977	1718385	1	1	+	NC_060925.1	1717986	1718385	LOC124905687	XM_047443632.1	+	1	2	9	0	4	5	13	5	1	middle	last	0.385	0.077	alternative	unique	85	247	1
NC_060925.1	182599205	182599733	3	1	+	NC_060925.1	182599377	182599728	LAMC2	NM_005562.3	+	3	2	172	5	21	22	11	10	9	middle	middle	0.909	0.818	alternative	alternative	158	99	9
NC_060925.1	182599205	182599733	3	1	+	NC_060925.1	182599377	182599733	LAMC2	NM_018891.3	+	3	2	172	0	21	22	11	10	1	middle	last	0.909	0.091	alternative	unique	158	104	1
NC_060925.1	19109345	19109942	-2	1	-	NC_060925.1	19109415	19109899	AKR7A3	NM_012067.3	-	2	2	43	70	2	3	3	3	3	middle	middle	1.000	1.000	constitutive	constitutive	187	104	3
NC_060925.1	19131623	19132223	-2	1	-	NC_060925.1	19131990	19132177	AKR7A2	NM_001320979.1	-	2	1	46	367	2	2	3	3	3	middle	middle	1.000	1.000	constitutive	constitutive	187	187	1
NC_060925.1	19131623	19132223	-2	1	-	NC_060925.1	19131693	19132177	AKR7A2	NM_003689.4	-	2	2	46	70	2	3	3	3	2	middle	middle	1.000	0.667	constitutive	alternative	187	104	2
NC_060925.1	192406027	192406744	-3	1	-	NC_060925.1	192406393	192406468	UCHL5	NM_001199261.3	-	3	1	276	366	1	1	39	17	17	first	first	0.436	0.436	alternative	alternative	75	75	17
NC_060925.1	192406027	192406744	-3	1	-	NC_060925.1	192406621	192406669	UCHL5	NM_001350846.2	-	3	1	75	594	1	1	39	6	6	first	first	0.154	0.154	alternative	alternative	48	48	6
NC_060925.1	1939375	1940428	2	1	+	NC_060925.1	1939623	1940339	PLCH2	NM_001303012.2	+	2	3	248	89	17	19	12	12	12	middle	middle	1.000	1.000	constitutive	constitutive	124	146	12
NC_060925.1	200262186	200262672	-1	1	-	NC_060925.1	200262250	200262636	KIF21B	NM_001252100.2	-	1	2	36	64	4	5	7	5	5	middle	middle	0.714	0.714	alternative	alternative	149	134	5
NC_060925.1	204328640	204329195	3	1	+	NC_060925.1	204328678	204329106	CNTN2	NM_001346083.2	+	3	2	38	89	10	11	6	6	6	middle	middle	1.000	1.000	constitutive	constitutive	150	127	6
NC_060925.1	20481625	20482075	-3	1	-	NC_060925.1	20481627	20481966	DDOST	NM_005216.5	-	3	2	109	2	4	5	1	1	1	middle	middle	1.000	1.000	constitutive	constitutive	103	94	1
