clade	species	start	end	gc_content	gc_stretch_count
NC_073261.2	-2::NC_073261.2:98933633-98949680	2100	2160	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2130	2190	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2160	2220	0.35	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2190	2250	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2220	2280	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2250	2310	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2280	2340	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2310	2370	0.5	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2340	2400	0.55	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2370	2430	0.55	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2400	2460	0.5167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2430	2490	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2460	2520	0.3833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2490	2550	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2520	2580	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2550	2610	0.4833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2580	2640	0.5167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2610	2670	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2640	2700	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2670	2730	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2700	2760	0.4833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2730	2790	0.5	1
NC_073261.2	-2::NC_073261.2:98933633-98949680	2760	2820	0.4167	1
NC_073261.2	-2::NC_073261.2:98933633-98949680	2790	2850	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2820	2880	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2850	2910	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2880	2940	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2910	2970	0.3833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2940	3000	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	2970	3030	0.5667	1
NC_073261.2	-2::NC_073261.2:98933633-98949680	3000	3060	0.5	1
NC_073261.2	-2::NC_073261.2:98933633-98949680	3030	3090	0.3833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3060	3120	0.3833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3090	3150	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3120	3180	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3150	3210	0.35	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3180	3240	0.3833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3210	3270	0.5167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3240	3300	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3270	3330	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3300	3360	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3330	3390	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3360	3420	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3390	3450	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3420	3480	0.5	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3450	3510	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3480	3540	0.5	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3510	3570	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3540	3600	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3570	3630	0.3833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3600	3660	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3630	3690	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3660	3720	0.35	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3690	3750	0.3667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3720	3780	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3750	3810	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3780	3840	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3810	3870	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3840	3900	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3870	3930	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3900	3960	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3930	3990	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3960	4020	0.3333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	3990	4050	0.3667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4020	4080	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4050	4110	0.3667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4080	4140	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4110	4170	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4140	4200	0.3667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4170	4230	0.3667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4200	4260	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4230	4290	0.5	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4260	4320	0.3667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4290	4350	0.35	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4320	4380	0.3833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4350	4410	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4380	4440	0.4833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4410	4470	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4440	4500	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4470	4530	0.4833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4500	4560	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4530	4590	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4560	4620	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4590	4650	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4620	4680	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4650	4710	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4680	4740	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4710	4770	0.55	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4740	4800	0.5	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4770	4830	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4800	4860	0.5167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4830	4890	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4860	4920	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4890	4950	0.4667	1
NC_073261.2	-2::NC_073261.2:98933633-98949680	4920	4980	0.4333	1
NC_073261.2	-2::NC_073261.2:98933633-98949680	4950	5010	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	4980	5040	0.5	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5010	5070	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5040	5100	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5070	5130	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5100	5160	0.5	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5130	5190	0.5167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5160	5220	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5190	5250	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5220	5280	0.4833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5250	5310	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5280	5340	0.45	1
NC_073261.2	-2::NC_073261.2:98933633-98949680	5310	5370	0.4833	1
NC_073261.2	-2::NC_073261.2:98933633-98949680	5340	5400	0.4833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5370	5430	0.3667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5400	5460	0.35	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5430	5490	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5460	5520	0.5	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5490	5550	0.4833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5520	5580	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5550	5610	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5580	5640	0.3333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5610	5670	0.3333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5640	5700	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5670	5730	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5700	5760	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5730	5790	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5760	5820	0.3833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5790	5850	0.3333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5820	5880	0.3667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5850	5910	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5880	5940	0.3833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5910	5970	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5940	6000	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	5970	6030	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6000	6060	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6030	6090	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6060	6120	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6090	6150	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6120	6180	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6150	6210	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6180	6240	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6210	6270	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6240	6300	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6270	6330	0.5	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6300	6360	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6330	6390	0.3333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6360	6420	0.3167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6390	6450	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6420	6480	0.3833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6450	6510	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6480	6540	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6510	6570	0.35	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6540	6600	0.5	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6570	6630	0.6	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6600	6660	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6630	6690	0.3667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6660	6720	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6690	6750	0.3667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6720	6780	0.3667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6750	6810	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6780	6840	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6810	6870	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6840	6900	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6870	6930	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6900	6960	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6930	6990	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6960	7020	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	6990	7050	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7020	7080	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7050	7110	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7080	7140	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7110	7170	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7140	7200	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7170	7230	0.35	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7200	7260	0.3333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7230	7290	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7260	7320	0.35	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7290	7350	0.35	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7320	7380	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7350	7410	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7380	7440	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7410	7470	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7440	7500	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7470	7530	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7500	7560	0.3833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7530	7590	0.3667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7560	7620	0.3667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7590	7650	0.3667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7620	7680	0.3833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7650	7710	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7680	7740	0.4833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7710	7770	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7740	7800	0.3833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7770	7830	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7800	7860	0.3833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7830	7890	0.4833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7860	7920	0.5	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7890	7950	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7920	7980	0.3667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7950	8010	0.35	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	7980	8040	0.3667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8010	8070	0.35	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8040	8100	0.3833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8070	8130	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8100	8160	0.3333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8130	8190	0.2833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8160	8220	0.3833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8190	8250	0.55	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8220	8280	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8250	8310	0.3833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8280	8340	0.45	1
NC_073261.2	-2::NC_073261.2:98933633-98949680	8310	8370	0.45	1
NC_073261.2	-2::NC_073261.2:98933633-98949680	8340	8400	0.3833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8370	8430	0.3333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8400	8460	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8430	8490	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8460	8520	0.3667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8490	8550	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8520	8580	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8550	8610	0.3667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8580	8640	0.3333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8610	8670	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8640	8700	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8670	8730	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8700	8760	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8730	8790	0.3667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8760	8820	0.3667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8790	8850	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8820	8880	0.4833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8850	8910	0.5333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8880	8940	0.5167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8910	8970	0.5333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8940	9000	0.4833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	8970	9030	0.3833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9000	9060	0.3667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9030	9090	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9060	9120	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9090	9150	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9120	9180	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9150	9210	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9180	9240	0.35	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9210	9270	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9240	9300	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9270	9330	0.4833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9300	9360	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9330	9390	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9360	9420	0.5333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9390	9450	0.5	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9420	9480	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9450	9510	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9480	9540	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9510	9570	0.5	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9540	9600	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9570	9630	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9600	9660	0.4833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9630	9690	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9660	9720	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9690	9750	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9720	9780	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9750	9810	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9780	9840	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9810	9870	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9840	9900	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9870	9930	0.4167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9900	9960	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9930	9990	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9960	10020	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	9990	10050	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	10020	10080	0.5	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	10050	10110	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	10080	10140	0.4667	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	10110	10170	0.4833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	10140	10200	0.3833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	10170	10230	0.35	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	10200	10260	0.3833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	10230	10290	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	10260	10320	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	10290	10350	0.3833	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	10320	10380	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	10350	10410	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	10380	10440	0.5333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	10410	10470	0.45	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	10440	10500	0.3333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	10470	10530	0.3167	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	10500	10560	0.4	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	10530	10590	0.4333	0
NC_073261.2	-2::NC_073261.2:98933633-98949680	10560	10620	0.3667	0
